shrub_cov_20m,shrub_cov_30m,shrub_cov_40m,shrub_cov_50m
0.131249,0.1092,0.0081009,0.0471998
0.054369,0.0628,0.0265529,0.0694495
0.038647,0.1516,0.0553561,0.11953
0.062031,0.0768,0.0992359,0.158017
0.052039,0.0764,0.153017,0.141671
0.097894,0.114,0.124439,0.113265
0.104564,0.0896,0.0861845,0.105056
0.154074,0.0712,0.0686326,0.178646
0.102197,0.0436,0.107112,0.237187
0.066388,0.0284,0.146941,-9999
0.057162,0.0364,0.0641321,-9999
0.082798,0.0952,0.0351039,-9999
0.132955,0.232,0.0510806,0.100664
0.13803,0.0864,0.0339787,0.116757
0.126722,0.0788,0.0434298,0.101708
0.154126,0.06,0.027678,0.108621
0.103676,0.0552,0.0612067,0.116505
0.046762,0.162,0.04568,0.0781982
0.050572,0.194,0.0596316,0.0986119
0.035999,0.1408,0.0780836,0.110889
0.066301,0.082,0.172594,0.0782702
0.184204,0.104,0.111162,0.0852188
0.151232,0.1468,0.121963,0.0826266
0.076845,0.1112,0.0303783,0.0652732
0.063383,0.252,0.0447799,0.0508001
0.057851,0.1496,0.108012,0.0470558
0.068609,0.17,0.103511,0.0420154
0.041793,0.0992,0.0666073,0.0275782
0.030849,0.0548,0.0438798,0.0569565
0.064734,0.0908,0.0976608,0.133391
0.072381,0.1876,0.0355539,0.186387
0.098004,0.1848,0.14064,0.192471
0.135318,0.174,0.164943,0.17393
0.151563,0.078,0.211748,-9999
0.097888,0.1736,0.165393,-9999
0.062926,0.1264,0.112512,0.136091
0.067667,0.0804,0.0414046,0.134039
0.103871,0.102,0.0713329,0.102032
0.148637,0.12,0.072683,0.0886391
0.18985,0.11,0.18407,0.101276
0.150792,0.0608,0.138165,0.155676
0.166281,0.072,0.0531058,0.14898
0.107524,0.1116,0.0108012,0.0824826
0.106739,0.056,0.0099011,0.075102
0.090424,0.0704,0.0105762,0.0760381
0.04418,0.078,0.0049505,0.063077
0.061386,0.0664,0.0067507,0.0471998
0.144231,0.1596,0.0216024,0.0291263
0.090294,0.046,0.027003,0.0454716
0.050266,0.1924,0.0153017,0.0866229
0.049019,0.1008,0.0218274,0.187215
0.045064,0.09,0.0519807,0.265845
0.042296,0.1008,0.0117013,0.289643
0.057676,0.0952,0.0699827,0.238519
0.040101,0.1092,0.0927102,-9999
0.043526,0.062,0.113412,-9999
0.04325,0.076,0.117463,0.13129
0.056054,0.086,0.126914,0.107253
0.087184,0.1304,0.0776335,0.0785223
0.145739,0.0436,0.0490554,0.0917353
0.123522,0.0712,0.109587,0.133463
0.056872,0.1252,0.0747082,0.150744
0.047066,0.0352,0.0488304,0.115209
0.078286,0.0316,0.0598566,0.062573
0.100063,0.0412,0.0326286,0.0488559
0.11553,0.0468,0.0920351,0.0617449
0.156802,0.1324,0.0744832,0.062321
0.143183,0.1496,0.103061,0.0403592
0.180631,0.0372,0.0875346,0.0198016
0.10783,0.0304,0.148966,0.0610249
0.097351,0.1648,0.145141,0.133391
0.09705,0.224,0.0861845,0.183579
0.08707,0.192,0.0463551,0.187359
0.131298,0.1212,0.0555811,0.188691
0.168334,0.0036,0.0864095,-9999
0.145254,0.0024,0.0801088,-9999
0.062374,0.0232,0.0825841,0.0736379
0.032505,0.1476,0.0960856,0.0892511
0.075326,0.238,0.0326286,0.104624
0.066899,0.0756,0.0425297,0.107325
0.053664,0.1284,0.0735831,0.0938595
0.066811,0.0972,0.191721,0.0973878
0.05835,0.1224,0.192396,0.0846428
0.04216,0.1344,0.128714,0.0529602
0.022133,0.1384,0.13209,0.0510161
0.036831,0.0928,0.113638,0.0474878
0.076646,0.1008,0.0886598,0.0316105
0.131235,0.1292,0.102161,0.025058
0.115256,0.2636,0.090685,0.0447876
0.061744,0.3716,0.063457,0.0686575
0.05662,0.0864,0.0353289,0.0651652
0.112504,0.156,0.027453,0.0739139
0.095594,0.1192,0.027678,-9999
0.066042,0.0728,0.036454,-9999
0.110945,0.1808,0.0598566,0.109161
0.106598,0.1804,0.0225025,0.0994039
0.161602,0.09,0.0335287,0.074706
0.131223,0.0848,0.0227275,0.0668933
0.075851,0.144,0.0249778,0.0964877
0.101746,0.0832,0.0834842,0.0906552
0.081769,0.118,0.108912,0.0542203
0.196375,0.0532,0.0292532,0.0468037
0.214759,0.0804,0.0609817,0.0407553
0.181688,0.1272,0.106437,0.0288383
0.106224,0.1124,0.243027,0.0212417
0.064574,0.088,0.229975,0.0233299
0.129223,0.1136,0.273405,0.0405392
0.078265,0.046,0.0823591,0.0578206
0.052311,0.0952,0.0688576,-9999
0.040043,0.0196,0.081459,-9999
0.066489,0.0928,0.0369041,0.0808865
0.047011,0.1024,0.0445549,0.0674694
0.034986,0.1588,0.0409545,0.0814385
0.057984,0.2056,0.0553561,0.0985399
0.052854,0.1144,0.0650322,0.0789183
0.1032,0.0432,0.0990109,0.0441395
0.093644,0.0496,0.122864,0.0344548
0.061785,0.07,0.221424,0.0340587
0.065796,0.044,0.169219,0.0261741
0.109513,0.0532,0.0983358,0.0237619
0.10483,0.0588,0.0690826,0.0481358
0.072866,0.1224,0.0515307,-9999
0.100279,0.2036,0.04523,-9999
0.077765,0.1096,0.117463,-9999
0.108831,0.186,0.120388,0.124186
0.114126,0.1408,0.102836,0.149808
0.0509,0.0732,0.0558061,0.116109
0.077186,0.038,0.0594065,0.0710697
0.115612,0.0108,0.0562562,0.0309985
0.182384,0.014,0.0328536,0.0105488
0.151829,0.0256,0.198697,0.0266421
0.08398,0.0956,0.142441,0.0273622
0.085327,0.0932,0.110487,0.0230778
0.100474,0.134,0.121288,-9999
0.117094,0.0732,0.0861845,-9999
0.062596,0.1236,0.0891098,0.14646
0.044173,0.0916,0.151217,0.0688735
0.03526,0.0824,0.183845,0.037659
0.035717,0.0984,0.0357789,0.0261021
0.075498,0.0368,0.0972107,0.0070566
0.044488,0.126,0.114538,0.0176414
0.031841,0.1956,0.0522057,0.0231138
0.035908,0.2412,0.0213774,-9999
0.024439,0.3056,0.0792087,-9999
0.120371,0.2348,0.0348788,0.0315025
0.082299,0.1064,0.0355539,0.0259581
0.024178,0.1248,0.0315035,0.0199456
0.088159,0.1264,0.0715579,0.0079566
0.106375,0.1296,0.0303783,0.0075246
0.095289,0.082,0.0582814,-9999
0.080413,0.1616,0.0474802,-9999
0.075988,0.1208,0.167643,0.0338907
0.059711,0.0788,0.253828,0.0223578
0.084892,0.1256,0.322235,0.0113409
0.113033,0.2028,0.0785336,0.0074526
0.054233,0.1108,0.0335287,-9999
0.073835,0.1256,0.0616568,-9999
0.182701,0.1176,0.0659323,0.0185775
0.169867,0.0804,0.0225025,0.0082087
0.091076,0.1444,0.0294782,-9999
0.054937,0.2492,0.0866345,-9999
0.049682,0.2144,0.0555811,-9999
0.095329,0.0804,0.0369041,-9999
0.059813,0.0528,0.232226,
0.054259,0.1684,0.31391,
0.058494,0.0756,0.290282,
0.042441,0.0796,0.0861845,
0.037329,0.038,0.0747082,
0.040511,0.0296,0.0630069,
0.071194,0.1012,0.0621068,
0.025131,0.1024,0.0740331,
0.031892,0.0584,0.109587,
0.077774,0.0672,0.13839,
0.066418,0.0688,0.0434298,
0.142861,0.0536,0.0618818,
0.078667,0.092,0.036679,
0.022445,0.038,0.0279031,
0.069218,0.1028,0.0580564,
0.08733,0.1868,0.099911,
0.101741,0.1536,0.116338,
0.120456,0.2052,0.13929,
0.080323,0.0568,0.146266,
0.0375,0.09,0.0733581,
0.101562,0.0716,0.0798838,
0.115199,0.044,0.187221,
0.072269,0.0788,0.0825841,
0.041545,0.092,0.150092,
0.202342,0.1284,0.186996,
0.175701,0.294,0.148741,
0.101224,0.28,0.0720079,
0.069894,0.3132,0.0650322,
0.08552,0.2628,0.0519807,
0.099847,0.0824,0.0339787,
0.069156,0.0396,0.0265529,
0.066044,0.0212,0.0279031,
0.068596,0.0136,0.0677325,
0.066473,0.0232,0.0144016,
0.045722,0.1012,0.0308284,
0.066019,0.022,0.0501805,
0.046191,0.022,0.217149,
0.044384,0.0092,0.18497,
0.059751,0.0708,0.13839,
0.06562,0.1184,0.0976608,
0.062655,0.1088,0.0558061,
0.11847,0.0488,0.0555811,
0.06722,0.0156,0.0398294,
0.042715,0.0012,0.0429797,
0.067568,0.0512,0.0535559,
0.184914,0.2932,0.0573813,
0.184779,0.178,0.0083259,
0.128801,0.2812,0.0591815,
0.073817,0.1292,0.171244,
0.034715,0.0536,0.103961,
0.119346,0.0944,0.0551311,
0.088148,0.0812,0.0333037,
0.060065,0.0684,0.0749333,
0.061502,0.088,0.101711,
0.18612,0.1692,0.0560312,
0.161682,0.122,0.158417,
0.177735,0.0928,0.0657072,
0.096154,0.2284,0.192396,
0.110429,0.1652,0.0465801,
0.094317,0.1696,0.0396044,
0.097286,0.2068,0.0391543,
0.074462,0.0468,0.0211523,
0.059274,0.1148,0.0351039,
0.075699,0.116,0.130289,
0.075622,0.1396,0.0965356,
0.08621,0.0904,0.168094,
0.05486,0.0796,0.106662,
0.03571,0.1364,0.0785336,
0.051233,0.152,0.131414,
0.0735,0.0552,0.115663,
0.062262,0.004,0.0645821,
0.054147,0.05,0.197797,
0.099262,0.0744,0.108687,
0.080755,0.1304,0.163593,
0.059353,0.0572,0.109587,
0.101525,0.0976,0.0882097,
0.165955,0.0584,0.142441,
0.144941,0.064,0.139065,
0.098071,0.0636,0.018002,
0.079505,0.1048,0.0155267,
0.08581,0.1024,0.0225025,
0.141376,0.1892,0.128939,
0.090128,0.1012,0.112962,
0.080955,0.2552,0.0418546,
0.172097,0.2656,0.0713329,
0.142497,0.1276,0.0209273,
0.115634,0.0696,0.0324036,
0.145072,0.082,0.045005,
0.129901,0.0708,0.0607567,
0.146675,0.0472,0.0477053,
0.140042,0.0892,0.0517557,
0.105349,0.194,0.0198022,
0.114314,0.1544,0.0384792,
0.09241,0.1132,0.0472552,
0.097017,0.1324,0.0337537,
0.094796,0.1276,0.128039,
0.095089,0.0824,0.215124,
0.056186,0.0256,0.18272,
0.032869,0.01,0.0870846,
0.064119,0.0224,0.0823591,
0.058815,0.0288,0.027453,
0.082361,0.1216,0.0798838,
0.091861,0.0468,0.0837092,
0.084724,0.0164,0.144691,
0.09088,0.0088,0.111612,
0.123666,0.0412,0.0625569,
0.118857,0.198,0.147616,
0.109841,0.11,0.0600816,
0.086362,0.0612,0.0337537,
0.100256,0.0276,0.036679,
0.136466,0.0088,0.0461301,
0.084315,0.0076,0.102611,
0.090958,0.046,0.107112,
0.136471,0.1144,0.0897849,
0.150455,0.1712,0.108687,
0.115948,0.0484,0.107562,
0.083562,0.0932,0.0303783,
0.092,0.2424,0.154367,
0.196889,0.0812,0.0481553,
0.231499,0.0624,0.142216,
0.17028,0.0776,0.147841,
0.133021,0.0712,0.152792,
0.119654,0.1184,0.122639,
0.117953,0.1064,0.0654822,
0.125886,0.1804,0.168994,
0.144257,0.212,0.13749,
0.125267,0.1656,0.110037,
0.038763,0.1512,0.0191271,
0.026453,0.1092,0.0074258,
0.019458,0.0344,0.0159768,
0.041872,0.1232,0.0974357,
0.037319,0.2892,0.0749333,
0.060467,0.2284,0.0571563,
0.073543,0.0872,0.0596316,
0.100746,0.2544,0.0735831,
0.092521,0.2344,0.151667,
0.086311,0.0696,0.194421,
0.054652,0.0772,0.0391543,
0.052265,0.0176,0.0231776,
0.060636,0.0324,0.0711078,
0.086912,0.0804,0.101711,
0.119355,0.1076,0.189696,
0.079774,0.0384,0.174844,
0.063521,0.0932,0.13479,
0.088511,0.04,0.119488,
0.163862,0.078,0.0870846,
0.13374,0.132,0.0652572,
0.125305,0.0948,0.0715579,
0.155477,0.0596,0.0897849,
0.230381,0.1996,0.0585064,
0.14194,0.08,0.13659,
0.12633,0.1188,0.0837092,
0.103535,0.1116,0.142441,
0.102054,0.0672,0.0931603,
0.115959,0.0716,0.072908,
0.067895,0.062,0.0803338,
0.080829,0.0184,0.0834842,
0.080701,0.0608,0.091135,
0.076637,0.1208,0.113187,
0.04588,0.1732,0.154592,
0.03212,0.4048,0.113863,
0.206299,0.164,0.0600816,
0.033901,0.0872,0.0792087,
0.064342,0.086,0.0893348,
0.103401,0.0244,0.0987859,
0.087133,0.0572,0.0888848,
0.078348,0.0456,0.150767,
0.124022,0.0444,0.081909,
0.066911,0.0652,0.124889,
0.060902,0.068,0.133665,
0.059285,0.038,0.0668324,
0.048425,0.0164,0.162468,
0.078985,0.0384,0.13254,
0.114994,0.0868,0.110262,
0.061474,0.254,0.0762834,
0.051192,0.1092,0.112737,
0.062589,0.0616,0.113863,
0.163879,0.032,0.157742,
0.164678,0.0832,0.0859595,
0.208802,0.0576,0.0375791,
0.244815,0.066,0.0576063,
0.231144,0.1768,0.13794,
0.18617,0.3288,0.233126,
0.155652,0.124,0.147841,
0.147113,0.1456,0.114763,
0.09281,0.0564,0.0868596,
0.052481,0.0356,0.0987859,
0.047758,0.072,0.0958606,
0.071048,0.108,0.0951855,
0.051606,0.0968,0.104411,
0.074253,0.0744,0.0747082,
0.08061,0.06,0.105312,
0.111729,0.2276,0.0416296,
0.227596,0.1628,0.0623319,
0.19673,0.1612,0.115213,
0.059103,0.1732,0.129389,
0.097012,0.07,0.157967,
0.099596,0.1772,0.232226,
0.082991,0.282,0.163818,
0.110833,0.1544,0.0868596,
0.081537,0.1796,0.0774085,
0.045984,0.4732,0.0704328,
0.021419,0.2184,0.0870846,
0.070262,0.0708,0.0978858,
0.099437,0.0872,0.149641,
0.051413,0.0868,0.09046,
0.035784,0.0656,0.0672824,
0.021412,0.0324,0.0470302,
0.087462,0.0532,0.0749333,
0.125544,0.1464,0.182045,
0.177773,0.0492,0.139515,
0.182444,0.0372,0.0774085,
0.16145,0.0772,0.063457,
0.142005,0.0664,0.143791,
0.138322,0.1336,0.0783086,
0.118991,0.0728,0.175519,
0.099705,0.0572,0.152117,
0.109915,0.2156,0.147166,
0.054985,0.1892,0.288032,
0.023617,0.1104,0.23155,
0.09171,0.092,0.184295,
0.070522,0.112,0.0780836,
0.054384,0.0756,0.0279031,
0.093276,0.0556,0.063682,
0.180758,0.1456,0.0753833,
0.140661,0.2368,0.234926,
0.133536,0.1516,0.191496,
0.102154,0.1256,0.0290282,
0.040263,0.0948,0.0164268,
0.093935,0.1116,0.0441049,
0.055939,0.0704,0.105312,
0.043388,0.0908,0.0733581,
0.115266,0.0364,0.130739,
0.118373,0.024,0.136815,
0.074307,0.0332,0.0479303,
0.105278,0.0228,0.0852844,
0.110539,0.0408,0.0776335,
0.070639,0.07,0.186095,
0.029112,0.0088,0.207923,
0.045771,0.0432,0.13209,
0.045666,0.1472,0.0672824,
0.037336,0.1516,0.0589565,
0.174307,0.0824,0.0519807,
0.186715,0.1544,0.0850594,
0.134296,0.3416,0.0774085,
0.139481,0.1308,0.0690826,
0.158891,0.1956,0.161118,
0.160841,0.0672,0.108912,
0.093179,0.242,0.0690826,
0.09292,0.1628,0.0618818,
0.132805,0.1316,0.0643571,
0.103346,0.1824,0.149191,
0.065663,0.082,0.135915,
0.077593,0.0308,0.0875346,
0.059651,0.0504,0.0324036,
0.02818,0.0616,0.0873096,
0.134098,0.0744,0.0396044,
0.096991,0.064,0.0927102,
0.114819,0.1076,0.099911,
0.073517,0.1988,0.141541,
0.063332,0.1244,0.187221,
0.097592,0.1984,0.195772,
0.091259,0.1408,0.197122,
0.05097,0.0576,0.0668324,
0.058701,0.1548,0.191046,
0.071357,0.1324,0.0715579,
0.090665,0.2352,0.0472552,
0.117216,0.3832,0.112737,
0.072517,0.1568,0.162918,
0.049596,0.1396,0.0463551,
0.04831,0.2308,0.0807839,
0.02047,0.1256,0.0652572,
0.041387,0.0576,0.121738,
0.06237,0.0896,0.121288,
0.018653,0.0924,0.072458,
0.128099,0.0692,0.0783086,
0.209881,0.182,0.0715579,
0.194643,0.068,0.17867,
0.185235,0.0868,0.155492,
0.202782,0.0424,0.0657072,
0.156281,0.066,0.0564812,
0.078813,0.1376,0.0717829,
0.103445,0.0496,0.090685,
0.171314,0.1052,0.0697577,
0.140346,0.23,0.101261,
0.097798,0.2392,0.0812339,
0.095212,0.2368,0.146716,
0.0604,0.0772,0.148966,
0.085806,0.0784,0.113863,
0.179839,0.0504,0.147391,
0.065891,0.0908,0.159318,
0.09285,0.2464,0.0479303,
0.082433,0.2176,0.0339787,
0.046998,0.1172,0.0202522,
0.079886,0.0856,0.0353289,
0.04713,0.1288,0.0533309,
0.106713,0.166,0.0969857,
0.140723,0.0356,0.0281281,
0.124728,0.042,0.0501805,
0.095223,0.0312,0.237851,
0.039957,0.0244,0.278806,
0.031827,0.0276,0.162018,
0.063738,0.0384,0.117688,
0.021703,0.0188,0.199372,
0.082082,0.1076,0.117238,
0.062672,0.12,0.129164,
0.011435,0.1428,0.166743,
0.07893,0.0856,0.251578,
0.21851,0.0276,0.106437,
0.174989,0.162,0.148066,
0.147176,0.1664,0.139965,
0.144648,0.1364,0.0929352,
0.12146,0.3592,0.101936,
0.122598,0.3564,0.18182,
0.127074,0.2104,0.234026,
0.086499,0.146,0.0742582,
0.118944,0.1324,0.054681,
0.051038,0.248,0.115438,
0.092184,0.1524,0.106662,
0.063444,0.0184,0.0627819,
0.091807,0.0272,0.0603066,
0.177589,0.0368,0.0776335,
0.222105,0.0496,0.0760584,
0.189685,0.13,0.110937,
0.068306,0.116,0.0893348,
0.022629,0.2392,0.0873096,
0.10198,0.1212,0.101036,
0.091495,0.074,0.116338,
0.154421,0.0024,0.13929,
0.149973,0.0864,0.0249778,
0.073581,0.3452,0.018227,
0.057563,0.4672,0.0240777,
0.038627,0.4988,0.0765084,
0.066216,0.1512,0.2257,
0.060183,0.1108,0.301983,
0.034463,0.1432,0.124664,
0.050233,0.0844,0.143791,
0.041689,0.0492,0.122413,
0.047205,0.1008,0.0927102,
0.033096,0.2108,0.17822,
0.176426,0.1408,0.160893,
0.167364,0.1596,0.0427547,
0.130632,0.1756,0.0659323,
0.139385,0.1024,0.121288,
0.100894,0.1384,0.127364,
0.091499,0.1472,0.0884347,
0.1686,0.0612,0.0582814,
0.093335,0.1216,0.0850594,
0.104059,0.0708,0.0762834,
0.078074,0.1332,0.142441,
0.07942,0.17,0.0688576,
0.104015,0.1132,0.0864095,
0.172544,0.0748,0.109137,
0.164085,0.1032,0.115213,
0.14249,0.0932,0.0618818,
0.127987,0.0708,0.0675074,
0.024803,0.0672,0.036679,
0.017462,0.2424,0.0252028,
0.069712,0.0976,0.0776335,
0.163025,0.0988,0.146941,
0.117027,0.102,0.106437,
0.058424,0.0616,0.0762834,
0.066423,0.102,0.0920351,
0.054874,0.0728,0.13479,
0.074255,0.0524,0.0787587,
0.029964,0.0408,0.0195772,
0.068218,0.0492,0.0438798,
0.043005,0.058,0.0875346,
0.056306,0.0324,0.155492,
0.059211,0.0108,0.233801,
0.081804,0.0852,0.0985609,
0.14875,0.1296,0.135465,
0.094909,0.1252,0.144916,
0.103462,0.0724,0.0481553,
0.155367,0.0228,0.0490554,
0.12911,0.1724,0.0164268,
0.142583,0.3012,0.0488304,
0.190512,0.0404,0.0310534,
0.128965,0.3708,0.0805589,
0.097063,0.2452,0.106662,
0.068664,0.2372,0.103061,
0.088449,0.1368,0.13389,
0.090694,0.1984,0.132765,
0.28366,0.13,0.13704,
0.140307,0.1244,0.0571563,
0.092749,0.0716,0.108462,
0.085797,0.0376,0.0834842,
0.05042,0.0368,0.0589565,
0.175514,0.1168,0.0573813,
0.046347,0.164,0.0551311,
0.104809,0.1332,0.0776335,
0.113442,0.2852,0.167643,
0.065016,0.1952,0.208148,
0.02573,0.0748,0.146041,
0.06936,0.1156,0.129839,
0.064173,0.1672,0.0393793,
0.014898,0.1928,0.0981108,
0.038959,0.1036,0.100811,
0.018567,0.0676,0.0186771,
0.039185,0.0924,0.0702077,
0.02197,0.0912,0.120388,
0.038549,0.1024,0.273855,
0.104366,0.278,0.369716,
0.105218,0.4932,0.370166,
0.109265,0.2972,0.202297,
0.127159,0.1408,0.111837,
0.09786,0.068,0.250003,
0.188503,0.1248,0.0812339,
0.129691,0.1832,0.131414,
0.109267,0.0936,0.110037,
0.074565,0.2004,0.0951855,
0.048307,0.0984,0.117013,
0.076823,0.0208,0.126014,
0.081382,0.1244,0.255853,
0.166069,0.1108,0.35959,
0.088632,0.1716,0.220299,
0.091571,0.0864,0.153917,
0.064818,0.1188,0.0787587,
0.154933,0.1184,0.0648071,
0.230853,0.1136,0.0834842,
0.053225,0.104,0.0616568,
0.168123,0.0468,0.054681,
0.11721,0.0484,0.111387,
0.065636,0.142,0.109362,
0.067196,0.096,0.0387043,
0.054269,0.0972,0.0749333,
0.045472,0.0452,0.0193521,
0.01272,0.0316,0.0625569,
0.004741,0.0184,0.108687,
0.013812,0.0456,0.0339787,
0.014421,0.0284,0.0436548,
0.029222,0.092,0.0711078,
0.05008,0.0316,0.246627,
0.098795,0.0588,0.334837,
0.148695,0.0272,0.336862,
0.083544,0.0132,0.125339,
0.110686,0.1472,0.127589,
0.09124,0.0496,0.0684075,
0.172887,0.0356,0.156842,
0.100663,0.0872,0.290507,
0.07695,0.0316,0.186321,
0.090374,0.0612,0.236726,
0.093981,0.172,0.204097,
0.055409,0.1968,0.0938353,
0.121047,0.064,0.0843843,
0.127585,0.0728,0.139065,
0.088228,0.1156,0.193746,
0.033111,0.2328,0.0875346,
0.071677,0.1664,0.0747082,
0.20558,0.2912,0.107787,
0.14897,0.224,0.103961,
0.068226,0.1124,0.0947354,
0.258531,0.036,0.0265529,
0.160119,0.0404,0.112962,
0.065473,0.1304,0.0537809,
0.056246,0.312,0.0648071,
0.031185,0.4028,0.0679575,
0.031535,0.3812,0.0954105,
0.020117,0.0588,0.0679575,
0.019526,0.176,0.0731331,
0.022423,0.176,0.0229525,
0.023906,0.1624,0.0733581,
0.01298,0.068,0.0506306,
0.020063,0.0656,0.0279031,
0.077458,0.0924,0.0537809,
0.141801,0.1188,0.0256528,
0.108136,0.5176,0.0789837,
0.096882,0.5968,0.139065,
0.142695,0.3348,0.0522057,
0.182582,0.3248,0.110712,
0.138611,0.1948,0.281506,
0.06745,0.0804,0.250678,
0.053951,0.0992,0.245727,
0.083633,0.0732,0.218949,
0.153137,0.2528,0.0666073,
0.188208,0.1432,0.0891098,
0.092149,0.0812,0.125114,
0.084108,0.0576,0.0688576,
0.079441,0.106,0.13839,
0.072338,0.0876,0.193071,
0.217986,0.2048,0.150767,
0.137518,0.0668,0.0267779,
0.115382,0.0648,0.0702077,
0.194623,0.1104,0.132315,
0.076923,0.1896,0.0771835,
0.041118,0.1652,0.0690826,
0.043561,0.052,0.117688,
0.013429,0.0624,0.0918101,
0.030154,0.0528,0.0409545,
0.041399,0.1728,0.0504056,
0.013733,0.1056,0.0560312,
0.021931,0.1048,0.045455,
0.031451,0.106,0.0400544,
0.07504,0.0132,0.0103511,
0.055721,0.0132,0.0247527,
0.077845,0.0188,0.0330786,
0.157373,0.0296,0.0823591,
0.100869,0.0256,0.261029,
0.049316,0.022,0.323811,
0.139239,0.0204,0.235376,
0.131419,0.0092,0.108912,
0.1187,0.0128,0.160218,
0.07102,0.0716,0.2275,
0.044246,0.0268,0.142216,
0.067754,0.0172,0.184295,
0.111182,0.1628,0.135465,
0.181945,0.2852,0.063232,
0.037603,0.2328,0.0571563,
0.030604,0.1192,0.106887,
0.064523,0.1492,0.197797,
0.202321,0.104,0.239201,
0.251109,0.0628,0.126914,
0.094274,0.2324,0.0859595,
0.143545,0.2268,0.0715579,
0.105186,0.1028,0.0924852,
0.066314,0.1244,0.0652572,
0.064824,0.0464,0.0675074,
0.036196,0.0416,0.0326286,
0.068688,0.0544,0.027453,
0.038014,0.0848,0.0459051,
0.047091,0.1844,0.0252028,
0.059985,0.1972,0.0740331,
0.102553,0.1708,0.389968,
0.154704,0.0884,0.479078,
0.07967,0.078,0.2275,
0.054015,0.0924,0.157967,
0.164662,0.0932,0.13839,
0.089701,0.178,0.0801088,
0.078404,0.1972,0.0895599,
0.121474,0.3788,0.0524308,
0.101298,0.4704,0.0652572,
0.088349,0.5712,0.100586,
0.081336,0.5196,0.161568,
0.031988,0.458,0.207248,
0.04309,0.4892,0.128714,
0.083893,0.3272,0.0956355,
0.207661,0.1452,0.036454,
0.089335,0.1672,0.0441049,
0.024631,0.22,0.0612067,
0.115714,0.2496,0.0684075,
0.204454,0.2156,0.0747082,
0.13875,0.076,0.0227275,
0.083326,0.054,0.0049505,
0.099741,0.0556,0.0531058,
0.069504,0.0712,0.237176,
0.053191,0.1272,0.319085,
0.037023,0.114,0.263054,
0.072154,0.0428,0.178445,
0.04856,0.1048,0.275205,
0.057537,0.1524,0.229525,
0.087614,0.1656,0.0153017,
0.090349,0.1576,0.0704328,
0.11858,0.0848,0.103061,
0.137604,0.0508,0.117013,
0.107893,0.036,0.18317,
0.118596,0.2152,0.0969857,
0.166413,0.0744,0.0643571,
0.108622,0.0496,0.0562562,
0.078796,0.0344,0.0445549,
0.056364,0.054,0.0537809,
0.078581,0.032,0.0553561,
0.071505,0.0128,0.0621068,
0.082379,0.0648,0.0481553,
0.055417,0.022,0.0252028,
0.089012,0.0664,0.0146266,
0.067678,0.0356,0.063682,
0.190934,0.0292,0.102611,
0.082768,0.0732,0.0438798,
0.052516,0.0888,0.0303783,
0.119786,0.0268,0.0758334,
0.202518,0.022,0.0972107,
0.108452,0.0288,0.0486054,
0.102263,0.0608,0.0963106,
0.115367,0.112,0.116563,
0.114368,0.1556,0.0612067,
0.130441,0.1016,0.0625569,
0.090135,0.0708,0.0654822,
0.086768,0.0804,0.136815,
0.087103,0.4492,0.0843843,
0.099488,0.3936,0.0310534,
0.076665,0.22,0.0654822,
0.061908,0.0508,0.0330786,
0.107844,0.0572,0.0324036,
0.099125,0.0296,0.0130514,
0.110076,0.0464,0.027678,
0.107668,0.0588,0.0198022,
0.202257,0.1992,0.0209273,
0.149078,0.122,0.036679,
0.087594,0.0952,0.0933853,
0.054109,0.0572,0.13299,
0.063896,0.1064,0.0877597,
0.082076,0.2488,0.13569,
0.107699,0.1084,0.081684,
0.076131,0.0772,0.0749333,
0.07043,0.1404,0.0627819,
0.065701,0.0884,0.112962,
0.115926,0.2272,0.141541,
0.084619,0.2936,0.0522057,
0.097416,0.1584,0.0513056,
0.142505,0.0912,0.0609817,
0.123252,0.1352,0.045455,
0.039604,0.0988,0.0470302,
0.07185,0.0824,0.0429797,
0.236952,0.1152,0.0144016,
0.183383,0.172,0.0159768,
0.080759,0.1004,0.0299283,
0.050793,0.084,0.0486054,
0.078637,0.0644,0.0258779,
0.099581,0.0336,0.0555811,
0.059845,0.0492,0.0747082,
0.046915,0.0628,0.0785336,
0.103669,0.1932,0.0969857,
0.09573,0.062,0.0740331,
0.066311,0.0688,0.0807839,
0.113132,0.098,0.045455,
0.155938,0.1216,0.0524308,
0.150114,0.168,0.0220524,
0.19782,0.1488,0.0258779,
0.061466,0.0924,0.0162018,
0.022721,0.1004,0.0049505,
0.035544,0.0968,0.0315035,
0.03857,0.1584,0.0481553,
0.093144,0.0732,0.118138,
0.052554,0.0436,0.0958606,
0.05555,0.0652,0.0609817,
0.152488,0.0532,0.072458,
0.132966,0.0444,0.142441,
0.156151,0.0156,0.175969,
0.128564,0.068,0.125789,
0.101091,0.0352,0.0650322,
0.08757,0.302,0.0155267,
0.0423,0.24,0.0159768,
0.120138,0.0648,0.0022502,
0.126633,0.1448,0.0713329,
0.116175,0.0332,0.0045005,
0.096585,0.0204,0.04568,
0.092425,0.0112,0.0337537,
0.062838,0.0232,0.0922602,
0.049421,0.1672,0.0252028,
0.052763,0.0648,0.168544,
0.056518,0.0444,0.103511,
0.071797,0.038,0.0330786,
0.092226,0.0468,0.054456,
0.085769,0.0748,0.0146266,
0.105773,0.074,0.0056256,
0.113532,0.2512,0.0031503,
