shrub_cov_20m,shrub_cov_30m,shrub_cov_40m,shrub_cov_50m
0.121591,0.2088,0.0877597,0.0289103
0.158825,0.1508,0.0720079,0.0569205
0.193695,0.1624,0.0920351,0.0896112
0.154561,0.1048,0.240777,0.0853988
0.089502,0.0664,0.109587,0.134471
0.05858,0.0952,0.0540059,0.228306
0.040657,0.068,0.116338,0.12889
0.050705,0.076,0.144466,0.189411
0.111417,0.2268,0.103286,0.230346
0.181276,0.1668,0.0645821,0.172526
0.140395,0.2668,0.0625569,0.161509
0.089995,0.2992,0.13749,0.124642
0.059681,0.2624,0.113863,0.0540403
0.081225,0.2452,0.14019,0.07557
0.110718,0.1716,0.119263,0.138431
0.168955,0.1312,0.0967607,0.175982
0.181661,0.1012,0.0758334,0.15276
0.103561,0.0724,0.0922602,0.114525
0.0687,0.16,0.0868596,0.159457
0.116013,0.2136,0.173494,0.212813
0.120105,0.1784,0.142891,0.189303
0.095014,0.098,0.101711,0.184155
0.073677,0.078,0.199597,0.21951
0.069907,0.0976,0.384792,0.185847
0.072165,0.1424,0.22615,0.119494
0.037921,0.102,0.114088,0.126442
0.054546,0.1216,0.0846093,0.139943
0.051261,0.1608,0.063232,0.0965597
0.057667,0.134,0.113638,0.0884231
0.082245,0.0988,0.04523,0.115137
0.135902,0.152,0.0121513,0.12871
0.138869,0.0988,0.0693076,0.136631
0.150966,0.22,0.0918101,0.113949
0.187577,0.1892,0.0650322,0.0733739
0.13843,0.0636,0.200947,0.118161
0.093051,0.09,0.180245,0.14502
0.06319,0.0432,0.0659323,0.0910153
0.049094,0.0728,0.091135,0.0735899
0.051789,0.0696,0.090685,0.0576766
0.084635,0.0564,0.0600816,0.0412593
0.143483,0.0888,0.04568,0.0418353
0.124782,0.0788,0.0686326,0.0297384
0.086098,0.0852,0.157967,0.0635091
0.077462,0.2736,0.189921,0.103616
0.096391,0.2516,0.104862,0.0808265
0.15664,0.13,0.0609817,0.111573
0.171868,0.0876,0.144916,0.207413
0.145841,0.0668,0.191721,0.226626
0.094169,0.0508,0.104862,0.133883
0.065013,0.066,0.108462,0.188367
0.103649,0.254,0.119488,0.178538
0.089127,0.2672,0.219174,0.157513
0.067116,0.1896,0.201622,0.115713
0.048094,0.3772,0.139515,0.0589367
0.068785,0.26,0.0767334,0.108837
0.073405,0.2292,0.0783086,0.195532
0.086236,0.2188,0.196897,0.191859
0.029255,0.0788,0.162243,0.143615
0.037703,0.0556,0.0825841,0.136775
0.069846,0.08,0.172819,0.174362
0.083693,0.1128,0.0920351,0.209321
0.101971,0.0872,0.0978858,0.281938
0.146805,0.2124,0.122188,0.348688
0.191884,0.124,0.0830341,0.329246
0.156088,0.1608,0.0843843,0.220734
0.082531,0.112,0.0785336,0.139223
0.07295,0.1372,0.054681,0.159565
0.060202,0.1452,0.0708828,0.139907
0.047378,0.0684,0.122188,0.0832386
0.085712,0.08,0.0841593,0.0932474
0.125134,0.0936,0.181595,0.117081
0.122483,0.1148,0.148516,0.105884
0.11582,0.1068,0.113863,0.125182
0.105359,0.1692,0.13254,0.122158
0.088645,0.2064,0.0614318,0.0702776
0.156702,0.0892,0.0825841,0.0945435
0.150168,0.0524,0.0945104,0.116649
0.110913,0.0764,0.091135,0.0679374
0.101733,0.178,0.0576063,0.0361109
0.06048,0.106,0.0884347,0.0331946
0.095056,0.0652,0.0380292,0.0449316
0.094696,0.0832,0.0294782,0.0487119
0.104388,0.1868,0.0603066,0.0394231
0.136191,0.1072,0.126014,0.0518801
0.092377,0.074,0.0409545,0.0612769
0.075384,0.1468,0.126014,0.0770461
0.030839,0.096,0.162243,0.12349
0.037654,0.174,0.161118,0.150384
0.055398,0.062,0.0402794,0.140483
0.066856,0.092,0.0267779,0.0919273
0.09623,0.0908,0.099911,0.216017
0.146353,0.0768,0.257203,0.229878
0.188534,0.0608,0.109812,0.147792
0.14656,0.05,0.112737,0.0806464
0.08694,0.054,0.119263,0.0470558
0.087366,0.0964,0.102836,0.12889
0.088228,0.0636,0.128264,0.186891
0.044844,0.1268,0.0954105,0.132203
0.056218,0.2036,0.163143,0.114813
0.08999,0.0924,0.301758,0.123526
0.10267,0.05,0.137265,0.135947
0.113949,0.0328,0.136815,0.205792
0.097254,0.0576,0.0985609,0.278338
0.065895,0.086,0.18137,0.279526
0.132147,0.0532,0.169444,0.221202
0.143323,0.044,0.0672824,0.150348
0.084746,0.3396,0.13794,0.141887
0.102803,0.2452,0.0711078,0.154668
0.097292,0.438,0.0767334,0.0931034
0.133525,0.4508,0.0657072,0.0513761
0.1428,0.2308,0.120388,0.0977838
0.153489,0.116,0.0832592,0.105236
0.125435,0.1252,0.090685,0.0868389
0.089964,0.08,0.0697577,0.12637
0.05285,0.0816,0.0495054,0.124102
0.065274,0.0696,0.0706578,0.0869469
0.070187,0.0952,0.122639,0.119134
0.104522,0.1016,0.220974,0.115317
0.185603,0.2364,0.0951855,0.062717
0.20296,0.1316,0.0468052,0.0455796
0.110591,0.0816,0.0778586,0.0359669
0.090536,0.086,0.045455,0.0764341
0.09071,0.0472,0.0567062,0.12781
0.080063,0.0932,0.0985609,0.106929
0.065793,0.0508,0.171694,0.0555524
0.053679,0.0516,0.216474,0.0341667
0.090439,0.064,0.218949,0.0798184
0.112038,0.1252,0.0571563,0.141959
0.118854,0.1292,0.0294782,0.114309
0.10119,0.2156,0.0099011,0.0681174
0.081227,0.118,0.0535559,0.0546524
0.11017,0.0588,0.0792087,-9999
0.09314,0.0576,0.104186,0.225186
0.051128,0.0632,0.117463,0.134291
0.079065,0.1544,0.0531058,0.0905112
0.128836,0.0824,0.0299283,0.0704936
0.190348,0.09,0.0744832,0.126046
0.167155,0.1372,0.279931,0.156685
0.113264,0.1836,0.312109,0.126802
0.068233,0.1024,0.213774,0.112869
0.038858,0.0776,0.0915851,0.103256
0.051645,0.0972,0.109812,0.1043
0.08139,0.0776,0.081909,0.146604
0.120979,0.1836,0.104186,0.185703
0.205924,0.1456,0.17777,0.1443
0.186792,0.0648,0.0798838,0.113841
0.098636,0.0744,0.216024,0.144372
0.092275,0.054,0.120163,0.154992
0.073233,0.0724,0.181145,0.122662
0.064507,0.0472,0.0614318,0.0761821
0.06918,0.102,0.116563,0.049612
0.069099,0.1912,0.22615,0.0806824
0.111042,0.44,0.0956355,0.0914833
0.144847,0.302,0.0918101,0.0839947
0.124983,0.0664,0.165843,0.1007
0.110722,0.0716,0.0702077,0.10142
0.12318,0.0724,0.0191271,0.116037
0.094237,0.0648,0.0751583,0.128602
0.054798,0.1076,0.108237,0.10178
0.06087,0.2332,0.0778586,0.0717537
0.083594,0.0744,0.0443299,0.0539323
0.125488,0.0976,0.0774085,0.0393871
0.164636,0.0512,0.109587,0.0904392
0.098765,0.486,0.0756083,0.175802
0.045858,0.3104,0.163593,0.144552
0.064752,0.2588,0.172369,0.0684055
0.072518,0.3536,0.280156,0.0640131
0.065819,0.2312,0.0697577,0.0893231
0.093362,0.184,0.0663823,0.0973878
0.183903,0.306,0.0675074,0.0614569
0.092889,0.3168,0.0843843,0.0390271
0.09112,0.2668,0.143566,0.0480998
0.078563,0.0936,0.219399,0.0579406
0.05048,0.0976,0.171919,0.147372
0.048562,0.0992,0.189921,0.134975
0.053171,0.2256,0.0891098,0.10394
0.100488,0.2644,0.018002,0.117657
0.153518,0.2048,0.0211523,0.128458
0.12847,0.0936,0.0562562,0.13033
0.1242,0.0932,0.081684,0.153732
0.121369,0.0488,0.0191271,0.198988
0.077887,0.0648,0.0643571,0.245252
0.064374,0.1128,0.0240777,0.227394
0.079128,0.0396,0.0049505,0.182715
0.126199,0.0336,0.0513056,0.12889
0.146275,0.0688,0.170344,0.0758221
0.090162,0.1092,0.103511,0.103076
0.048979,0.1884,0.0850594,0.140843
0.063579,0.1448,0.152792,0.12133
0.065517,0.078,0.0870846,0.075534
0.067376,0.052,0.0866345,0.0569925
0.068142,0.06,0.104862,0.0734459
0.089127,0.1224,0.0956355,0.0865509
0.088317,0.1208,0.159318,0.102248
0.087922,0.0988,0.173944,0.0985399
0.103407,0.1272,0.187896,0.0838867
0.068423,0.122,0.114313,0.12151
0.052456,0.1312,0.0438798,0.12943
0.04611,0.0628,0.208598,0.104984
0.08798,0.1152,0.215349,0.0897552
0.135871,0.1376,0.131189,0.0703136
0.150771,0.1472,0.251578,0.0536443
0.148457,0.0652,0.0733581,0.0532122
0.100948,0.1216,0.0474802,0.117369
0.098181,0.0584,0.0387043,0.113841
0.101221,0.1004,0.0753833,0.0737699
0.109956,0.0896,0.0776335,0.105236
0.177538,0.0524,0.0645821,0.110925
0.122541,0.1388,0.063457,0.075174
0.035431,0.1296,0.0675074,0.0387031
0.065209,0.1252,0.121738,0.0293063
0.111645,0.068,0.0774085,0.0353548
0.057158,0.064,0.176869,0.0539683
0.028628,0.0768,0.105087,0.0794943
0.084903,0.0928,0.122188,0.143219
0.113125,0.128,0.0873096,0.104192
0.105435,0.164,0.0641321,0.105992
0.105667,0.228,0.0335287,0.0974958
0.051692,0.0496,0.0785336,0.103976
0.064812,0.0588,0.18362,0.145632
0.107133,0.0868,0.36184,0.182319
0.174754,0.0516,0.127364,0.20266
0.175427,0.3212,0.081684,0.152148
0.145709,0.5208,0.0472552,0.0665693
0.124155,0.2444,0.0357789,0.0473798
0.116419,0.1972,0.0371291,0.0464077
0.12842,0.0696,0.0720079,0.0657052
0.131046,0.1268,0.0407295,0.115029
0.141752,0.178,0.017777,0.123958
0.10423,0.2796,0.0434298,0.075174
0.059917,0.3372,0.168994,0.0536443
0.073746,0.1448,0.106437,0.074526
0.11218,0.118,0.177995,0.0898272
0.099726,0.09,0.120163,0.0940395
0.06887,0.0868,0.0778586,0.0976038
0.12767,0.2148,0.240551,0.0936435
0.143758,0.1324,0.220299,0.116901
0.132342,0.0836,0.139965,0.157009
0.131075,0.0804,0.0553561,0.155172
0.150046,0.1112,0.0486054,0.116973
0.226545,0.106,0.0796588,0.0914473
0.167025,0.0868,0.0969857,0.0708537
0.116117,0.0852,0.0443299,0.0730858
0.128812,0.0324,0.214899,0.113949
0.124997,0.0832,0.159093,0.099692
0.097442,0.0624,0.197122,0.0635451
0.098363,0.1248,0.0825841,0.0680814
0.093248,0.1928,0.219624,0.074562
0.117288,0.1192,0.201397,0.0559845
0.11476,0.0908,0.258328,0.0314665
0.088932,0.1012,0.352389,0.0209897
0.102561,0.0672,0.155492,0.0237259
0.131374,0.088,0.119263,0.0469117
0.113246,0.1336,0.0699827,0.087127
0.117634,0.0748,0.0650322,0.10364
0.136315,0.1212,0.0690826,0.142859
0.15088,0.0728,0.112287,0.109341
0.112559,0.0648,0.0679575,0.0865869
0.106453,0.1324,0.0465801,0.103976
0.12826,0.2148,0.0778586,0.0991159
0.106492,0.1172,0.120613,0.0702776
0.097729,0.0484,0.0663823,0.0680094
0.098069,0.0572,0.259904,0.0466237
0.093912,0.0956,0.238526,0.0317905
0.107602,0.1388,0.0915851,0.0358949
0.119524,0.0568,0.0679575,0.0517001
0.148652,0.1512,0.0776335,0.0681534
0.154615,0.2336,0.210398,0.0986479
0.154221,0.362,0.189471,0.120394
0.156078,0.2292,0.104637,0.117585
0.13702,0.0404,0.0839342,0.0801784
0.117132,0.0352,0.0609817,0.0517361
0.1326,0.032,0.0686326,0.0701696
0.13311,0.0608,0.0299283,0.0864789
0.120996,0.132,0.0333037,0.0846788
0.108685,0.144,0.0351039,0.0761821
0.107722,0.0732,0.0380292,0.0744179
0.09948,0.1012,0.0621068,0.114921
0.07728,0.1072,0.0468052,0.170078
0.096208,0.0652,0.114988,0.158197
0.116573,0.0968,0.0884347,0.118413
0.139455,0.0768,0.171694,0.0907992
0.146199,0.0288,0.173944,0.075678
0.146101,0.0264,0.219624,0.107829
0.158527,0.0172,0.234926,0.116469
0.152198,0.0404,0.207248,0.0681174
0.135559,0.2164,0.108012,0.0341307
0.143373,0.1424,0.203422,0.0205936
0.147037,0.1316,0.105537,0.0169934
0.103737,0.0568,0.036004,0.0187215
0.06239,0.1324,0.0389293,0.024446
0.083316,0.16,0.0927102,0.0217457
0.104233,0.1136,0.0893348,0.0313225
0.105216,0.0808,0.223675,0.0452556
0.107489,0.114,0.118813,0.0636531
0.047459,0.1852,0.0393793,0.0916273
0.062447,0.2312,0.0603066,0.114873
0.1155,0.3768,0.239651,0.133643
0.145015,0.2064,0.409095,0.129322
0.122418,0.0792,0.27498,0.159565
0.112478,0.0648,0.121063,0.111933
0.121598,0.1448,0.131865,0.0595488
0.126498,0.1484,0.0661573,0.0695215
0.124743,0.136,0.120163,0.0529242
0.117957,0.0824,0.152792,0.0429154
0.123175,0.034,0.13479,0.0538963
0.07584,0.102,0.144016,0.0716097
0.03141,0.096,0.0740331,0.087667
0.069054,0.112,0.112512,0.128278
0.109131,0.2184,0.0765084,0.140267
0.108401,0.0868,0.103511,0.104336
0.09413,0.0904,0.132765,0.0641931
0.107986,0.032,0.161793,0.062033
0.058312,0.0516,0.105762,0.0829866
0.121237,0.1496,0.101936,0.0934635
0.1198,0.1464,0.081459,0.0870189
0.086993,0.1216,0.0596316,0.0600168
0.101523,0.1088,0.238301,0.0476318
0.121729,0.0392,0.106887,0.109557
0.114938,0.0888,0.101486,0.168025
0.105804,0.1616,0.128714,0.137495
0.103148,0.0772,0.120838,0.113661
0.080996,0.0508,0.0443299,0.0946876
0.075846,0.068,0.0281281,0.0952276
0.089987,0.0976,0.0159768,0.12223
0.069105,0.0688,0.0258779,0.0965957
0.06027,0.1092,0.0162018,0.0548684
0.077078,0.1568,0.152117,0.037443
0.083966,0.2304,0.155267,0.0294864
0.082008,0.3196,0.0650322,0.0398552
0.101294,0.3216,0.0929352,0.0346708
0.128074,0.086,0.280606,0.0244099
0.147744,0.0376,0.175969,0.0364709
0.096747,0.0208,0.302883,0.0566685
0.082497,0.0676,0.215349,0.0568845
0.103502,0.0656,0.130739,0.0611689
0.110776,0.1272,0.187221,0.121402
0.10689,0.066,0.119038,0.204316
0.106619,0.0272,0.0470302,0.283271
0.098867,0.124,0.0389293,0.166285
0.072145,0.1232,0.14064,0.151356
0.053921,0.0988,0.130514,0.0923114
0.118088,0.1212,0.236951,0.0619969
0.091482,0.0728,0.163818,0.0559485
0.051154,0.0572,0.0947354,0.0412233
0.063592,0.0632,0.155717,0.0531762
0.079341,0.0572,0.2284,0.0554804
0.066662,0.1016,0.127589,0.0970998
0.069058,0.0408,0.0843843,0.17627
0.094346,0.0216,0.120838,0.195496
0.155535,0.0332,0.209273,0.144804
0.118725,0.1336,0.40707,0.0864069
0.096826,0.2208,0.240551,0.0619249
0.082605,0.1668,0.0841593,0.0785223
0.093614,0.1424,0.13209,0.100844
0.103336,0.2036,0.158192,0.0895031
0.112595,0.1444,0.164493,0.0690175
0.119215,0.0452,0.101261,0.049936
0.103471,0.1324,0.0857344,0.0398552
0.072047,0.3716,0.0963106,0.0889631
0.071684,0.2804,0.147616,0.141095
0.102263,0.09,0.100586,0.136955
0.064304,0.0576,0.119938,0.120538
0.065943,0.0748,0.13344,0.0943995
0.054789,0.0584,0.045455,0.115281
0.046176,0.1684,0.0594065,0.12925
0.075194,0.1048,0.152342,0.110133
0.068543,0.0824,0.111837,0.120934
0.075405,0.0612,0.0866345,0.0950836
0.137362,0.1248,0.0335287,0.0606648
0.11526,0.0596,0.0339787,0.0649492
0.102514,0.0916,0.0351039,0.0471278
0.086058,0.226,0.0798838,0.0258861
0.056337,0.2096,0.0697577,0.0438515
0.066794,0.0964,0.0409545,0.0520962
0.097844,0.1368,0.0384792,0.0460837
0.126879,0.0632,0.105312,0.10034
0.118494,0.0448,0.0391543,0.170798
0.094046,0.1016,0.0978858,0.214109
0.076084,0.1344,0.0447799,0.232903
0.101113,0.1564,0.160893,0.171518
0.105496,0.096,0.0672824,0.0761341
0.059306,0.0976,0.205673,0.0516281
0.075901,0.1864,0.13749,0.0534283
0.048578,0.1188,0.254953,0.0434915
0.012959,0.0648,0.147616,0.0387391
0.088321,0.1192,0.0468052,0.049648
0.100341,0.0016,0.0535559,0.0461917
0.084549,0.0992,0.188571,0.113229
0.156098,0.1136,0.334162,0.187071
0.194102,0.1256,0.299958,0.148512
0.184965,0.1824,0.0875346,0.0885671
0.035265,0.112,0.165618,0.0733739
0.046703,0.1168,0.168994,0.0806824
0.053748,0.0848,0.13569,0.0922394
0.078878,0.0752,0.229075,0.119278
0.121584,0.0368,0.292532,0.0961997
0.103832,0.0116,0.578989,0.0533203
0.072376,0.0728,0.434523,0.0356068
0.068855,0.0292,0.333712,0.0285503
0.067326,0.1396,0.13434,0.0695936
0.082506,0.1284,0.114988,0.104444
0.068239,0.1904,0.128039,0.12583
0.076448,0.2668,0.238076,0.116505
0.07244,0.2564,0.0735831,0.0905832
0.047479,0.292,0.0495054,0.112941
0.055776,0.2356,0.0947354,0.120178
0.057413,0.0388,0.187446,0.12853
0.113729,0.044,0.0648071,0.152544
0.175495,0.034,0.0805589,0.122842
0.216419,0.036,0.160668,0.0974238
0.16704,0.124,0.14064,0.103616
0.003847,0.1848,0.0672824,0.0665693
0.042865,0.178,0.0438798,0.0260661
0.068404,0.0812,0.149416,0.0341307
0.078592,0.0488,0.107337,0.0602328
0.114801,0.034,0.081459,0.0610609
0.087714,0.1372,0.027453,0.0862269
0.072405,0.1872,0.0141766,0.107181
0.079772,0.4572,0.0294782,0.0865509
0.05694,0.4404,0.027228,0.0763261
0.03629,0.3524,0.0166518,-9999
0.057489,0.3104,0.0139515,-9999
0.092284,0.0844,0.0213774,0.0491559
0.106042,0.1116,0.0596316,0.0436355
0.090308,0.1092,0.0213774,0.0393871
0.067856,0.078,0.13794,0.0583247
0.08471,0.0672,0.254503,0.0765061
0.148406,0.2608,0.189471,0.101852
0.185639,0.1936,0.13209,0.142355
0.163546,0.1172,0.406845,0.12061
0.200725,0.1116,0.254278,0.0647332
0.253344,0.116,0.0472552,0.0598368
0.03218,0.0612,0.0499555,0.0739139
0.0709,0.1292,0.0400544,0.0939315
0.109233,0.1472,0.0677325,0.0967757
0.112415,0.0592,0.214224,0.115389
0.070627,0.1712,0.09046,0.106244
0.07602,0.25,0.0693076,0.0546524
0.061764,0.0888,0.127364,0.0424114
0.0416,0.0688,0.13479,0.0577486
0.062913,0.1,0.0949605,0.0925274
0.053222,0.0884,0.173044,0.0975318
0.075846,0.102,0.296808,0.101744
0.087038,0.1228,0.422597,0.0958036
0.100285,0.1908,0.284881,0.0925634
0.104823,0.1364,0.297033,0.0963077
0.159471,0.126,0.171469,0.116505
0.151187,0.1484,0.112962,0.130474
0.122507,0.09,0.187221,0.128926
0.161124,0.1124,0.17912,0.114885
0.24518,0.0788,0.0873096,0.115677
0.274673,0.084,0.0288032,0.136991
0.198092,0.1144,0.0580564,0.0888551
0.024507,0.122,0.104186,0.0411873
0.046435,0.1364,0.104186,0.0440315
0.129805,0.1312,0.0594065,0.087415
0.093668,0.0552,0.13299,0.0892871
0.03598,0.0916,0.17822,0.0576046
0.043219,0.0604,0.140866,0.0721498
0.061386,0.0636,0.0902349,0.129286
0.048953,0.0768,0.0695327,-9999
0.055777,0.0796,0.13704,-9999
0.072928,0.0684,0.0465801,0.0541963
0.120589,0.1856,0.045005,0.0687655
0.089333,0.034,0.0580564,0.0858309
0.106136,0.1808,0.0254278,0.115569
0.084802,0.1896,0.0621068,0.148656
0.134345,0.126,0.0668324,0.139691
0.170287,0.1264,0.237401,0.0982518
0.11855,0.3492,0.0441049,0.0713577
0.138722,0.2216,0.135015,0.0633651
0.156503,0.0792,0.0344288,0.0721138
0.158966,0.0132,0.018002,0.10394
0.122676,0.0888,0.0348788,0.120502
0.054047,0.128,0.0486054,0.137711
0.03455,0.1416,0.0495054,0.119134
0.044674,0.1964,0.0607567,0.0761461
0.120499,0.1608,0.0733581,0.0697376
0.112701,0.1044,0.0598566,0.0869109
0.061797,0.1864,0.170569,0.118737
0.060006,0.1196,0.129164,0.110889
0.074084,0.0344,0.105087,0.0800704
0.066426,0.1432,0.0342038,0.0718257
0.037467,0.292,0.0573813,0.0963797
0.064578,0.3584,0.291182,0.108585
0.155793,0.2636,0.137265,0.111429
0.133043,0.206,0.0461301,0.116433
0.075498,0.22,0.164943,0.11917
0.04834,0.4768,0.0510806,0.117837
0.137809,0.3908,0.0708828,0.127594
0.152135,0.3676,0.0974357,0.144696
0.115633,0.33,0.0445549,0.138719
0.068091,0.2088,0.0378042,0.12187
0.044454,0.1196,0.0533309,0.0916993
0.101235,0.0964,0.106887,0.0868389
0.105966,0.0824,0.129614,0.0739859
0.070513,0.1032,0.176419,0.0759661
0.064071,0.1084,0.142891,-9999
0.040425,0.1004,0.141541,-9999
0.115201,0.1964,0.0684075,-9999
0.128014,0.0848,0.072458,0.0806464
0.068137,0.0404,0.036004,0.062897
0.057185,0.1264,0.114988,0.0823026
0.068875,0.1732,0.081684,0.102644
0.057925,0.1,0.091135,0.104984
0.06166,0.0804,0.0870846,0.100952
0.049467,0.058,0.110037,0.0829866
0.098086,0.1016,0.112287,0.0649492
0.148229,0.08,0.0933853,0.099656
0.056306,0.2304,0.117013,0.152328
0.063092,0.13,0.200497,0.1488
0.137019,0.0988,0.099911,0.132347
0.213559,0.0856,0.114313,0.0991879
0.203704,0.074,0.0436548,0.0783423
0.221617,0.1148,0.0510806,0.0791703
0.105915,0.1584,0.0164268,0.0896832
0.084639,0.1688,0.0900099,0.118701
0.094858,0.12,0.399644,0.108477
0.102144,0.1432,0.148966,0.0689815
0.068881,0.1156,0.0627819,0.0691255
0.080069,0.1428,0.0288032,0.109701
0.035968,0.0988,0.0312784,0.122482
0.121737,0.1276,0.0749333,0.0857588
0.142298,0.1256,0.221424,0.0783423
0.088855,0.1068,0.136815,0.0864429
0.064197,0.0672,0.0393793,0.102752
0.070913,0.1184,0.0348788,0.136955
0.062743,0.0632,0.0348788,0.169682
0.065707,0.0788,0.0587315,0.200068
0.072345,0.072,0.143566,0.167773
0.09292,0.0516,0.0893348,0.123274
0.113521,0.118,0.0969857,0.0969197
0.044638,0.1244,0.114538,0.0690175
0.059216,0.2464,0.120613,-9999
0.167386,0.1404,0.149867,-9999
0.22011,0.0648,0.194871,0.0476678
0.233324,0.0424,0.13299,0.0338787
0.295957,0.0032,0.0769585,0.0556604
0.199693,0.0044,0.13614,0.087883
0.097792,0.0224,0.189021,0.112509
0.077586,0.03,0.198022,0.109161
0.088242,0.0388,0.333262,0.0911593
0.069902,0.0336,0.317285,0.0970998
0.062641,0.132,0.112287,0.129466
0.077017,0.208,0.0823591,0.136991
0.085487,0.2516,0.233126,0.109665
0.177613,0.1748,0.161343,0.0828426
0.147917,0.044,0.13749,0.0694495
0.070752,0.0584,0.142666,0.0758941
0.072965,0.1496,0.072908,0.0890711
0.074146,0.2124,0.036229,0.112257
0.097072,0.2328,0.0796588,0.12871
0.074082,0.212,0.0742582,0.118377
0.075453,0.084,0.0902349,0.0989719
0.131718,0.1496,0.103061,0.0767941
0.097061,0.1336,0.0758334,0.0732659
0.050386,0.1528,0.113187,0.0730138
0.093512,0.1524,0.063457,0.0716097
0.16613,0.2172,0.199372,0.0783783
0.19348,0.248,0.0742582,0.0674334
0.172867,0.1036,0.0742582,0.106388
0.155522,0.1296,0.0551311,0.175334
0.145534,0.128,0.0571563,0.186819
0.096451,0.17,0.04568,0.181454
0.105104,0.2196,0.0405045,0.139007
0.062164,0.1164,0.0474802,0.112833
0.071515,0.0512,0.205223,0.139835
0.06176,0.0696,0.0569313,-9999
0.078657,0.0516,0.0616568,-9999
0.238815,0.2064,0.0940604,0.0640851
0.205458,0.106,0.157742,0.0964157
0.136871,0.0712,0.0985609,0.111249
0.1034,0.0428,0.0686326,0.101744
0.097972,0.0944,0.0263279,0.0921314
0.161027,0.108,0.0191271,0.117117
0.127459,0.2152,0.0463551,0.129466
0.050687,0.1332,0.045005,0.107145
0.062367,0.104,0.0495054,0.0917353
0.122204,0.0828,0.0983358,0.0795664
0.084908,0.0896,0.162918,0.0728698
0.086853,0.1664,0.117463,0.0696656
0.127594,0.1136,0.141316,0.0712137
0.167971,0.124,0.105987,0.0983239
0.158195,0.158,0.0720079,0.113913
0.121564,0.12,0.126914,0.104768
0.093024,0.16,0.153467,0.119818
0.079225,0.0548,0.314135,0.115713
0.084626,0.0784,0.352389,0.0592967
0.118839,0.1024,0.490554,0.0277942
0.062155,0.1052,0.265079,0.0557685
0.070459,0.1596,0.167868,0.122158
0.064624,0.0824,0.0468052,0.138575
0.0819,0.1492,0.0240777,0.104516
0.233515,0.0732,0.0236276,0.120646
0.134171,0.0824,0.0317285,0.141707
0.180935,0.1976,0.0942854,0.130762
0.137737,0.3152,0.150092,0.115497
0.087132,0.2744,0.0758334,0.0989359
0.106651,0.1332,0.0540059,0.103004
0.170442,0.074,0.0515307,-9999
0.133998,0.0836,0.0852844,-9999
0.049571,0.0776,0.0731331,0.108537
0.047332,0.0744,0.115888,0.0941115
0.108539,0.0488,0.154817,0.0835627
0.107287,0.0148,0.0643571,0.103004
0.113862,0.0068,0.13254,0.122518
0.159984,0.0096,0.0825841,0.103976
0.141358,0.0236,0.158417,0.0861189
0.091597,0.0436,0.159093,0.0937875
0.106728,0.0968,0.108912,0.0787023
0.099386,0.3992,0.103961,0.0581086
0.099013,0.2984,0.0913601,0.0609169
0.072432,0.1216,0.0859595,0.0954436
0.151657,0.042,0.0427547,0.132167
0.091162,0.0548,0.0119263,0.107829
0.058452,0.1016,0.115438,0.0730138
0.066291,0.0824,0.105312,0.0925274
0.060312,0.1512,0.063682,0.0859029
0.164123,0.1348,0.112512,0.0499
0.111206,0.0868,0.116338,0.0853628
0.062368,0.044,0.188796,0.174038
0.172951,0.1564,0.0866345,0.239851
0.124368,0.4008,0.0393793,0.191643
0.166477,0.2532,0.0292532,0.15186
0.157827,0.1356,0.0216024,0.129934
0.093729,0.0632,0.0407295,0.0787023
0.044186,0.1,0.0344288,0.0777302
0.07614,0.1384,0.0697577,0.0744539
0.14819,0.1256,0.150767,0.07503
0.117662,0.1328,0.0497305,-9999
0.147377,0.096,0.120613,-9999
0.125266,0.0712,0.117238,0.102488
0.090591,0.0936,0.0461301,0.14844
0.072213,0.1864,0.149416,0.199492
0.083047,0.3444,0.0798838,0.174434
0.167218,0.1708,0.124889,0.107181
0.168245,0.0608,0.0929352,0.0864789
0.132585,0.0752,0.0603066,0.0791343
0.1161,0.1304,0.0099011,0.0673974
0.085882,0.1364,0.0157517,0.0653812
0.052081,0.1328,0.0195772,0.0861189
0.031448,0.0668,0.0767334,0.108621
0.109797,0.0824,0.0891098,0.107829
0.157382,0.0264,0.0895599,0.0802504
0.092691,0.148,0.124889,0.07575
0.075047,0.0988,0.126464,0.0810785
0.237273,0.1268,0.130514,0.0586127
0.180081,0.1304,0.054456,0.0744179
0.120191,0.1104,0.0492804,0.174146
0.094424,0.1016,0.0708828,0.278122
0.063597,0.0916,0.101711,0.27139
0.049826,0.066,0.102836,0.166009
0.082918,0.0824,0.0758334,0.140879
0.095396,0.074,0.090685,0.177314
0.147042,0.0784,0.111837,0.154128
0.152431,0.1228,0.143116,0.140663
0.101284,0.228,0.111162,0.12295
0.061876,0.0788,0.148741,-9999
0.06829,0.17,0.191046,-9999
0.108016,0.2284,0.108687,0.164893
0.16425,0.2444,0.105987,0.190851
0.130821,0.386,0.116338,0.189195
0.183822,0.1744,0.0625569,0.116757
0.100634,0.192,0.0765084,0.0893231
0.04104,0.0664,0.209048,0.10358
0.035291,0.0704,0.13254,0.0815105
0.050537,0.0584,0.0654822,0.074814
0.10756,0.094,0.0405045,0.0933914
0.15534,0.0792,0.0369041,0.0761101
0.098104,0.0628,0.0247527,0.0590087
0.108346,0.0176,0.0195772,0.0608449
0.105168,0.006,0.0499555,0.07539
0.231087,0.142,0.0155267,0.0643731
