uniID,Count_,Shrub_Cov,Aspect,Slope,Elev,x_utm,y_utm,x_wgs,y_wgs
1707,0,0.0403385,82.4054,10.7115,666,697100,4062680,-120.793897,36.689362
1708,0,0.019721,71.565,6.76286,663,697120,4062680,-120.793674,36.689358
1709,0,0.0493026,63.4349,3.1996,662,697140,4062680,-120.79345,36.689354
1710,0,0.0250995,315,0.506415,661,697160,4062680,-120.793226,36.68935
1711,0,0,270,4.28915,662,697180,4062680,-120.793003,36.689346
1712,0,0,270,4.28915,664,697200,4062680,-120.792779,36.689341
1713,0,0.00358564,278.13,2.53049,665,697220,4062680,-120.792555,36.689337
1714,0,0,333.435,1.60105,666,697240,4062680,-120.792332,36.689333
1715,0,0.015239,63.4349,4.79318,666,697260,4062680,-120.792108,36.689329
1716,2,0.0268923,79.6952,7.9558,663,697280,4062680,-120.791884,36.689325
1717,0,0.0466134,86.9872,6.78145,660,697300,4062680,-120.79166,36.689321
1718,0,0,87.5104,8.18785,658,697320,4062680,-120.791437,36.689316
1719,0,0.00358564,86.4237,11.3314,654,697340,4062680,-120.791213,36.689312
1720,0,0.03496,87.1376,14.0531,650,697360,4062680,-120.790989,36.689308
1721,0,0.0636452,84.8056,15.4366,644,697380,4062680,-120.790766,36.689304
1722,0,0.0627488,84.6107,18.4034,639,697400,4062680,-120.790542,36.6893
1723,0,0.065438,89.0906,21.4945,631,697420,4062680,-120.790318,36.689296
1724,0,0.0475098,92.9108,20.2655,623,697440,4062680,-120.790094,36.689292
1725,0,0.0439241,93.9452,19.9692,616,697460,4062680,-120.789871,36.689287
1726,0,0.0493026,98.427,18.8388,608,697480,4062680,-120.789647,36.689283
1727,0,0.00179282,116.03,16.6512,602,697500,4062680,-120.789423,36.689279
1728,0,0.000896411,132.064,19.043,597,697520,4062680,-120.7892,36.689275
1729,0,0.00268923,136.332,20.8154,592,697540,4062680,-120.788976,36.689271
1730,0,0,136.548,18.1158,587,697560,4062680,-120.788752,36.689267
1731,0,0.0268923,132.51,11.5018,583,697580,4062680,-120.788529,36.689262
1732,0,0.0331672,80.5377,4.34809,581,697600,4062680,-120.788305,36.689258
1733,0,0.0376493,16.1892,11.4063,580,697620,4062680,-120.788081,36.689254
1734,0,0.0331672,6.76617,20.3718,579,697640,4062680,-120.787857,36.68925
1735,0,0.0322708,0.725224,26.2797,579,697660,4062680,-120.787634,36.689246
1736,0,0.0555775,347.196,29.4241,579,697680,4062680,-120.78741,36.689242
1737,0,0.06992,340.427,30.8371,584,697700,4062680,-120.787186,36.689238
1738,0,0.0188246,353.367,28.4188,587,697720,4062680,-120.786963,36.689233
1739,0,0.0627488,10.4375,25.7802,586,697740,4062680,-120.786739,36.689229
1740,0,0.019721,14.6568,22.7782,583,697760,4062680,-120.786515,36.689225
1743,0,0.0367528,-9999,-9999,625,696160,4062700,-120.804407,36.689737
1744,0,0.0233067,232.595,7.61843,626,696180,4062700,-120.804183,36.689733
1745,0,0.0107569,231.009,9.58487,628,696200,4062700,-120.803959,36.689728
1746,0,0.0564739,238.134,15.2317,631,696220,4062700,-120.803735,36.689724
1747,0,0.0233067,240.524,18.2756,638,696240,4062700,-120.803512,36.68972
1748,0,0,237.339,16.1474,643,696260,4062700,-120.803288,36.689716
1749,0,0.00448205,227.045,13.9092,647,696280,4062700,-120.803064,36.689712
1750,0,0,207.897,13.5197,650,696300,4062700,-120.802841,36.689708
1751,0,0.00896411,195.018,14.8589,652,696320,4062700,-120.802617,36.689704
1752,0,0.00448205,190.84,16.6512,653,696340,4062700,-120.802393,36.6897
1753,0,0.0322708,192.995,18.4457,654,696360,4062700,-120.802169,36.689695
1754,0,0.0430277,194.534,19.2215,656,696380,4062700,-120.801946,36.689691
1755,0,0.0170318,195.068,18.6018,658,696400,4062700,-120.801722,36.689687
1756,0,0.0824698,202.38,19.0198,659,696420,4062700,-120.801498,36.689683
1757,0,0.00717129,217.235,21.4304,662,696440,4062700,-120.801275,36.689679
1758,0,0.0161354,227.726,20.3877,668,696460,4062700,-120.801051,36.689675
1759,0,0,230.711,14.9218,673,696480,4062700,-120.800827,36.689671
1760,0,0.000896411,236.768,12.2262,676,696500,4062700,-120.800604,36.689667
1761,0,0.0179282,243.435,9.5202,680,696520,4062700,-120.80038,36.689662
1762,0,0.0493026,251.565,4.52023,682,696540,4062700,-120.800156,36.689658
1763,0,0.019721,315,1.51893,683,696560,4062700,-120.799932,36.689654
1764,0,0.0170318,351.87,2.53049,683,696580,4062700,-120.799709,36.68965
1765,0,0.0636452,353.66,3.23927,684,696600,4062700,-120.799485,36.689646
1766,0,0.0412349,15.2551,4.07606,684,696620,4062700,-120.799261,36.689642
1767,0,0.0475098,62.5256,9.98808,683,696640,4062700,-120.799038,36.689638
1768,0,0.0770913,68.1986,15.07,678,696660,4062700,-120.798814,36.689633
1769,0,0.0761949,54.4623,12.1371,673,696680,4062700,-120.79859,36.689629
1770,0,0.0143426,36.0274,9.64907,670,696700,4062700,-120.798366,36.689625
1771,0,0.015239,14.7436,7.00048,669,696720,4062700,-120.798143,36.689621
1772,0,0.00179282,338.962,4.97519,669,696740,4062700,-120.797919,36.689617
1773,0,0.00896411,295.017,5.90657,670,696760,4062700,-120.797695,36.689613
1774,0,0.000896411,272.726,7.48571,673,696780,4062700,-120.797472,36.689609
1775,0,0.0134462,257.471,6.57401,676,696800,4062700,-120.797248,36.689604
1776,0,0.0179282,243.435,4.79318,678,696820,4062700,-120.797024,36.6896
1777,0,0.00537846,262.875,5.75474,679,696840,4062700,-120.796801,36.689596
1778,0,0.0681272,293.199,5.43801,682,696860,4062700,-120.796577,36.689592
1779,0,0.065438,0,4.28915,683,696880,4062700,-120.796353,36.689588
1780,0,0.0242031,15.9454,5.19967,682,696900,4062700,-120.796129,36.689584
1781,0,0.050199,32.4712,4.65874,682,696920,4062700,-120.795906,36.68958
1782,0,0.105776,66.8014,5.43801,680,696940,4062700,-120.795682,36.689575
1783,0,0.103984,77.0054,4.7666,678,696960,4062700,-120.795458,36.689571
1784,0,0.00268923,81.8699,2.53049,677,696980,4062700,-120.795235,36.689567
1785,0,0.0923303,90,1.4321,676,697000,4062700,-120.795011,36.689563
1786,0,0.0421313,78.6901,1.82533,676,697020,4062700,-120.794787,36.689559
1787,0,0.0752985,45,2.53049,676,697040,4062700,-120.794563,36.689555
1788,0,0.00896411,64.6538,7.48571,676,697060,4062700,-120.79434,36.689551
1789,0,0.0788841,76.7595,12.3146,671,697080,4062700,-120.794116,36.689546
1790,0,0.0286851,82.4054,10.7115,666,697100,4062700,-120.793892,36.689542
1791,0,0.0537846,86.6335,6.07533,662,697120,4062700,-120.793669,36.689538
1792,0,0.0412349,101.31,1.82533,661,697140,4062700,-120.793445,36.689534
1793,0,0.0295816,225,1.01275,661,697160,4062700,-120.793221,36.68953
1794,0,0.0322708,264.806,3.94906,662,697180,4062700,-120.792998,36.689526
1795,0,0,270,4.28915,664,697200,4062700,-120.792774,36.689522
1796,2,0.0170318,281.31,1.82533,665,697220,4062700,-120.79255,36.689517
1797,0,0,26.5651,1.60105,665,697240,4062700,-120.792326,36.689513
1798,0,0.0080677,63.4349,4.79318,664,697260,4062700,-120.792103,36.689509
1799,4,0.0233067,79.992,6.15792,662,697280,4062700,-120.791879,36.689505
1800,0,0.0448205,101.31,5.46126,660,697300,4062700,-120.791655,36.689501
1801,0,0,109.983,8.32382,658,697320,4062700,-120.791432,36.689497
1802,0,0.0134462,107.354,11.8344,654,697340,4062700,-120.791208,36.689492
1803,0,0.0430277,102.381,14.7003,650,697360,4062700,-120.790984,36.689488
1804,0,0.0394421,97.125,16.8219,644,697380,4062700,-120.79076,36.689484
1805,0,0.0564739,93.2397,18.3548,638,697400,4062700,-120.790537,36.68948
1806,0,0.0914339,95.0131,19.678,631,697420,4062700,-120.790313,36.689476
1807,0,0.0394421,101.31,19.3185,624,697440,4062700,-120.790089,36.689472
1808,0,0.0376493,109.722,19.3866,617,697460,4062700,-120.789866,36.689468
1809,0,0.0125498,125.789,18.3305,610,697480,4062700,-120.789642,36.689463
1810,0,0.00537846,146.004,17.9605,606,697500,4062700,-120.789418,36.689459
1811,0,0.000896411,150.018,20.5665,604,697520,4062700,-120.789195,36.689455
1812,0,0.000896411,144.273,23.6937,599,697540,4062700,-120.788971,36.689451
1813,0,0.00179282,140.711,23.9482,593,697560,4062700,-120.788747,36.689447
1814,0,0.00268923,136.332,20.8154,587,697580,4062700,-120.788523,36.689443
1815,0,0.0394421,120.53,15.8005,582,697600,4062700,-120.7883,36.689438
1816,0,0.0717129,85.3645,13.062,577,697620,4062700,-120.788076,36.689434
1817,0,0.0170318,48.9452,14.4096,572,697640,4062700,-120.787852,36.68943
1818,0,0.000896411,19.8852,17.3475,568,697660,4062700,-120.787629,36.689426
1819,0,0.110259,352.117,22.2998,568,697680,4062700,-120.787405,36.689422
1820,0,0.0600595,341.996,27.7329,572,697700,4062700,-120.787181,36.689418
1821,0,0.0770913,350.754,28.5716,576,697720,4062700,-120.786957,36.689414
1822,0,0.0744021,2.7927,27.1628,577,697740,4062700,-120.786734,36.689409
1823,0,0.000896411,5.47737,24.624,576,697760,4062700,-120.78651,36.689405
1826,0,0.0457169,-9999,-9999,624,696160,4062720,-120.804401,36.689917
1827,0,0.019721,253.072,8.54535,627,696180,4062720,-120.804178,36.689913
1828,0,0.0358564,240.945,10.9262,630,696200,4062720,-120.803954,36.689909
1829,0,0.0340636,245.772,15.3308,634,696220,4062720,-120.80373,36.689905
1830,0,0.0134462,249.305,16.7334,640,696240,4062720,-120.803507,36.6899
1831,0,0,247.166,14.4504,645,696260,4062720,-120.803283,36.689896
1832,0,0,242.103,13.5197,650,696280,4062720,-120.803059,36.689892
1833,0,0,227.49,11.5018,654,696300,4062720,-120.802835,36.689888
1834,0,0,211.607,10.8024,656,696320,4062720,-120.802612,36.689884
1835,0,0.0080677,206.565,12.6044,658,696340,4062720,-120.802388,36.68988
1836,0,0,202.834,14.4504,660,696360,4062720,-120.802164,36.689876
1837,0,0.0116533,199.29,14.8353,662,696380,4062720,-120.801941,36.689871
1838,0,0.0116533,197.592,15.0467,663,696400,4062720,-120.801717,36.689867
1839,0,0.0134462,209.476,18.2756,665,696420,4062720,-120.801493,36.689863
1840,0,0.0134462,215.754,21.0604,670,696440,4062720,-120.80127,36.689859
1841,0,0.00627488,214.287,18.4094,674,696460,4062720,-120.801046,36.689855
1842,0,0,215.538,15.0467,677,696480,4062720,-120.800822,36.689851
1843,0,0.0125498,218.418,13.0254,680,696500,4062720,-120.800598,36.689847
1844,0,0.00179282,215.538,9.16253,683,696520,4062720,-120.800375,36.689843
1845,0,0.0170318,198.435,4.52023,684,696540,4062720,-120.800151,36.689838
1846,0,0.0116533,135,2.02487,684,696560,4062720,-120.799927,36.689834
1847,0,0.0188246,45,2.53049,683,696580,4062720,-120.799704,36.68983
1848,0,0.0484062,15.9454,5.19967,683,696600,4062720,-120.79948,36.689826
1849,0,0.0645416,16.6992,7.4353,682,696620,4062720,-120.799256,36.689822
1850,0,0.0340636,49.5739,12.499,682,696640,4062720,-120.799032,36.689818
1851,0,0.0618523,61.1892,15.9244,675,696660,4062720,-120.798809,36.689814
1852,0,0.0600595,57.8043,11.2776,671,696680,4062720,-120.798585,36.689809
1853,0,0.0286851,49.0856,7.07192,668,696700,4062720,-120.798361,36.689805
1854,0,0.0358564,0,3.57633,667,696720,4062720,-120.798138,36.689801
1855,0,0.00627488,288.435,4.52023,668,696740,4062720,-120.797914,36.689797
1856,0,0.0627488,261.87,7.55237,670,696760,4062720,-120.79769,36.689793
1857,0,0.00896411,255.964,8.78927,673,696780,4062720,-120.797466,36.689789
1858,0,0.0367528,255.256,7.00048,676,696800,4062720,-120.797243,36.689785
1859,0,0.00179282,254.745,4.07606,678,696820,4062720,-120.797019,36.68978
1860,0,0.0609559,303.69,2.58054,679,696840,4062720,-120.796795,36.689776
1861,0,0.0385457,345.964,5.88513,680,696860,4062720,-120.796572,36.689772
1862,0,0.0519918,7.43141,8.24857,680,696880,4062720,-120.796348,36.689768
1863,0,0.0421313,7.43141,8.24857,679,696900,4062720,-120.796124,36.689764
1864,0,0.0672308,3.01279,6.78145,679,696920,4062720,-120.795901,36.68976
1865,0,0.0430277,33.6901,5.15065,679,696940,4062720,-120.795677,36.689756
1866,0,0.142529,59.0362,4.16874,677,696960,4062720,-120.795453,36.689751
1867,0,0.0636452,56.3099,2.58054,676,696980,4062720,-120.795229,36.689747
1868,0,0.0457169,45,2.53049,676,697000,4062720,-120.795006,36.689743
1869,0,0.0609559,45,4.54827,675,697020,4062720,-120.794782,36.689739
1870,0,0.0161354,37.4054,7.61843,673,697040,4062720,-120.794558,36.689735
1871,0,0.0376493,42.3974,11.0152,671,697060,4062720,-120.794335,36.689731
1872,0,0.0510954,54.8658,11.659,668,697080,4062720,-120.794111,36.689727
1873,0,0.0295816,70.0169,8.32382,665,697100,4062720,-120.793887,36.689722
1874,0,0.0206174,94.3987,4.65874,663,697120,4062720,-120.793663,36.689718
1875,0,0.0672308,135,2.02487,662,697140,4062720,-120.79344,36.689714
1876,0,0,206.565,1.60105,662,697160,4062720,-120.793216,36.68971
1877,0,0.0125498,251.565,3.39325,662,697180,4062720,-120.792992,36.689706
1878,0,0.0134462,264.806,3.94906,664,697200,4062720,-120.792769,36.689702
1879,0,0.0484062,288.435,1.13226,665,697220,4062720,-120.792545,36.689698
1880,1,0.000896411,59.0362,2.08713,665,697240,4062720,-120.792321,36.689693
1881,0,0.0215139,74.7449,4.07606,664,697260,4062720,-120.792098,36.689689
1882,2,0.0080677,90,4.28915,662,697280,4062720,-120.791874,36.689685
1883,1,0.0116533,119.055,3.68178,661,697300,4062720,-120.79165,36.689681
1884,0,0.015239,130.914,7.07192,660,697320,4062720,-120.791426,36.689677
1885,0,0.0080677,123.69,12.6993,657,697340,4062720,-120.791203,36.689673
1886,0,0.0430277,116.03,16.6512,652,697360,4062720,-120.790979,36.689669
1887,0,0.0286851,109.093,18.9791,646,697380,4062720,-120.790755,36.689664
1888,0,0.0259959,104.036,19.838,639,697400,4062720,-120.790532,36.68966
1889,0,0.00268923,105.068,18.6018,632,697420,4062720,-120.790308,36.689656
1890,0,0.00537846,114.076,17.835,626,697440,4062720,-120.790084,36.689652
1891,0,0,130.365,18.1652,620,697460,4062720,-120.78986,36.689648
1892,0,0.00537846,149.381,19.5889,616,697480,4062720,-120.789637,36.689644
1893,0,0.00179282,158.025,21.0147,613,697500,4062720,-120.789413,36.689639
1894,0,0,157.036,21.8255,610,697520,4062720,-120.789189,36.689635
1895,0,0.00448205,149.574,24.5431,607,697540,4062720,-120.788966,36.689631
1896,0,0.00268923,143.973,27.0241,601,697560,4062720,-120.788742,36.689627
1897,0,0.0170318,137.961,27.1731,595,697580,4062720,-120.788518,36.689623
1898,0,0,128.66,25.6519,587,697600,4062720,-120.788295,36.689619
1899,0,0.0555775,118.887,22.4902,579,697620,4062720,-120.788071,36.689614
1900,0,0.0923303,107.745,18.1652,572,697640,4062720,-120.787847,36.68961
1901,0,0.0555775,85.3645,13.062,567,697660,4062720,-120.787623,36.689606
1902,0,0.0206174,26.5651,11.0704,563,697680,4062720,-120.7874,36.689602
1903,0,0.00537846,351.573,18.8388,563,697700,4062720,-120.787176,36.689598
1904,0,0.0663344,354.523,24.624,565,697720,4062720,-120.786952,36.689594
1905,0,0.015239,359.275,26.2797,565,697740,4062720,-120.786729,36.68959
1906,0,0.0080677,358.452,24.8285,565,697760,4062720,-120.786505,36.689585
1909,0,0.000896411,-9999,-9999,624,696160,4062740,-120.804396,36.690097
1910,0,0.0340636,264.472,11.0152,628,696180,4062740,-120.804173,36.690093
1911,0,0.0107569,255.964,11.6486,632,696200,4062740,-120.803949,36.690089
1912,0,0.00358564,255.964,14.4504,636,696220,4062740,-120.803725,36.690085
1913,0,0.0125498,258.179,15.3535,642,696240,4062740,-120.803501,36.690081
1914,0,0.00537846,259.287,13.2437,647,696260,4062740,-120.803278,36.690076
1915,0,0,261.87,12.4605,651,696280,4062740,-120.803054,36.690072
1916,0,0,257.905,10.147,656,696300,4062740,-120.80283,36.690068
1917,0,0,242.354,8.42796,658,696320,4062740,-120.802607,36.690064
1918,0,0,233.973,9.64907,661,696340,4062740,-120.802383,36.69006
1919,0,0,225,10.025,664,696360,4062740,-120.802159,36.690056
1920,0,0,213.69,10.2194,666,696380,4062740,-120.801936,36.690052
1921,0,0.00896411,210.379,11.8651,668,696400,4062740,-120.801712,36.690047
1922,0,0.00268923,223.315,16.7334,670,696420,4062740,-120.801488,36.690043
1923,0,0,223.452,18.1158,676,696440,4062740,-120.801264,36.690039
1924,0,0,211.43,14.772,679,696460,4062740,-120.801041,36.690035
1925,0,0.0125498,212.005,13.2707,681,696480,4062740,-120.800817,36.690031
1926,0,0,210.964,10.327,684,696500,4062740,-120.800593,36.690027
1927,0,0,195.945,5.19967,685,696520,4062740,-120.80037,36.690023
1928,0,0.00179282,135,2.02487,685,696540,4062740,-120.800146,36.690019
1929,0,0.00179282,71.565,4.52023,684,696560,4062740,-120.799922,36.690014
1930,0,0.0116533,49.0856,7.07192,682,696580,4062740,-120.799698,36.69001
1931,0,0.03496,29.4759,9.37625,680,696600,4062740,-120.799475,36.690006
1932,0,0.0331672,22.3801,12.9424,679,696620,4062740,-120.799251,36.690002
1933,0,0.0564739,34.6952,16.5132,677,696640,4062740,-120.799027,36.689998
1934,0,0.0224103,45,15.3232,672,696660,4062740,-120.798804,36.689994
1935,0,0.0394421,45,9.53317,669,696680,4062740,-120.79858,36.68999
1936,0,0.0331672,45,5.05115,667,696700,4062740,-120.798356,36.689985
1937,0,0.0250995,288.435,2.26364,666,696720,4062740,-120.798132,36.689981
1938,0,0.0663344,251.565,7.87685,668,696740,4062740,-120.797909,36.689977
1939,0,0.015239,240.945,10.9262,671,696760,4062740,-120.797685,36.689973
1940,0,0.0340636,233.531,10.1348,675,696780,4062740,-120.797461,36.689969
1941,0,0.0268923,229.086,7.07192,677,696800,4062740,-120.797238,36.689965
1942,0,0.0564739,225,4.04469,679,696820,4062740,-120.797014,36.689961
1943,0,0.0268923,90,2.14759,679,696840,4062740,-120.79679,36.689956
1944,0,0.0412349,34.6952,5.64371,677,696860,4062740,-120.796567,36.689952
1945,0,0.00268923,15.2551,8.11128,677,696880,4062740,-120.796343,36.689948
1946,0,0.0475098,0,7.82908,676,696900,4062740,-120.796119,36.689944
1947,0,0.0824698,343.61,6.31977,677,696920,4062740,-120.795895,36.68994
1948,0,0.0493026,5.19443,3.94906,677,696940,4062740,-120.795672,36.689936
1949,0,0.0941231,45,3.03572,677,696960,4062740,-120.795448,36.689932
1950,0,0.0717129,54.4623,3.07752,676,696980,4062740,-120.795224,36.689927
1951,0,0.0457169,45,3.54048,675,697000,4062740,-120.795001,36.689923
1952,0,0.0107569,55.3048,5.64371,674,697020,4062740,-120.794777,36.689919
1953,0,0.019721,59.9314,7.81308,672,697040,4062740,-120.794553,36.689915
1954,0,0.0188246,62.354,8.42796,669,697060,4062740,-120.794329,36.689911
1955,0,0.0439241,68.1986,7.66758,666,697080,4062740,-120.794106,36.689907
1956,0,0.0484062,74.0546,5.19967,664,697100,4062740,-120.793882,36.689903
1957,0,0.03496,83.6598,3.23927,663,697120,4062740,-120.793658,36.689898
1958,0,0.0250995,108.435,1.13226,662,697140,4062740,-120.793435,36.689894
1959,0,0.0143426,225,2.53049,662,697160,4062740,-120.793211,36.68989
1960,0,0.00627488,225,4.54827,663,697180,4062740,-120.792987,36.689886
1961,0,0.00358564,225,3.54048,664,697200,4062740,-120.792764,36.689882
1962,0,0.0313744,90,0.71616,665,697220,4062740,-120.79254,36.689878
1963,0,0,53.1301,3.57633,664,697240,4062740,-120.792316,36.689874
1964,0,0.00896411,53.1301,3.57633,663,697260,4062740,-120.792092,36.689869
1965,0,0.00268923,81.8699,2.53049,662,697280,4062740,-120.791869,36.689865
1966,0,0,120.964,2.08713,661,697300,4062740,-120.791645,36.689861
1967,0,0,143.13,3.57633,661,697320,4062740,-120.791421,36.689857
1968,0,0.0385457,129.289,10.074,660,697340,4062740,-120.791198,36.689853
1969,0,0.0116533,120.174,17.2689,655,697360,4062740,-120.790974,36.689849
1970,0,0.00896411,114.444,20.6863,649,697380,4062740,-120.79075,36.689845
1971,0,0,113.682,21.2565,641,697400,4062740,-120.790526,36.68984
1972,0,0.00896411,121.675,19.043,634,697420,4062740,-120.790303,36.689836
1973,0,0.00627488,135,18.1097,629,697440,4062740,-120.790079,36.689832
1974,0,0,152.969,18.9733,625,697460,4062740,-120.789855,36.689828
1975,0,0,165.53,21.8111,623,697480,4062740,-120.789632,36.689824
1976,0,0,164.055,24.4659,621,697500,4062740,-120.789408,36.68982
1977,0,0.00358564,159.624,25.0186,618,697520,4062740,-120.789184,36.689815
1978,0,0.0143426,152.418,25.2881,615,697540,4062740,-120.78896,36.689811
1979,0,0.00358564,143.973,27.0241,610,697560,4062740,-120.788737,36.689807
1980,0,0,136.818,29.1234,603,697580,4062740,-120.788513,36.689803
1981,0,0,130.668,30.3291,594,697600,4062740,-120.788289,36.689799
1982,0,0.0322708,125.838,29.0342,585,697620,4062740,-120.788066,36.689795
1983,0,0.0609559,120.964,25.3499,576,697640,4062740,-120.787842,36.68979
1984,0,0.0573703,110.772,21.1914,568,697660,4062740,-120.787618,36.689786
1985,0,0.0950195,91.4688,13.703,561,697680,4062740,-120.787395,36.689782
1986,0,0.0161354,35.5377,9.16253,558,697700,4062740,-120.787171,36.689778
1987,0,0.0358564,13.3925,15.1009,557,697720,4062740,-120.786947,36.689774
1988,0,0.0233067,351.333,19.0658,556,697740,4062740,-120.786723,36.68977
1989,0,0.0645416,-9999,-9999,558,697760,4062740,-120.7865,36.689766
1992,0,0.0627488,-9999,-9999,623,696160,4062760,-120.804391,36.690277
1993,0,0,276.71,12.0772,628,696180,4062760,-120.804167,36.690273
1994,0,0.0206174,276.71,12.0772,632,696200,4062760,-120.803944,36.690269
1995,0,0.0394421,274.185,14.4096,637,696220,4062760,-120.80372,36.690265
1996,0,0.0233067,272.726,14.7242,642,696240,4062760,-120.803496,36.690261
1997,0,0,276.71,12.0772,647,696260,4062760,-120.803273,36.690257
1998,0,0,284.036,11.6486,651,696280,4062760,-120.803049,36.690252
1999,0,0,288.435,11.18,655,696300,4062760,-120.802825,36.690248
2000,0,0,289.799,9.42887,659,696320,4062760,-120.802602,36.690244
2001,0,0,288.435,8.98488,662,696340,4062760,-120.802378,36.69024
2002,0,0.00627488,284.036,8.78927,665,696360,4062760,-120.802154,36.690236
2003,0,0.0188246,270,7.82908,668,696380,4062760,-120.80193,36.690232
2004,0,0.00358564,250.201,9.42887,670,696400,4062760,-120.801707,36.690228
2005,0,0.0179282,245.772,15.3308,674,696420,4062760,-120.801483,36.690224
2006,0,0.000896411,238.134,15.2317,680,696440,4062760,-120.801259,36.690219
2007,0,0,219.806,11.0484,683,696460,4062760,-120.801036,36.690215
2008,0,0,216.027,9.64907,685,696480,4062760,-120.800812,36.690211
2009,0,0,202.38,6.55482,687,696500,4062760,-120.800588,36.690207
2010,0,0,155.556,4.31872,686,696520,4062760,-120.800364,36.690203
2011,0,0,102.995,4.7666,685,696540,4062760,-120.800141,36.690199
2012,0,0.0125498,73.3008,7.4353,683,696560,4062760,-120.799917,36.690195
2013,0,0.00896411,59.7436,9.85149,680,696580,4062760,-120.799693,36.69019
2014,0,0.0313744,45,11.9767,677,696600,4062760,-120.79947,36.690186
2015,0,0.0161354,35.5377,15.0467,674,696620,4062760,-120.799246,36.690182
2016,0,0.0188246,32.2756,15.6902,670,696640,4062760,-120.799022,36.690178
2017,0,0.103087,29.7449,11.3957,668,696660,4062760,-120.798798,36.690174
2018,0,0.106673,29.7449,5.75474,666,696680,4062760,-120.798575,36.69017
2019,0,0.015239,0,0.71616,666,696700,4062760,-120.798351,36.690166
2020,0,0.0546811,239.036,6.23939,666,696720,4062760,-120.798127,36.690161
2021,0,0.0179282,240.255,11.3957,670,696740,4062760,-120.797904,36.690157
2022,0,0.0143426,239.036,12.3342,674,696760,4062760,-120.79768,36.690153
2023,0,0.0179282,231.009,9.58487,678,696780,4062760,-120.797456,36.690149
2024,0,0.0179282,216.254,6.63125,679,696800,4062760,-120.797233,36.690145
2025,0,0.0466134,201.038,4.97519,680,696820,4062760,-120.797009,36.690141
2026,0,0.0752985,112.38,6.55482,680,696840,4062760,-120.796785,36.690137
2027,0,0.0627488,75.9638,8.78927,676,696860,4062760,-120.796561,36.690133
2028,0,0,32.0054,6.72553,674,696880,4062760,-120.796338,36.690128
2029,0,0.0295816,349.992,6.15792,673,696900,4062760,-120.796114,36.690124
2030,0,0,324.462,6.13738,675,696920,4062760,-120.79589,36.69012
2031,0,0.0609559,330.945,3.68178,676,696940,4062760,-120.795667,36.690116
2032,0,0.0546811,30.9638,2.08713,676,696960,4062760,-120.795443,36.690112
2033,0,0.0277887,63.4349,3.1996,675,696980,4062760,-120.795219,36.690108
2034,0,0.0439241,63.4349,3.1996,674,697000,4062760,-120.794995,36.690104
2035,0,0.0385457,71.565,5.64371,673,697020,4062760,-120.794772,36.690099
2036,0,0,68.6294,8.77512,670,697040,4062760,-120.794548,36.690095
2037,0,0.0340636,58.2405,8.77512,668,697060,4062760,-120.794324,36.690091
2038,0,0.0564739,53.1301,7.12502,666,697080,4062760,-120.794101,36.690087
2039,0,0.0537846,51.3402,4.57614,664,697100,4062760,-120.793877,36.690083
2040,0,0.00537846,59.0362,2.08713,663,697120,4062760,-120.793653,36.690079
2041,0,0.0403385,198.435,1.13226,662,697140,4062760,-120.793429,36.690074
2042,0,0.0143426,231.34,4.57614,663,697160,4062760,-120.793206,36.69007
2043,0,0.00896411,225,5.05115,665,697180,4062760,-120.792982,36.690066
2044,0,0.0394421,188.13,2.53049,666,697200,4062760,-120.792758,36.690062
2045,0,0.0277887,96.3402,3.23927,665,697220,4062760,-120.792535,36.690058
2046,3,0.0250995,71.565,4.52023,663,697240,4062760,-120.792311,36.690054
2047,3,0.0107569,45,3.03572,662,697260,4062760,-120.792087,36.69005
2048,0,0,26.5651,1.60105,662,697280,4062760,-120.791864,36.690045
2049,0,0,71.565,1.13226,662,697300,4062760,-120.79164,36.690041
2050,0,0.0107569,90,0.71616,661,697320,4062760,-120.791416,36.690037
2051,0,0.00627488,108.435,4.52023,662,697340,4062760,-120.791192,36.690033
2052,0,0.0519918,113.199,13.3869,659,697360,4062760,-120.790969,36.690029
2053,0,0.00896411,119.249,19.7057,652,697380,4062760,-120.790745,36.690025
2054,0,0.00627488,128.66,21.8111,645,697400,4062760,-120.790521,36.690021
2055,0,0.00179282,142.595,21.864,639,697420,4062760,-120.790298,36.690016
2056,0,0,153.825,22.3371,635,697440,4062760,-120.790074,36.690012
2057,0,0,167.005,22.6326,632,697460,4062760,-120.78985,36.690008
2058,0,0,174.369,24.0322,632,697480,4062760,-120.789626,36.690004
2059,0,0.000896411,166.329,25.4538,631,697500,4062760,-120.789403,36.69
2060,0,0.00537846,157.38,25.9892,628,697520,4062760,-120.789179,36.689996
2061,0,0.015239,148.782,25.7501,623,697540,4062760,-120.788955,36.689991
2062,0,0.00268923,137.083,25.9409,618,697560,4062760,-120.788732,36.689987
2063,0,0.0224103,129.987,26.8279,611,697580,4062760,-120.788508,36.689983
2064,0,0.015239,127.763,29.3063,603,697600,4062760,-120.788284,36.689979
2065,0,0.0215139,128.29,31.1817,592,697620,4062760,-120.78806,36.689975
2066,0,0.00358564,129.883,30.7345,582,697640,4062760,-120.787837,36.689971
2067,0,0.019721,123.518,29.9952,573,697660,4062760,-120.787613,36.689967
2068,0,0.050199,118.072,23.0255,563,697680,4062760,-120.787389,36.689962
2069,0,0.154183,116.565,12.6044,558,697700,4062760,-120.787166,36.689958
