FID,uniID,Count_,Shrub_Cov,Aspect,Slope,Elev,x_utm,y_utm,x_wgs,y_wgs
26,2048.000000000000000,0,0.0000000,26.5650997,1.6010500,662,697279.999998999992386,4062760.000000000000000,-120.791864000000004,36.690044999999998
27,2127.000000000000000,1,0.0573703,45.0000000,1.5189300,666,697199.999998999992386,4062780.000000000000000,-120.792753000000005,36.690241999999998
28,2128.000000000000000,0,0.0277887,74.7449036,4.0760598,665,697219.999998999992386,4062780.000000000000000,-120.792529000000002,36.690238000000001
29,2129.000000000000000,4,0.0259959,81.8699036,5.0511498,663,697239.999998999992386,4062780.000000000000000,-120.792305999999996,36.690233999999997
30,2130.000000000000000,1,0.0000000,66.8013992,2.7251401,661,697259.999998999992386,4062780.000000000000000,-120.792081999999994,36.690230000000000
31,2131.000000000000000,1,0.0161354,0.0000000,1.4321001,661,697279.999998999992386,4062780.000000000000000,-120.791858000000005,36.690226000000003
32,2210.000000000000000,0,0.0000000,30.9638004,4.1687398,665,697199.999998999992386,4062800.000000000000000,-120.792748000000003,36.690421999999998
33,2211.000000000000000,3,0.0322708,38.6598015,4.5761399,664,697219.999998999992386,4062800.000000000000000,-120.792524000000000,36.690418000000001
34,2212.000000000000000,1,0.0510954,65.5559998,4.3187199,663,697239.999998999992386,4062800.000000000000000,-120.792300999999995,36.690413999999997
35,2213.000000000000000,0,0.0215139,81.8699036,2.5304899,661,697259.999998999992386,4062800.000000000000000,-120.792077000000006,36.690410000000000
36,2214.000000000000000,2,0.0331672,45.0000000,0.5064150,661,697279.999998999992386,4062800.000000000000000,-120.791853000000003,36.690406000000003
37,2215.000000000000000,0,0.0000000,45.0000000,2.0248699,661,697299.999998999992386,4062800.000000000000000,-120.791629999999998,36.690401999999999
38,2294.000000000000000,1,0.0313744,35.5377007,3.0775199,662,697219.999998999992386,4062820.000000000000000,-120.792518999999999,36.690598000000001
39,2295.000000000000000,0,0.0107569,59.0362015,2.0871301,662,697239.999998999992386,4062820.000000000000000,-120.792294999999996,36.690593999999997
40,2296.000000000000000,1,0.0062749,116.5650024,1.6010500,661,697259.999998999992386,4062820.000000000000000,-120.792072000000005,36.690590000000000
41,2297.000000000000000,0,0.0000000,135.0000000,1.5189300,661,697279.999998999992386,4062820.000000000000000,-120.791848000000002,36.690586000000003
42,2298.000000000000000,2,0.0080677,98.1300964,2.5304899,660,697299.999998999992386,4062820.000000000000000,-120.791623999999999,36.690581999999999
43,2377.000000000000000,0,0.0654380,108.4349976,1.1322600,662,697219.999998999992386,4062840.000000000000000,-120.792513999999997,36.690778999999999
44,2378.000000000000000,2,0.0403385,135.0000000,1.0127500,662,697239.999998999992386,4062840.000000000000000,-120.792289999999994,36.690773999999998
45,2379.000000000000000,5,0.0439241,161.5650024,1.1322600,662,697259.999998999992386,4062840.000000000000000,-120.792067000000003,36.690770000000001
46,2380.000000000000000,2,0.0000000,120.9639969,2.0871301,662,697279.999998999992386,4062840.000000000000000,-120.791843000000000,36.690766000000004
47,2381.000000000000000,2,0.0770913,84.8056030,3.9490600,661,697299.999998999992386,4062840.000000000000000,-120.791618999999997,36.690761999999999
48,2461.000000000000000,1,0.0143426,135.0000000,1.0127500,662,697239.999998999992386,4062860.000000000000000,-120.792285000000007,36.690955000000002
49,2462.000000000000000,1,0.0188246,90.0000000,0.7161600,662,697259.999998999992386,4062860.000000000000000,-120.792061000000004,36.690950000000001
50,2463.000000000000000,2,0.0215139,63.4348984,3.1996000,662,697279.999998999992386,4062860.000000000000000,-120.791837999999998,36.690945999999997
51,2464.000000000000000,1,0.0197210,60.9454002,7.3333902,660,697299.999998999992386,4062860.000000000000000,-120.791613999999996,36.690942000000000
52,2543.000000000000000,0,0.0197210,296.5650024,1.6010500,662,697219.999998999992386,4062880.000000000000000,-120.792503999999994,36.691139000000000
53,2544.000000000000000,0,0.0026892,135.0000000,0.5064150,663,697239.999998999992386,4062880.000000000000000,-120.792280000000005,36.691135000000003
54,2545.000000000000000,1,0.0000000,75.9637985,2.9503500,662,697259.999998999992386,4062880.000000000000000,-120.792056000000002,36.691130999999999
55,2546.000000000000000,3,0.0125498,55.3047981,5.6437101,661,697279.999998999992386,4062880.000000000000000,-120.791832999999997,36.691125999999997
56,2547.000000000000000,0,0.0170318,62.3540001,8.4279604,659,697299.999998999992386,4062880.000000000000000,-120.791608999999994,36.691122000000000
57,2626.000000000000000,0,0.0528882,306.8699951,3.5763299,662,697219.999998999992386,4062900.000000000000000,-120.792499000000007,36.691319000000000
58,2627.000000000000000,1,0.0098605,0.0000000,1.4321001,663,697239.999998999992386,4062900.000000000000000,-120.792275000000004,36.691315000000003
59,2628.000000000000000,1,0.0143426,66.8013992,5.4380102,662,697259.999998999992386,4062900.000000000000000,-120.792051000000001,36.691310999999999
