Shrub_ID,D1,D2,H,Volume,S.density grouping,Canopy,Skat.2013,Skat.2014,X,Y,RDM.2013,RDM.2014,Shrub.density,Dx,Burrows,Trails
539,2.8,2.7,1.45,5.74,7,3,0,0,696590.7505,4063615.172,6.743075848,10.75022221,0.003172066,6.11,1,4
540,1.3,0.8,0.94,0.51,7,0,0,0,696595.0544,4063614.605,4.776338577,10.21468258,0.00268568,6.54,1,1
541,2.4,2,1.43,3.59,7,2,0,1,696593.8523,4063620.239,6.358996391,12.32196999,0.002550155,7.07,2,1
542,3.4,2.8,0.5,2.49,7,0,0,0,696606.122,4063650.383,3.222646475,15.13457394,0.002214256,,,
543,6,4.7,1.65,24.36,7,7,0,0,696571.2867,4063633.597,4.811574936,12.531703,0.004433543,,,
544,3.3,2.8,1.4,6.77,4,8,1,0,696562.3713,4063605.307,19.70145988,5.803357124,0.005848277,,,
545,3.24,2.75,1.45,6.76,4,5,0,0,696561.5852,4063608.397,20.99682236,6.752351284,0.005659854,,,
546,4,3,1.75,11,7,7,0,0,696555.3977,4063617.024,9.754072189,9.807243347,0.00463154,,,
547,3.75,3.2,1.55,9.74,7,4,0,0,696554.8033,4063623.449,12.76495457,10.40097237,0.0041618,,,
548,2.54,2.2,1.13,3.31,7,4,0,0,696548.0696,4063632.508,20.07934761,12.52114773,0.004320573,,,
549,3.15,2.9,1.27,6.07,7,3,0,0,696551.4953,4063631.255,16.13311768,12.19736958,0.004233762,,,
550,4.3,3.15,1.31,9.29,7,3,0,0,696560.6397,4063641.789,10.14028835,14.59218693,0.004731582,,,
551,2,1.89,1,1.98,7,3,0,0,696580.4878,4063657.231,11.84535408,14.02791691,0.003806479,5.89,4,2
552,4.2,3.1,1.35,9.2,7,2,0,1,696581.1487,4063651.807,11.7278204,13.61603069,0.003555258,5.42,6,6
553,2.85,2.7,1.52,6.12,7,4,0,0,696604.5754,4063659.339,3.015025139,13.77053833,0.002477716,,,
554,3.4,2.7,1.17,5.62,7,3,0,0,696599.6264,4063676.321,11.84280872,11.56783199,0.002589691,,,
555,3.25,2.97,1.37,6.92,7,6,0,0,696579.4493,4063667.42,12.19255924,14.53311729,0.003288471,6.01,1,6
556,4.3,2.75,1.1,6.81,7,5,0,0,696577.3512,4063673.145,12.62538433,12.02392197,0.002712817,,,
557,3.6,3.25,1.4,8.58,7,4,0,0,696572.72,4063660.716,12.13930607,13.65941048,0.003172129,4.86,5,6
558,2.75,2.5,1.27,4.57,7,3,0,0,696570.0732,4063666.983,12.58155918,14.23776913,0.002709007,,,
559,2.7,2.5,1.15,4.06,7,3,0,0,696553.0207,4063662.151,11.37549305,10.5799799,0.004467391,,,
560,1.4,1.3,0.78,0.74,7,2,0,0,696534.1991,4063652.616,10.16771507,10.1238966,0.003609024,,,
561,3.9,3.1,1.3,8.23,7,5,0,0,696534.8899,4063634.204,27.39487457,10.60708523,0.003224192,,,
562,4.35,4,1.7,15.49,7,5,0,0,696531.7044,4063640.569,24.14908981,10.08002186,0.003182409,,,
563,4.45,3.37,1.35,10.6,7,5,0,0,696521.7794,4063640.674,18.87208176,8.743665695,0.002359399,,,
564,4.1,3.44,1.6,11.82,7,3,0,0,696515.5165,4063668.172,15.82386017,5.38611412,0.003835544,,,
565,3.65,3.8,1.28,9.3,7,1,0,0,696531.6219,4063675.314,9.852790833,6.81049633,0.003272498,,,
566,2.9,2.5,1.07,4.06,7,3,0,0,696533.5521,4063680.797,11.01222038,5.567959785,0.003458049,,,
567,6.2,5.8,1.73,32.57,7,6,0,0,696522.4762,4063688.203,16.16162682,4.706617832,0.003489272,,,
568,4.5,3.5,2.2,18.14,7,6,0,0,696516.7348,4063681.299,19.61673737,4.691424847,0.003811721,,,
569,3.9,3.8,1.4,10.86,7,8,0,0,696502.4856,4063682.859,19.10118103,4.321746349,0.004364825,,,
570,5.4,4,1.75,19.79,7,7,0,0,696508.4183,4063685.327,23.02057457,4.159545898,0.00403839,,,
571,2,1.7,0.85,1.51,7,3,0,0,696510.4048,4063696.14,17.46810913,4.988497734,0.00445375,,,
572,4.3,3.77,1.65,14.01,7,5,0,0,696523.7888,4063697.225,15.38878059,4.693668842,0.004391422,,,
573,2.6,1.7,1.57,3.63,7,3,0,0,696512.4808,4063706.956,12.92868042,4.059866905,0.003524388,,,
574,2.8,2.2,1.63,5.26,7,3,0,0,696511.2785,4063708.704,10.4026413,4.251761913,0.003540917,,,
575,1.9,1.3,0.95,1.23,7,2,0,0,696507.404,4063717.829,6.656068325,4.597540379,0.003416534,3.52,2,0
576,2.1,1.6,1,1.76,7,3,0,0,696505.4129,4063718.893,6.836069107,4.758615494,0.003390933,3.56,1,2
577,1.5,1.1,0.8,0.69,7,3,0,0,696507.3276,4063721.158,7.631979942,4.733436584,0.003161293,3.52,1,2
578,3.4,3.1,1.43,7.89,5,4,0,0,696472.8655,4063711.486,9.350430489,6.554873466,0.007257255,6.02,3,4
579,1.25,1.1,0.7,0.5,5,2,0,0,696480.6721,4063717.992,14.95696259,6.283668518,0.007095104,,,
580,2.6,2.2,0.8,2.4,5,2,0,0,696477.8848,4063722.591,12.22161198,7.074156761,0.006678361,,,
581,2.6,1.75,1.12,2.67,5,3,0,0,696482.1099,4063729.348,8.88543129,5.764240742,0.005791964,8.86,2,2
582,2.85,1.96,0.98,2.87,5,3,0,0,696477.1507,4063742.889,10.57046604,5.657696724,0.003672379,9.59,2,4
583,3.9,3.85,1.55,12.19,5,5,0,0,696469.7349,4063738.833,9.441465378,6.124750614,0.005264229,7.19,4,8
584,3,2.5,1.04,4.08,5,4,0,0,696461.0199,4063736.857,6.86534214,6.23555851,0.006998181,8.34,3,6
585,1.7,1.7,0.8,1.21,5,2,1,0,696453.9767,4063732.144,10.87616253,6.419056892,0.007920705,8.63,3,2
586,3.75,3,0.82,4.83,5,4,0,0,696448.7829,4063748.121,5.059698582,4.950596809,0.005745314,4.87,2,3
587,2.3,2.15,1.24,3.21,5,5,0,0,696456.2267,4063750.956,6.606654644,4.294841766,0.004942559,6.81,2,3
588,2.88,2.76,1.22,5.08,5,3,0,0,696466.9967,4063752.979,9.479602814,4.509671211,0.004473228,13.49,1,4
589,3.28,3.05,1.54,8.07,5,5,0,0,696463.6562,4063769.998,7.434961319,2.429087877,0.005124295,15.06,3,4
590,3.07,2.02,1.04,3.38,5,3,0,0,696445.9806,4063757.27,3.680739164,4.699846745,0.006011622,3.99,1,5
591,3.82,3.1,1.33,8.25,5,5,0,0,696443.8769,4063751.561,5.224514008,5.082181931,0.005943928,2.41,2,5
592,4.98,4.26,1.58,17.55,5,6,0,0,696440.0353,4063755.358,3.79197073,5.786949635,0.005947215,1.88,0,7
593,2.8,2.05,0.72,2.16,5,0,0,0,696443.6729,4063756.551,3.526129246,4.832509518,0.005951624,2.69,5,1
594,2.83,2.26,0.96,3.21,5,1,0,0,696450.2779,4063776.463,10.74193954,3.460702419,0.006018645,11.94,9,3
595,3.4,3.25,0.9,5.21,5,3,0,0,696453.944,4063784.206,10.43083572,3.183327913,0.005066344,7.48,3,3
596,4.16,2.86,1.45,9.03,5,3,0,0,696450.3964,4063794.671,7.069046974,3.206636429,0.005942355,5.23,5,5
597,3.68,2.46,1.22,5.78,5,4,0,0,696430.8118,4063787.228,7.042116165,4.223760605,0.006470274,7.46,4,4
598,4,2.5,1.28,6.7,5,3,0,0,696423.5837,4063806.155,10.82489491,1.514990926,0.007612958,11.25,9,6
599,2.47,2.42,1.01,3.16,5,4,0,0,696433.7173,4063796.952,8.736852646,3.173984289,0.006784196,7.55,6,4
600,2.8,2.5,0.78,2.86,5,1,0,0,696443.5229,4063809.832,3.373473883,1.148148775,0.005339486,,,
601,3.36,2.43,1.14,4.87,5,3,0,0,696438.9643,4063817.609,3.607541084,0.238104105,0.004604752,2.17,3,3
602,1.4,1.4,0.76,0.78,5,4,0,0,696441.8131,4063818.119,3.703076124,0.389914751,0.004469471,,,
603,1.75,1.43,0.86,1.13,5,7,0,0,696436.3787,4063821.213,1.756574154,0.123870634,0.004486279,,,
604,0.98,0.85,0.53,0.23,5,5,0,0,696435.2322,4063816.636,3.577692986,0.203177765,0.005274128,,,
605,0.81,0.54,0.53,0.12,5,2,0,0,696432.8959,4063805.481,7.260510445,2.091763973,0.006845471,,,
606,1.83,1.5,0.99,1.42,5,1,0,0,696436.3129,4063789.019,7.174455166,3.650601864,0.006739159,,,
607,1.43,1.47,0.84,0.92,5,5,0,0,696436.9636,4063784.039,7.797698498,4.655609131,0.006815379,,,
608,1.45,2.07,1.02,1.6,5,3,0,0,696438.7909,4063778.419,7.23844099,5.086366653,0.006973768,,,
609,1.04,1.45,1.2,0.95,5,4,0,0,696436.6823,4063776.817,6.350832939,5.136749744,0.007327737,,,
610,1.36,1.58,1.1,1.24,5,5,0,0,696450.5568,4063787.681,6.986800194,3.211915731,0.005059017,,,
611,1.23,1.1,0.9,0.64,5,1,0,0,696429.508,4063797.3,12.58974648,2.802402973,0.007479719,,,
612,2.2,1.9,1.2,2.63,5,6,1,0,696407.6278,4063819.776,4.007445812,0.32533747,0.007465828,7.73,3,2
613,1.1,0.8,0.9,0.41,5,5,1,0,696400.5491,4063816.617,5.515808105,0.695602596,0.007042277,,,
614,2.2,1.6,0.9,1.66,5,4,1,0,696401.3717,4063827.514,4.747557163,0.368994087,0.006805892,9.71,5,3
615,1.9,1.7,1.3,2.2,5,9,1,0,696425.3417,4063834.725,0.469029248,0.205768794,0.005092274,18.72,0,5
616,1.08,1,0.84,0.48,5,8,0,0,696429.2603,4063839.256,0.842487156,0.129346877,0.004112276,,,
617,2.23,2.4,1.12,3.14,5,9,0,0,696426.8615,4063850.302,1.142511249,-9999,0.002469641,11.42,3,3
618,3.2,1.9,1,3.18,5,6,1,1,696418.1063,4063857.871,1.743659616,-9999,0.002537653,5.17,2,2
619,2.63,2.9,1.07,4.27,5,6,0,0,696414.147,4063855.116,1.121067286,-9999,0.002740475,5.4,1,5
620,0.96,1.07,0.81,0.44,5,8,0,0,696410.8255,4063847.935,1.264855266,-9999,0.003762963,6.13,2,2
621,2.8,3,1.3,5.72,5,9,1,0,696406.4525,4063843.727,1.796161175,0.406389624,0.004966152,9.33,2,1
622,2.33,2.55,1.01,3.14,5,5,0,0,696394.662,4063847.231,2.977352619,0.409034848,0.004252081,1.64,0,2
623,1.28,1.4,0.82,0.77,5,2,0,0,696382.9214,4063832.975,0.619553447,0.533091962,0.005467912,1.77,1,1
624,1.27,0.92,0.93,0.57,5,3,0,0,696382.0381,4063832.51,0.697359681,0.53881073,0.005376991,1.95,2,4
625,2.65,2.97,0.97,4,5,3,0,0,696381.3796,4063833.938,0.911187708,0.562742949,0.005012702,6.77,4,6
626,5.34,4.8,1.43,19.19,5,5,0,0,696374.3345,4063837.107,2.634443045,0.593119681,0.00385077,,,
627,0.75,0.6,0.83,0.2,5,4,0,0,696370.3593,4063827.247,1.032424212,0.338762641,0.004327309,10.55,2,0
628,2.23,3.67,1.5,6.43,5,6,0,0,696370.1956,4063822.692,0.8713817,0.315095842,0.004669954,11.29,2,0
629,5.72,4.55,1.74,23.71,5,7,0,1,696363.5874,4063795.121,2.149086952,-9999,0.002838752,7.82,1,7
630,2.86,4.54,1.05,7.14,5,5,0,0,696373.8628,4063807.012,0.999257326,0.537557125,0.006003685,,,
631,2.71,1.95,0.72,1.99,5,6,0,0,696377.9288,4063801.222,1.935350537,0.722585261,0.005717567,8.67,4,4
632,3.01,3.79,1.28,7.65,5,6,0,0,696382.7389,4063813.655,3.176373243,0.478957891,0.006829428,9.4,2,5
633,3.2,2.72,1.19,5.42,5,5,0,0,696390.7447,4063823.163,2.826339722,0.347277462,0.006426794,,,
634,0.7,0.6,0.7,0.15,5,6,1,0,696399.3744,4063809.374,5.605277061,0.989116848,0.00689281,6.42,3,7
635,5.04,3.12,1.49,12.27,5,7,0,0,696393.3962,4063812.789,8.33382988,0.418082535,0.00747241,,,
636,0.63,0.59,0.7,0.14,5,5,0,0,696401.7126,4063808.762,5.214225292,0.983542383,0.006740328,,,
637,1.27,1.05,0.9,0.63,5,5,0,0,696401.4725,4063807.535,5.101855755,0.98238945,0.006682081,,,
638,3.9,3.4,1.1,7.64,5,5,1,1,696376.9071,4063791.208,1.487611055,0.737006903,0.004092174,9.12,5,4
639,3.64,2.78,1.13,5.99,5,3,0,0,696382.2791,4063771.349,3.427789211,1.747872949,0.002953487,13.05,1,3
640,2.1,2.38,1.12,2.93,5,5,0,0,696385.1697,4063785.625,2.920958996,1.712414622,0.005322296,9.17,2,2
641,0.96,0.97,1,0.49,5,4,0,0,696396.1998,4063784.102,4.05073595,2.952516317,0.004956943,8.91,2,2
642,3.55,3.68,1.66,11.35,5,4,0,0,696386.9289,4063790.772,2.789757013,1.941888213,0.005594709,13.24,6,5
643,3.15,2.65,1.41,6.16,5,5,0,0,696412.0526,4063794.457,8.859744072,2.835584879,0.007286345,8.32,6,5
644,3.34,3.73,1.73,11.28,5,6,0,0,696410.9295,4063796.651,7.790631294,2.038774729,0.007158057,9.18,7,6
645,1.5,1.3,0.89,0.91,5,4,0,0,696410.3261,4063780.097,5.629946232,4.330708027,0.006443193,10.45,0,5
646,3.6,2.6,1.7,8.33,5,8,1,0,696409.4856,4063769.976,4.70681715,5.107742786,0.004431759,9.24,4,9
647,4.25,6.48,1.09,15.72,5,6,0,0,696411.6192,4063762.698,5.971558571,4.89286375,0.003348593,11.11,6,8
648,2.1,1.9,1.2,2.51,5,8,1,0,696417.0303,4063752.831,7.143412113,4.892970562,0.003380824,13.84,4,5
649,3.56,5.6,1.48,15.45,5,5,0,0,696428.1085,4063745.315,8.870073318,5.128325462,0.00424683,6.26,3,9
650,4.2,2.6,1.2,6.86,5,5,1,1,696433.399,4063725.122,13.0809927,5.921047688,0.003446482,3.02,1,6
651,1.7,1.5,1.2,1.6,5,6,1,0,696437.8838,4063720.562,14.30666542,6.407787323,0.003310143,5.72,1,2
652,3.03,2.84,0.94,4.24,5,3,0,0,696443.9257,4063714.373,10.37625599,7.070086479,0.00515711,7.68,7,4
653,5.42,3.1,0.8,7.04,5,3,0,0,696449.3889,4063721.714,16.30570984,6.588789463,0.006745769,5.94,1,6
654,4.41,5.49,1.51,19.14,5,2,0,0,696460.1175,4063713.857,14.80722237,7.492962837,0.007173496,2.82,1,6
655,3.25,3.68,1.42,8.89,5,7,0,0,696465.5212,4063708.209,10.72671032,7.738835335,0.007270392,4.24,0,7
656,4.65,4.46,1.25,13.57,5,6,0,0,696465.2326,4063705.205,8.853298187,7.595445633,0.006583783,,,
657,1,1.68,0.63,0.55,5,0,0,0,696467.6882,4063703.374,7.980782509,7.056643963,0.006095269,,,
658,1.05,0.83,0.71,0.32,5,1,0,0,696467.7877,4063702.932,7.926299572,6.93929863,0.006063607,,,
659,1.25,1.33,0.6,0.52,5,1,0,0,696466.9887,4063702.692,7.648898602,6.991830826,0.006061434,,,
660,0.92,0.67,0.82,0.26,5,3,0,0,696467.9995,4063701.494,7.040459633,6.68554306,0.005983188,,,
661,1.28,1.95,0.94,1.23,5,3,0,0,696469.1455,4063698.301,4.98683548,6.611788273,0.005671433,,,
662,1.1,0.66,0.73,0.28,5,8,0,0,696465.9543,4063693.232,4.288413525,6.571405888,0.005137234,,,
663,4.54,4.65,1.64,18.13,5,8,0,0,696462.7379,4063693.158,5.20484066,6.420128822,0.005331703,,,
664,2.9,1.88,0.96,2.74,5,5,0,0,696470.2938,4063691.112,2.89815855,5.476379871,0.00521849,,,
665,2.89,2.26,1.45,4.96,5,9,0,0,696473.589,4063683.861,4.07032299,5.616705894,0.004961219,,,
666,2.34,2.25,1,2.76,5,6,0,0,696479.3503,4063682.106,8.660721779,5.354198933,0.004990393,,,
667,1.93,2.54,1.39,3.57,7,7,0,0,696490.1271,4063668.255,8.715582848,4.044644833,0.00239013,,,
668,2.94,3.52,1.72,9.32,7,6,0,0,696564.1318,4063587.03,16.18324471,6.646270752,0.005095776,,,
669,4.62,5.02,1.73,21.01,4,7,0,0,696557.9595,4063591.107,15.71901035,6.12744236,0.00616907,,,
670,2.78,2.72,0.79,3.13,4,4,0,0,696556.3234,4063596.176,16.29000092,5.371456623,0.005923393,,,
671,4.04,4.26,1.74,15.68,4,4,0,0,696547.1074,4063584.863,9.140237808,5.639220238,0.007391416,,,
672,3.56,4.32,1.92,15.46,4,5,0,0,696556.0699,4063579.963,10.7382288,5.803563118,0.006546079,,,
673,4.26,2.66,1.53,9.08,4,3,0,0,696539.8853,4063576.261,13.24040127,6.134645462,0.007740226,,,
674,2.75,3.52,1.05,5.32,4,3,0,0,696535.3463,4063571.494,18.22702026,7.052832127,0.007803822,,,
675,3.36,3.56,0.69,4.32,4,4,0,0,696541.1561,4063567.631,18.16766167,5.939521313,0.007636039,,,
676,2.81,3.98,0.98,5.74,4,2,0,0,696534.4728,4063562.815,17.11103249,6.00620842,0.006936733,,,
677,2.83,2.94,1.58,6.88,4,6,0,0,696532.622,4063561.663,17.62427139,6.094004631,0.00691705,,,
678,3.22,3.47,1.94,11.35,4,5,0,0,696529.1659,4063568.133,18.2837162,6.295144081,0.007110933,,,
679,4.28,3.76,1.9,16.01,4,5,0,0,696523.7308,4063563.457,18.25021553,6.333294868,0.007057053,,,
680,3.74,3.9,1.03,7.87,4,7,0,0,696526.7735,4063559.419,18.28388786,6.28706789,0.006338396,,,
681,2.42,2.54,0.87,2.8,7,7,0,0,696530.6152,4063555.622,16.38344574,5.841347694,0.005337077,,,
682,5.15,5.08,1.97,26.99,7,5,0,0,696524.0055,4063543.703,16.14152336,5.731464863,0.004026522,,,
683,5.1,5.35,1.75,25,7,6,0,0,696501.0108,4063552.389,16.80502701,6.945409298,0.003108299,,,
684,1.4,1.55,0.92,1.05,4,6,0,0,696516.6421,4063568.511,16.80502701,6.704123497,0.006591541,,,
685,5.45,3.6,2.49,25.58,4,6,0,0,696509.3546,4063578.335,11.10024929,6.539139748,0.005653116,,,
686,3.13,2.85,1.08,5.04,7,5,0,0,696503.5574,4063581.643,9.5,6.987078667,0.003318139,,,
687,4.05,5.26,1.49,16.62,7,6,0,0,696503.7338,4063585.643,9.234430313,7.010276794,0.00347691,,,
688,4.06,3.46,1.47,10.81,4,3,0,0,696518.0133,4063574.981,14.52859783,6.575950146,0.0066129,,,
689,3.93,2.89,1.55,9.22,4,5,0,0,696526.8233,4063584.508,16.76471329,5.456618309,0.007375423,,,
690,4.07,2.93,1.81,11.3,4,4,0,0,696522.1444,4063589.729,12.57545567,6.368989468,0.00658006,,,
691,2.57,2.26,1.25,3.8,4,6,0,0,696534.9795,4063587.471,11.81426525,5.856613636,0.008059699,,,
692,3.74,3.18,1.49,9.28,4,2,0,0,696534.8341,4063589.91,11.61684608,6.325636387,0.007868307,,,
693,2.53,2.93,1.56,6.05,4,8,0,0,696537.249,4063589.854,10.29080296,6.462524414,0.007671465,,,
694,3.79,5.14,1.53,15.61,4,5,0,0,696549.8446,4063598.025,14.70381069,6.355827332,0.005892302,,,
695,3.7,3.8,2,14.72,4,9,1,0,696537.9522,4063613.737,17.68744278,8.545660019,0.005569642,5.11,3,4
