FID,pointid,shrub_cov,Elev,Slope,x_wgs,y_wgs,x_utm,y_utm,lat,lng
131,132,0.085591,781,7.0004802,-119.677484,35.168873,256149.2,3895050,,
575,576,0.085568,763,1.82533,-119.678285,35.166512,256069.2,3894790,,
1545,1546,0.08552,754,6.7814498,-119.667969,35.159889,256989.2,3894030,,
99,100,0.085504,777,3.5763299,-119.679684,35.169005,255949.2,3895070,,
1226,1227,0.085487,750,-9999,-119.673738,35.161745,256469.2,3894250,,
660,661,0.085453,769,6.0753298,-119.674982,35.166225,256369.2,3894750,,
2198,2199,0.085334,728,3.5404799,-119.667627,35.156111,257009.2,3893610,,
1486,1487,0.085327,757,2.0248699,-119.667981,35.16025,256989.2,3894070,,
46,47,0.085188,780,3.5763299,-119.679702,35.169545,255949.2,3895130,,
455,456,0.085073,766,4.3480902,-119.678522,35.167048,256049.2,3894850,,
2344,2345,0.085031,727,4.3187199,-119.668255,35.155196,256949.2,3893510,,
54,55,0.085014,780,5.5532498,-119.677946,35.169584,256109.2,3895130,,
2223,2224,0.08501,725,2.95035,-119.668717,35.155907,256909.2,3893590,,
2304,2305,0.08493,723,1.82533,-119.670674,35.155323,256729.2,3893530,,
2520,2521,0.084921,725,3.1996,-119.667342,35.154134,257029.2,3893390,,
1260,1261,0.084908,751,4.3187199,-119.671538,35.161613,256669.2,3894230,,
894,895,0.084903,771,6.8552599,-119.672522,35.164837,256589.2,3894590,,
1507,1508,0.084892,750,6.0753298,-119.66973,35.160031,256829.2,3894050,,
529,530,0.084864,763,4.5202298,-119.680046,35.166653,255909.2,3894810,,
2288,2289,0.084853,727,2.0871301,-119.667609,35.155571,257009.2,3893550,,
1147,1148,0.084802,759,4.0446901,-119.671129,35.162524,256709.2,3894330,,
786,787,0.084746,770,5.1996698,-119.6743,35.165519,256429.2,3894670,,
1620,1621,0.084724,737,1.60105,-119.671462,35.159272,256669.2,3893970,,
1107,1108,0.08471,764,3.0357201,-119.670921,35.162889,256729.2,3894370,,
120,121,0.084702,777,3.94906,-119.679897,35.16882,255929.2,3895050,,
2560,2561,0.084641,748,9.6873703,-119.664704,35.154012,257269.2,3893370,,
1197,1198,0.084639,765,3.0775199,-119.669801,35.162193,256829.2,3894290,,
719,720,0.084635,762,5.0006399,-119.676067,35.16584,256269.2,3894710,,
1268,1269,0.084626,761,5.36764,-119.669783,35.161652,256829.2,3894230,,
2114,2115,0.084619,736,4.7666001,-119.666109,35.156685,257149.2,3893670,,
220,221,0.08461,770,3.5763299,-119.681409,35.168065,255789.2,3894970,,
1068,1069,0.084549,763,5.4380102,-119.670714,35.163254,256749.2,3894410,,
587,588,0.08444,772,6.5548201,-119.675652,35.16657,256309.2,3894790,,
2185,2186,0.084399,723,2.1475899,-119.670478,35.156048,256749.2,3893610,,
563,564,0.084347,763,7.0004802,-119.680917,35.166454,255829.2,3894790,,
1628,1629,0.084315,746,4.3480902,-119.669707,35.15931,256829.2,3893970,,
2458,2459,0.084175,724,2.0248699,-119.66867,35.154466,256909.2,3893430,,
154,155,0.08415,777,6.7814498,-119.677697,35.168688,256129.2,3895030,,
2281,2282,0.084115,722,3.1996,-119.669144,35.155537,256869.2,3893550,,
1994,1995,0.084108,737,2.8624101,-119.665913,35.157411,257169.2,3893750,,
1485,1486,0.08398,756,1.60105,-119.668201,35.160245,256969.2,3894070,,
1008,1009,0.083966,770,5.2723298,-119.67139,35.16378,256689.2,3894470,,
414,415,0.083948,767,3.39325,-119.678308,35.167233,256069.2,3894870,,
2052,2053,0.083893,734,2.0871301,-119.666559,35.157036,257109.2,3893710,,
740,741,0.083693,763,5.6437101,-119.678036,35.165616,256089.2,3894690,,
1990,1991,0.083633,736,6.5548201,-119.66679,35.157391,257089.2,3893750,,
840,841,0.083594,769,7.3333902,-119.674069,35.165163,256449.2,3894630,,
1633,1634,0.083562,749,3.64697,-119.66861,35.159334,256929.2,3893970,,
1952,1953,0.083544,735,5.7105899,-119.668332,35.157538,256949.2,3893770,,
2059,2060,0.083326,749,3.5404799,-119.665024,35.15707,257249.2,3893710,,
971,972,0.083316,772,6.2393899,-119.67184,35.164131,256649.2,3894510,,
2239,2240,0.083307,739,8.6466703,-119.665208,35.155984,257229.2,3893590,,
671,672,0.083297,761,4.0760598,-119.679803,35.165938,255929.2,3894730,,
2249,2250,0.08328,725,3.94906,-119.669589,35.155707,256829.2,3893570,,
2932,2933,0.08324,717,2.95035,-119.667468,35.151247,257009.2,3893070,,
2521,2522,0.083146,725,5.8851299,-119.667123,35.154139,257049.2,3893390,,
647,648,0.083128,765,2.8624101,-119.677834,35.166162,256109.2,3894750,,
1315,1316,0.083047,756,7.4857101,-119.67043,35.161277,256769.2,3894190,,
2389,2390,0.083041,746,11.1034002,-119.66474,35.155093,257269.2,3893490,,
1715,1716,0.082991,736,3.8510301,-119.671444,35.158731,256669.2,3893910,,
1333,1334,0.082918,751,2.8624101,-119.671959,35.161063,256629.2,3894170,,
2853,2854,0.082841,740,8.5453501,-119.665078,35.152021,257229.2,3893150,,
1365,1366,0.082798,749,4.5202298,-119.670637,35.160912,256749.2,3894150,,
2084,2085,0.082768,736,3.39325,-119.666115,35.156866,257149.2,3893690,,
2307,2308,0.08266,723,2.0871301,-119.670016,35.155337,256789.2,3893530,,
1033,1034,0.082605,756,6.5740099,-119.67401,35.163362,256449.2,3894430,,
745,746,0.082531,760,2.5304899,-119.676939,35.165641,256189.2,3894690,,
1081,1082,0.082506,761,3.94906,-119.672243,35.16304,256609.2,3894390,,
1014,1015,0.082497,757,4.3187199,-119.674016,35.163542,256449.2,3894450,,
2230,2231,0.082471,729,2.0871301,-119.667182,35.155941,257049.2,3893590,,
0,1,0.082439,-9999,-9999,-119.678859,35.170646,256029.2,3895250,,
1809,1810,0.082433,744,14.0361996,-119.66529,35.158506,257229.2,3893870,,
2376,2377,0.082419,728,2.0248699,-119.667591,35.15503,257009.2,3893490,,
2079,2080,0.082379,732,2.8624101,-119.667211,35.156841,257049.2,3893690,,
1618,1619,0.082361,738,2.5805399,-119.6719,35.159262,256629.2,3893970,,
1499,1500,0.082299,744,6.0753298,-119.671485,35.159992,256669.2,3894050,,
620,621,0.082253,764,6.2393899,-119.676304,35.166376,256249.2,3894770,,
709,710,0.082245,767,3.5404799,-119.678261,35.165792,256069.2,3894710,,
415,416,0.082098,767,2.95035,-119.678089,35.167238,256089.2,3894870,,
1821,1822,0.082082,742,3.8510301,-119.669671,35.158229,256829.2,3893850,,
2108,2109,0.082076,732,2.0871301,-119.667425,35.156656,257029.2,3893670,,
2605,2606,0.082051,723,4.5202298,-119.667105,35.153599,257049.2,3893330,,
1009,1010,0.082008,770,5.8851299,-119.67117,35.163785,256709.2,3894470,,
2419,2420,0.082001,-9999,4.0760598,-119.67087,35.154597,256709.2,3893450,,
646,647,0.081965,765,3.5763299,-119.678053,35.166157,256089.2,3894750,,
1273,1274,0.0819,766,4.5482702,-119.668686,35.161676,256929.2,3894230,,
2246,2247,0.081877,723,1.13226,-119.670247,35.155693,256769.2,3893570,,
590,591,0.081874,777,6.8552599,-119.674994,35.166585,256369.2,3894790,,
2397,2398,0.081809,721,2.5304899,-119.66934,35.154811,256849.2,3893470,,
1887,1888,0.081804,739,4.0760598,-119.669002,35.157884,256889.2,3893810,,
1454,1455,0.081769,758,5.6437101,-119.668865,35.16041,256909.2,3894090,,
1717,1718,0.081537,735,4.0760598,-119.671005,35.158741,256709.2,3893910,,
673,674,0.0815,764,3.1996,-119.679364,35.165947,255969.2,3894730,,
457,458,0.081491,767,2.5805399,-119.678083,35.167057,256089.2,3894850,,
357,358,0.081473,767,2.7251401,-119.682044,35.16733,255729.2,3894890,,
2326,2327,0.081463,732,2.0871301,-119.665848,35.155429,257169.2,3893530,,
822,823,0.08139,760,-9999,-119.678018,35.165076,256089.2,3894630,,
1930,1931,0.081382,740,4.79318,-119.666363,35.157761,257129.2,3893790,,
2049,2050,0.081336,735,5.7105899,-119.667217,35.157021,257049.2,3893710,,
478,479,0.081259,765,0,-119.682465,35.16678,255689.2,3894830,,
810,811,0.081227,764,2.7251401,-119.674953,35.165324,256369.2,3894650,,
693,694,0.081225,767,5.7547402,-119.674976,35.166044,256369.2,3894730,,
475,476,0.081102,764,2.5805399,-119.683123,35.166766,255629.2,3894830,,
1002,1003,0.080996,761,3.5404799,-119.672706,35.163751,256569.2,3894470,,
1600,1601,0.080955,749,4.5482702,-119.669274,35.1595,256869.2,3893990,,
1673,1674,0.080829,752,5.07621,-119.66663,35.159198,257109.2,3893950,,
2509,2510,0.080767,719,2.0248699,-119.669755,35.154081,256809.2,3893390,,
2122,2123,0.080759,723,1.4321001,-119.670929,35.156399,256709.2,3893650,,
1590,1591,0.080755,738,2.5304899,-119.671467,35.159452,256669.2,3893990,,
2621,2622,0.080737,717,0,-119.669512,35.153365,256829.2,3893310,,
1674,1675,0.080701,750,3.8510301,-119.66641,35.159203,257129.2,3893950,,
227,228,0.080643,767,5.4612598,-119.679874,35.168099,255929.2,3894970,,
1708,1709,0.08061,750,8.6034002,-119.665966,35.159032,257169.2,3893930,,
554,555,0.080484,776,7.12502,-119.674561,35.166775,256409.2,3894810,,
1504,1505,0.080413,745,4.5482702,-119.670388,35.160016,256769.2,3894050,,
2319,2320,0.08041,728,2.5805399,-119.667384,35.155395,257029.2,3893530,,
2464,2465,0.080389,725,3.5763299,-119.667354,35.154495,257029.2,3893430,,
2799,2800,0.080367,741,11.0151997,-119.665529,35.152371,257189.2,3893190,,
2218,2219,0.080353,725,2.2636399,-119.669814,35.155883,256809.2,3893590,,
454,455,0.080335,766,4.3480902,-119.678741,35.167043,256029.2,3894850,,
1535,1536,0.080323,745,5.6437101,-119.670163,35.159841,256789.2,3894030,,
2244,2245,0.080244,723,1.60105,-119.670686,35.155683,256729.2,3893570,,
272,273,0.080242,774,5.4612598,-119.677016,35.167982,256189.2,3894950,,
525,526,0.080194,763,7.0004802,-119.680923,35.166634,255829.2,3894810,,
2625,2626,0.080168,719,3.1996,-119.668635,35.153385,256909.2,3893310,,
2400,2401,0.080162,724,2.8624101,-119.668682,35.154826,256909.2,3893470,,
1201,1202,0.080069,767,10.3269997,-119.668923,35.162212,256909.2,3894290,,
803,804,0.080063,757,3.5763299,-119.676488,35.16529,256229.2,3894650,,
593,594,0.079966,777,7.2646298,-119.674336,35.166599,256429.2,3894790,,
265,266,0.079891,771,3.1996,-119.678551,35.167948,256049.2,3894950,,
1811,1812,0.079886,734,3.23927,-119.671865,35.158181,256629.2,3893850,,
2657,2658,0.079813,721,0.506415,-119.667532,35.153229,257009.2,3893290,,
1659,1660,0.079774,745,3.39325,-119.669701,35.15913,256829.2,3893950,,
1099,1100,0.079772,758,6.5548201,-119.672676,35.16285,256569.2,3894370,,
613,614,0.079752,764,0.71616,-119.67784,35.166342,256109.2,3894770,,
2508,2509,0.079671,718,0.71616,-119.669975,35.154076,256789.2,3893390,,
2041,2042,0.07967,729,4.2891502,-119.668972,35.156983,256889.2,3893710,,
2430,2431,0.079633,726,2.0248699,-119.668457,35.154651,256929.2,3893450,,
2273,2274,0.079555,722,2.2636399,-119.670899,35.155498,256709.2,3893550,,
1596,1597,0.079505,742,3.8510301,-119.670151,35.159481,256789.2,3893990,,
1995,1996,0.079441,739,8.9433498,-119.665693,35.157416,257189.2,3893750,,
1867,1868,0.07942,744,4.0760598,-119.666594,35.158117,257109.2,3893830,,
1026,1027,0.079341,770,4.9751902,-119.671384,35.1636,256689.2,3894450,,
677,678,0.079239,767,0.71616,-119.678486,35.165967,256049.2,3894730,,
1267,1268,0.079225,762,6.4579501,-119.670003,35.161647,256809.2,3894230,,
670,671,0.079202,760,3.5763299,-119.680022,35.165933,255909.2,3894730,,
863,864,0.079128,764,9.7381802,-119.674283,35.164978,256429.2,3894610,,
2399,2400,0.079115,724,2.8624101,-119.668901,35.154821,256889.2,3893470,,
2920,2921,0.079087,728,-9999,-119.665719,35.151466,257169.2,3893090,,
814,815,0.079065,770,4.0446901,-119.674075,35.165343,256449.2,3894650,,
8,9,0.079016,782,-9999,-119.679067,35.170281,256009.2,3895210,,
1689,1690,0.078985,741,5.36764,-119.670134,35.15894,256789.2,3893930,,
1824,1825,0.07893,741,2.7251401,-119.669013,35.158244,256889.2,3893850,,
1075,1076,0.078878,759,6.6312499,-119.67356,35.163011,256489.2,3894390,,
2899,2900,0.078848,734,-9999,-119.665505,35.151651,257189.2,3893110,,
1798,1799,0.078813,746,7.2126002,-119.667703,35.158453,257009.2,3893870,,
2075,2076,0.078796,729,4.5202298,-119.668089,35.156822,256969.2,3893690,,
213,214,0.078748,782,6.2393899,-119.676589,35.168352,256229.2,3894990,,
2217,2218,0.078709,724,2.7251401,-119.670033,35.155878,256789.2,3893590,,
595,596,0.0787,763,-9999,-119.681789,35.166254,255749.2,3894770,,
1529,1530,0.078667,740,5.0511498,-119.671479,35.159812,256669.2,3894030,,
1249,1250,0.078657,770,8.18785,-119.668692,35.161856,256929.2,3894250,,
2124,2125,0.078637,726,2.95035,-119.67049,35.156409,256749.2,3893650,,
1095,1096,0.078592,756,5.6437101,-119.673554,35.162831,256489.2,3894370,,
2077,2078,0.078581,732,4.5482702,-119.66765,35.156832,257009.2,3893690,,
852,853,0.078563,757,2.5304899,-119.676696,35.164925,256209.2,3894610,,
576,577,0.078493,765,0.506415,-119.678065,35.166517,256089.2,3894790,,
2904,2905,0.078445,711,4.0446901,-119.669228,35.151389,256849.2,3893090,,
2045,2046,0.078404,731,3.39325,-119.668095,35.157002,256969.2,3893710,,
1683,1684,0.078348,737,2.0871301,-119.67145,35.158911,256669.2,3893930,,
1417,1418,0.078286,748,2.8624101,-119.670845,35.160547,256729.2,3894110,,
1461,1462,0.078265,761,17.8160992,-119.667329,35.160444,257049.2,3894090,,
2228,2229,0.078245,728,3.0775199,-119.667621,35.155931,257009.2,3893590,,
2184,2185,0.078185,724,2.0871301,-119.670697,35.156043,256729.2,3893610,,
313,314,0.078118,775,9.3365803,-119.675474,35.167836,256329.2,3894930,,
1866,1867,0.078074,744,3.0775199,-119.666814,35.158112,257089.2,3893830,,
2679,2680,0.078018,718,3.6817801,-119.668623,35.153024,256909.2,3893270,,
861,862,0.077887,759,7.6838899,-119.674721,35.164968,256389.2,3894610,,
2012,2013,0.077845,732,5.36764,-119.668759,35.157168,256909.2,3893730,,
1526,1527,0.077774,742,4.0760598,-119.672137,35.159797,256609.2,3894030,,
1477,1478,0.077765,748,6.6312499,-119.669956,35.160206,256809.2,3894070,,
384,385,0.077669,773,7.86096,-119.67612,35.167461,256269.2,3894890,,
2411,2412,0.07762,731,6.0545001,-119.666269,35.154879,257129.2,3893470,,
1770,1771,0.077593,747,5.2723298,-119.666612,35.158657,257109.2,3893890,,
1221,1222,0.077586,763,3.23927,-119.669576,35.162017,256849.2,3894270,,
723,724,0.077462,767,7.5689402,-119.67519,35.165859,256349.2,3894710,,
1981,1982,0.077458,732,5.7105899,-119.668764,35.157348,256909.2,3893750,,
2220,2221,0.077451,727,2.7251401,-119.669375,35.155892,256849.2,3893590,,
2211,2212,0.077345,-9999,6.0753298,-119.664775,35.156174,257269.2,3893610,,
2703,2704,0.077339,716,1.13226,-119.669275,35.15283,256849.2,3893250,,
2338,2339,0.077328,721,2.2636399,-119.669571,35.155167,256829.2,3893510,,
958,959,0.07728,757,3.6817801,-119.674692,35.164068,256389.2,3894510,,
1481,1482,0.077186,755,7.0719199,-119.669078,35.160225,256889.2,3894070,,
2485,2486,0.07709,723,2.5805399,-119.668884,35.154281,256889.2,3893410,,
1007,1008,0.077078,769,5.07621,-119.671609,35.163775,256669.2,3894470,,
1225,1226,0.077017,770,9.5848703,-119.668698,35.162037,256929.2,3894270,,
1957,1958,0.07695,741,5.7547402,-119.667235,35.157562,257049.2,3893770,,
2001,2002,0.076923,725,3.39325,-119.671172,35.157115,256689.2,3893730,,
2862,2863,0.076902,716,1.60105,-119.668582,35.151763,256909.2,3893130,,
1377,1378,0.076845,763,10.2194004,-119.668005,35.16097,256989.2,3894150,,
1929,1930,0.076823,742,5.5760102,-119.666583,35.157757,257109.2,3893790,,
2097,2098,0.076665,729,2.0248699,-119.669838,35.156603,256809.2,3893670,,
530,531,0.076655,764,2.5304899,-119.679826,35.166658,255929.2,3894810,,
1440,1441,0.076646,745,3.23927,-119.671936,35.160343,256629.2,3894090,,
1675,1676,0.076637,750,5.4612598,-119.666191,35.159207,257149.2,3893950,,
560,561,0.076541,764,4.3187199,-119.681575,35.166439,255769.2,3894790,,
2385,2386,0.076472,736,11.1034002,-119.665617,35.155074,257189.2,3893490,,
1083,1084,0.076448,762,3.94906,-119.671805,35.16305,256649.2,3894390,,
2535,2536,0.076407,718,1.13226,-119.670188,35.153891,256769.2,3893370,,
1308,1309,0.07614,751,0,-119.671965,35.161243,256629.2,3894190,,
2381,2382,0.07614,730,0.71616,-119.666494,35.155054,257109.2,3893490,,
2110,2111,0.076131,732,1.60105,-119.666986,35.156666,257069.2,3893670,,
1059,1060,0.076084,761,2.0248699,-119.672688,35.163211,256569.2,3894410,,
1118,1119,0.07602,755,3.8510301,-119.67289,35.162665,256549.2,3894350,,
1505,1506,0.075988,746,4.5482702,-119.670169,35.160021,256789.2,3894050,,
2195,2196,0.075904,725,3.8510301,-119.668285,35.156097,256949.2,3893610,,
1063,1064,0.075901,762,5.8851299,-119.671811,35.16323,256649.2,3894410,,
1452,1453,0.075851,755,7.70016,-119.669303,35.160401,256869.2,3894090,,
1003,1004,0.075846,762,4.5482702,-119.672486,35.163756,256589.2,3894470,,
1123,1124,0.075846,760,2.95035,-119.671793,35.162689,256649.2,3894350,,
986,987,0.07584,767,8.1112804,-119.672273,35.163941,256609.2,3894490,,
302,303,0.07581,772,2.8624101,-119.677887,35.167783,256109.2,3894930,,
1580,1581,0.075699,760,9.8764696,-119.666867,35.159733,257089.2,3894010,,
1581,1582,0.075622,760,12.0771999,-119.666647,35.159738,257109.2,3894010,,
665,666,0.075515,774,4.79318,-119.673885,35.166249,256469.2,3894750,,
39,40,0.075512,779,4.65874,-119.678391,35.169755,256069.2,3895150,,
1168,1169,0.075498,759,5.15065,-119.671342,35.162339,256689.2,3894310,,
1493,1494,0.075498,743,2.5304899,-119.672801,35.159963,256549.2,3894050,,
1234,1235,0.075453,750,3.23927,-119.671983,35.161784,256629.2,3894250,,
1048,1049,0.075405,767,7.0004802,-119.67072,35.163434,256749.2,3894430,,
765,766,0.075384,764,2.7251401,-119.678907,35.165417,256009.2,3894670,,
2536,2537,0.075375,718,1.13226,-119.669969,35.153896,256789.2,3893370,,
1432,1433,0.075326,767,12.4701004,-119.667554,35.16062,257029.2,3894110,,
144,145,0.075237,775,6.1579199,-119.679891,35.16864,255929.2,3895030,,
2850,2851,0.075207,730,7.70016,-119.665736,35.152006,257169.2,3893150,,
1046,1047,0.075194,767,6.7814498,-119.671158,35.163425,256709.2,3894430,,
2240,2241,0.075174,739,7.4352999,-119.664988,35.155989,257249.2,3893590,,
1326,1327,0.075047,770,10.6999998,-119.668017,35.161331,256989.2,3894190,,
2010,2011,0.07504,733,5.7105899,-119.669197,35.157158,256869.2,3893730,,
2965,2966,0.074831,711,3.5404799,-119.668333,35.150867,256929.2,3893030,,
2,3,0.074735,-9999,-9999,-119.679073,35.170461,256009.2,3895230,,
1927,1928,0.074565,744,3.94906,-119.667021,35.157747,257069.2,3893790,,
1578,1579,0.074462,753,9.7381802,-119.667305,35.159724,257049.2,3894010,,
1751,1752,0.074307,734,4.65874,-119.67078,35.158565,256729.2,3893890,,
2336,2337,0.07427,722,4.0760598,-119.67001,35.155157,256789.2,3893510,,
1881,1882,0.074255,735,5.07621,-119.670318,35.157855,256769.2,3893810,,
1707,1708,0.074253,750,6.3793702,-119.666185,35.159027,257149.2,3893930,,
1231,1232,0.074146,751,1.82533,-119.672641,35.161769,256569.2,3894250,,
1162,1163,0.074084,755,3.39325,-119.672659,35.16231,256569.2,3894310,,
1233,1234,0.074082,750,3.1996,-119.672202,35.161779,256609.2,3894250,,
380,381,0.074012,772,6.5548201,-119.676998,35.167442,256189.2,3894890,,
2755,2756,0.073974,714,3.0357201,-119.669483,35.152465,256829.2,3893210,,
1510,1511,0.073835,755,7.2126002,-119.669072,35.160045,256889.2,3894050,,
552,553,0.07382,777,4.79318,-119.675,35.166765,256369.2,3894810,,
1565,1566,0.073817,742,5.5760102,-119.670157,35.159661,256789.2,3894010,,
2704,2705,0.073792,716,1.82533,-119.669056,35.152835,256869.2,3893250,,
7,8,0.07376,784,-9999,-119.679286,35.170276,255989.2,3895210,,
911,912,0.073746,766,5.15065,-119.673393,35.164637,256509.2,3894570,,
55,56,0.073696,782,5.5760102,-119.677727,35.169589,256129.2,3895130,,
702,703,0.073677,761,3.23927,-119.679797,35.165758,255929.2,3894710,,
1847,1848,0.073581,731,4.3187199,-119.670982,35.15802,256709.2,3893830,,
1650,1651,0.073543,737,1.60105,-119.671675,35.159087,256649.2,3893950,,
1776,1777,0.073517,743,13.6422005,-119.665296,35.158686,257229.2,3893890,,
1586,1587,0.0735,741,3.23927,-119.672345,35.159432,256589.2,3893990,,
735,736,0.073405,763,3.1996,-119.679133,35.165592,255989.2,3894690,,
301,302,0.073366,772,3.1996,-119.678107,35.167778,256089.2,3894930,,
828,829,0.073233,757,2.7251401,-119.676702,35.165105,256209.2,3894630,,
2339,2340,0.073203,721,1.51893,-119.669352,35.155172,256849.2,3893510,,
400,401,0.073125,767,3.6817801,-119.68138,35.167165,255789.2,3894870,,
238,239,0.073105,773,0,-119.67746,35.168153,256149.2,3894970,,
486,487,0.073093,766,5.6437101,-119.68071,35.166819,255849.2,3894830,,
2568,2569,0.073059,719,4.0446901,-119.669085,35.153735,256869.2,3893350,,
2247,2248,0.072975,724,2.5805399,-119.670028,35.155698,256789.2,3893570,,
1230,1231,0.072965,751,1.60105,-119.67286,35.161765,256549.2,3894250,,
2493,2494,0.072951,725,5.7547402,-119.667129,35.154319,257049.2,3893410,,
746,747,0.07295,760,3.23927,-119.676719,35.165645,256209.2,3894690,,
79,80,0.072947,779,2.8624101,-119.67969,35.169185,255949.2,3895090,,
1143,1144,0.072928,757,4.3187199,-119.672006,35.162504,256629.2,3894330,,
1475,1476,0.072866,745,4.5482702,-119.670394,35.160196,256769.2,3894070,,
2539,2540,0.072747,719,4.0446901,-119.669311,35.153911,256849.2,3893370,,
2176,2177,0.072708,737,10.9708004,-119.665878,35.15633,257169.2,3893630,,
846,847,0.072518,771,6.0545001,-119.672753,35.165192,256569.2,3894630,,
1785,1786,0.072517,736,4.7666001,-119.670555,35.15839,256749.2,3893870,,
1084,1085,0.07244,762,4.65874,-119.671585,35.163055,256669.2,3894390,,
338,339,0.072432,772,4.65874,-119.677881,35.167603,256109.2,3894910,,
1293,1294,0.072432,759,6.0960798,-119.669777,35.161472,256829.2,3894210,,
1098,1099,0.072405,758,5.8851299,-119.672896,35.162845,256549.2,3894370,,
1384,1385,0.072381,749,4.79318,-119.672167,35.160698,256609.2,3894130,,
1078,1079,0.072376,761,5.1996698,-119.672902,35.163026,256549.2,3894390,,
1210,1211,0.072345,750,5.4612598,-119.671989,35.161964,256629.2,3894270,,
1996,1997,0.072338,746,12.6992998,-119.665474,35.15742,257209.2,3893750,,
1539,1540,0.072269,749,5.7547402,-119.669286,35.15986,256869.2,3894030,,
1314,1315,0.072213,756,6.6312499,-119.670649,35.161273,256749.2,3894190,,
704,705,0.072165,764,3.5404799,-119.679358,35.165767,255969.2,3894710,,
2064,2065,0.072154,726,4.0760598,-119.670502,35.156769,256749.2,3893690,,
212,213,0.07215,780,10.9819002,-119.676808,35.168348,256209.2,3894990,,
1020,1021,0.072145,761,2.0248699,-119.6727,35.163571,256569.2,3894450,,
2780,2781,0.072123,713,1.60105,-119.669696,35.15228,256809.2,3893190,,
1039,1040,0.072047,761,0.71616,-119.672694,35.163391,256569.2,3894430,,
2219,2220,0.072019,727,2.0248699,-119.669595,35.155887,256829.2,3893590,,
2119,2120,0.07185,747,2.7251401,-119.665012,35.15671,257249.2,3893670,,
2158,2159,0.071797,727,3.8510301,-119.669826,35.156243,256809.2,3893630,,
2416,2417,0.071723,746,8.6034002,-119.665172,35.154903,257229.2,3893470,,
1040,1041,0.071684,761,1.82533,-119.672475,35.163396,256589.2,3894430,,
1965,1966,0.071677,746,12.7559004,-119.66548,35.157601,257209.2,3893770,,
522,523,0.071585,764,5.0511498,-119.681581,35.166619,255769.2,3894810,,
659,660,0.071526,770,7.6675801,-119.675202,35.16622,256349.2,3894750,,
252,253,0.071521,769,2.5805399,-119.681403,35.167885,255789.2,3894950,,
1247,1248,0.071515,767,6.2393899,-119.669131,35.161847,256889.2,3894250,,
2078,2079,0.071505,732,2.95035,-119.667431,35.156837,257029.2,3893690,,
1782,1783,0.071357,732,2.5805399,-119.671213,35.158376,256689.2,3893870,,
2306,2307,0.071338,723,2.7251401,-119.670235,35.155332,256769.2,3893530,,
2457,2458,0.071313,724,2.5304899,-119.66889,35.154461,256889.2,3893430,,
2783,2784,0.071235,716,2.95035,-119.669038,35.152294,256869.2,3893190,,
502,503,0.071209,764,5.0511498,-119.6772,35.166897,256169.2,3894830,,
1523,1524,0.071194,742,-9999,-119.672795,35.159783,256549.2,3894030,,
438,439,0.071156,765,1.60105,-119.682251,35.166965,255709.2,3894850,,
22,23,0.071139,784,-9999,-119.679713,35.169906,255949.2,3895170,,
476,477,0.071052,764,2.5304899,-119.682903,35.16677,255649.2,3894830,,
1705,1706,0.071048,752,5.6437101,-119.666624,35.159018,257109.2,3893930,,
2019,2020,0.07102,738,6.4579501,-119.667223,35.157202,257049.2,3893730,,
2216,2217,0.070946,723,2.0248699,-119.670253,35.155873,256769.2,3893590,,
1207,1208,0.070913,751,2.8624101,-119.672647,35.16195,256569.2,3894270,,
1114,1115,0.0709,752,5.6437101,-119.673767,35.162646,256469.2,3894350,,
1229,1230,0.070752,752,1.82533,-119.67308,35.16176,256529.2,3894250,,
204,205,0.070678,771,3.1996,-119.678563,35.168309,256049.2,3894990,,
1754,1755,0.070639,740,5.90657,-119.670122,35.15858,256789.2,3893890,,
1117,1118,0.070627,755,3.64697,-119.673109,35.16266,256529.2,3894350,,
2947,2948,0.070543,713,4.65874,-119.668339,35.151048,256929.2,3893050,,
2594,2595,0.07053,717,0.506415,-119.669518,35.153546,256829.2,3893330,,
1738,1739,0.070522,749,6.3793702,-119.666399,35.158842,257129.2,3893910,,
1177,1178,0.070513,767,4.0446901,-119.669368,35.162382,256869.2,3894310,,
1271,1272,0.070459,765,6.6312499,-119.669125,35.161667,256889.2,3894230,,
2111,2112,0.07043,732,2.5304899,-119.666767,35.156671,257089.2,3893670,,
2227,2228,0.070319,727,2.5304899,-119.66784,35.155926,256989.2,3893590,,
2369,2370,0.070271,722,2.8624101,-119.669127,35.154996,256869.2,3893490,,
1720,1721,0.070262,738,5.6437101,-119.670347,35.158755,256769.2,3893910,,
462,463,0.070242,768,6.5740099,-119.676986,35.167082,256189.2,3894850,,
796,797,0.070187,761,4.79318,-119.678024,35.165256,256089.2,3894650,,
2334,2335,0.070166,721,2.95035,-119.670449,35.155147,256749.2,3893510,,
404,405,0.070089,767,3.1996,-119.680502,35.167184,255869.2,3894870,,
2512,2513,0.070078,722,4.0446901,-119.669097,35.154096,256869.2,3893390,,
2852,2853,0.069995,740,10.1470003,-119.665298,35.152016,257209.2,3893150,,
703,704,0.069907,763,3.1996,-119.679577,35.165762,255949.2,3894710,,
1223,1224,0.069902,767,5.6437101,-119.669137,35.162027,256889.2,3894270,,
1544,1545,0.069894,756,6.0960798,-119.668189,35.159885,256969.2,3894030,,
739,740,0.069846,765,4.0446901,-119.678255,35.165611,256069.2,3894690,,
236,237,0.069839,773,0,-119.677899,35.168143,256109.2,3894970,,
