FID,pointid,shrub_cov,Elev,Slope,x_wgs,y_wgs,x_utm,y_utm,lat,lng
1895,1896,0.128965,743,4.0760598,-119.667247,35.157922,257049.2,3893810,,
815,816,0.128836,770,2.95035,-119.673856,35.165348,256469.2,3894650,,
923,924,0.128812,757,0.506415,-119.674923,35.164423,256369.2,3894550,,
1564,1565,0.128801,740,6.0545001,-119.670377,35.159656,256769.2,3894010,,
648,649,0.128714,763,3.6817801,-119.677615,35.166166,256129.2,3894750,,
2145,2146,0.128564,736,10.5618,-119.665883,35.15651,257169.2,3893650,,
392,393,0.128559,764,3.8510301,-119.683135,35.167126,255629.2,3894870,,
452,453,0.128542,766,4.1687398,-119.67918,35.167033,255989.2,3894850,,
858,859,0.12847,760,3.8510301,-119.67538,35.164954,256329.2,3894610,,
267,268,0.128458,773,2.0248699,-119.678113,35.167958,256089.2,3894950,,
906,907,0.12842,758,3.6817801,-119.67449,35.164613,256409.2,3894570,,
423,424,0.128403,769,7.1601801,-119.676334,35.167276,256249.2,3894870,,
333,334,0.128402,769,1.51893,-119.678978,35.167578,256009.2,3894910,,
353,354,0.128301,765,4.0760598,-119.682921,35.167311,255649.2,3894890,,
939,940,0.12826,-9999,-9999,-119.675356,35.164233,256329.2,3894530,,
206,207,0.128232,773,2.0248699,-119.678124,35.168318,256089.2,3894990,,
18,19,0.128195,779,5.6437101,-119.678622,35.17011,256049.2,3895190,,
142,143,0.128174,775,5.7105899,-119.68033,35.16863,255889.2,3895030,,
1792,1793,0.128099,741,3.1996,-119.669019,35.158424,256889.2,3893870,,
1011,1012,0.128074,770,6.3197699,-119.670731,35.163795,256749.2,3894470,,
1181,1182,0.128014,754,2.7251401,-119.673311,35.162115,256509.2,3894290,,
47,48,0.128,779,3.6817801,-119.679482,35.16955,255969.2,3895130,,
503,504,0.127987,764,6.0753298,-119.67698,35.166902,256189.2,3894830,,
1872,1873,0.127987,745,8.8876495,-119.665498,35.158141,257209.2,3893830,,
915,916,0.12767,770,7.2126002,-119.672516,35.164657,256589.2,3894570,,
1262,1263,0.127594,753,6.6312499,-119.671099,35.161623,256709.2,3894230,,
1962,1963,0.127585,737,2.5304899,-119.666138,35.157586,257149.2,3893770,,
1256,1257,0.127459,750,2.0871301,-119.672416,35.161594,256589.2,3894230,,
148,149,0.127398,774,3.94906,-119.679014,35.168659,256009.2,3895030,,
411,412,0.127358,767,3.5763299,-119.678966,35.167218,256009.2,3894870,,
1922,1923,0.127159,738,6.0960798,-119.668118,35.157723,256969.2,3893790,,
1831,1832,0.127074,746,5.36764,-119.667478,35.158278,257029.2,3893850,,
94,95,0.12704,777,3.0357201,-119.680781,35.168981,255849.2,3895070,,
583,584,0.127001,765,4.5202298,-119.67653,35.166551,256229.2,3894790,,
2368,2369,0.126975,721,1.82533,-119.669346,35.154992,256849.2,3893490,,
173,174,0.126938,771,5.8851299,-119.679227,35.168474,255989.2,3895010,,
1056,1057,0.126879,759,4.5482702,-119.673346,35.163196,256509.2,3894410,,
2557,2558,0.126823,743,8.18785,-119.665362,35.153998,257209.2,3893370,,
1368,1369,0.126722,755,4.5202298,-119.669979,35.160927,256809.2,3894150,,
2640,2641,0.126678,739,2.5805399,-119.665345,35.153457,257209.2,3893310,,
2150,2151,0.126633,-9999,4.79318,-119.664787,35.156534,257269.2,3893650,,
145,146,0.12661,775,6.7814498,-119.679672,35.168645,255949.2,3895030,,
246,247,0.126583,770,-9999,-119.68272,35.167856,255669.2,3894950,,
982,983,0.126498,762,4.0446901,-119.67315,35.163921,256529.2,3894490,,
1668,1669,0.12633,752,4.9751902,-119.667727,35.159174,257009.2,3893950,,
285,286,0.126314,769,1.13226,-119.681617,35.1677,255769.2,3894930,,
864,865,0.126199,764,8.6753902,-119.674063,35.164983,256449.2,3894610,,
2745,2746,0.126108,740,9.2164602,-119.665979,35.152722,257149.2,3893230,,
1641,1642,0.125886,754,6.1373801,-119.666855,35.159373,257089.2,3893970,,
624,625,0.125835,772,7.4857101,-119.675427,35.166395,256329.2,3894770,,
494,495,0.12566,764,2.1475899,-119.678955,35.166858,256009.2,3894830,,
1726,1727,0.125544,744,3.5763299,-119.669031,35.158784,256889.2,3893910,,
841,842,0.125488,769,4.9751902,-119.67385,35.165168,256469.2,3894630,,
792,793,0.125435,773,6.1373801,-119.672984,35.165548,256549.2,3894670,,
2740,2741,0.125395,723,4.3480902,-119.667076,35.152698,257049.2,3893230,,
1664,1665,0.125305,748,4.0760598,-119.668604,35.159154,256929.2,3893950,,
1643,1644,0.125267,752,8.18785,-119.666416,35.159383,257129.2,3893970,,
1312,1313,0.125266,751,5.0511498,-119.671088,35.161263,256709.2,3894190,,
2437,2438,0.125237,729,4.9751902,-119.666921,35.154684,257069.2,3893450,,
2318,2319,0.125226,727,2.5805399,-119.667603,35.15539,257009.2,3893530,,
108,109,0.125134,780,3.0775199,-119.677709,35.169049,256129.2,3895070,,
750,751,0.125134,759,5.36764,-119.675842,35.165665,256289.2,3894690,,
102,103,0.125107,775,3.0357201,-119.679026,35.16902,256009.2,3895070,,
924,925,0.124997,757,1.4321001,-119.674704,35.164428,256389.2,3894550,,
834,835,0.124983,759,5.0006399,-119.675386,35.165134,256329.2,3894630,,
721,722,0.124782,761,7.2126002,-119.675629,35.16585,256309.2,3894710,,
983,984,0.124743,762,4.79318,-119.672931,35.163926,256549.2,3894490,,
1815,1816,0.124728,732,3.1996,-119.670988,35.1582,256709.2,3893850,,
36,37,0.124623,778,4.5482702,-119.679049,35.16974,256009.2,3895150,,
216,217,0.124601,-9999,-9999,-119.682287,35.168046,255709.2,3894970,,
1303,1304,0.124368,750,4.3187199,-119.673062,35.161219,256529.2,3894190,,
396,397,0.124279,765,2.7251401,-119.682257,35.167145,255709.2,3894870,,
859,860,0.1242,760,4.0760598,-119.67516,35.164959,256349.2,3894610,,
904,905,0.124155,757,1.82533,-119.674929,35.164603,256369.2,3894570,,
1684,1685,0.124022,737,2.7251401,-119.67123,35.158916,256689.2,3893930,,
531,532,0.123845,764,0.71616,-119.679607,35.166663,255949.2,3894810,,
194,195,0.12372,771,5.15065,-119.680757,35.16826,255849.2,3894990,,
1622,1623,0.123666,737,2.0248699,-119.671023,35.159281,256709.2,3893970,,
2410,2411,0.123643,730,1.82533,-119.666489,35.154874,257109.2,3893470,,
158,159,0.12361,782,8.7751198,-119.67682,35.168708,256209.2,3895030,,
372,373,0.12357,768,2.8624101,-119.678753,35.167403,256029.2,3894890,,
1414,1415,0.123522,748,3.39325,-119.671503,35.160533,256669.2,3894110,,
657,658,0.123358,766,9.0536499,-119.67564,35.16621,256309.2,3894750,,
2117,2118,0.123252,747,8.2485704,-119.665451,35.1567,257209.2,3893670,,
6,7,0.123208,784,-9999,-119.679506,35.170271,255969.2,3895210,,
836,837,0.12318,763,4.5202298,-119.674947,35.165144,256369.2,3894630,,
985,986,0.123175,764,7.2126002,-119.672492,35.163936,256589.2,3894490,,
304,305,0.123054,772,2.7251401,-119.677449,35.167793,256149.2,3894930,,
548,549,0.122716,772,6.4187899,-119.675877,35.166746,256289.2,3894810,,
179,180,0.122691,774,3.94906,-119.677911,35.168503,256109.2,3895010,,
1154,1155,0.122676,766,3.94906,-119.669593,35.162558,256849.2,3894330,,
1830,1831,0.122598,746,6.2393899,-119.667697,35.158273,257009.2,3893850,,
407,408,0.122546,764,1.4321001,-119.679844,35.167199,255929.2,3894870,,
888,889,0.122541,767,7.0719199,-119.673838,35.164808,256469.2,3894590,,
2559,2560,0.12254,744,8.5453501,-119.664924,35.154007,257249.2,3893370,,
1129,1130,0.122507,762,0.71616,-119.670477,35.162719,256769.2,3894350,,
751,752,0.122483,759,5.4380102,-119.675623,35.16567,256309.2,3894690,,
979,980,0.122418,757,2.8624101,-119.673809,35.163907,256469.2,3894490,,
2282,2283,0.122378,722,1.60105,-119.668925,35.155542,256889.2,3893550,,
2467,2468,0.122289,731,5.7547402,-119.666696,35.154509,257089.2,3893430,,
1259,1260,0.122204,749,1.4321001,-119.671758,35.161609,256649.2,3894230,,
58,59,0.121958,777,1.13226,-119.680354,35.169351,255889.2,3895110,,
391,392,0.121855,762,3.7409501,-119.683354,35.167121,255609.2,3894870,,
1203,1204,0.121737,751,4.0760598,-119.673524,35.16193,256489.2,3894270,,
998,999,0.121729,760,3.39325,-119.673583,35.163732,256489.2,3894470,,
981,982,0.121598,759,5.1996698,-119.67337,35.163917,256509.2,3894490,,
680,681,0.121591,765,5.1996698,-119.677828,35.165981,256109.2,3894730,,
1076,1077,0.121584,759,5.5760102,-119.67334,35.163016,256509.2,3894390,,
1265,1266,0.121564,758,7.0719199,-119.670441,35.161638,256769.2,3894230,,
2046,2047,0.121474,732,4.0446901,-119.667875,35.157007,256989.2,3893710,,
588,589,0.121468,775,6.2393899,-119.675433,35.166575,256329.2,3894790,,
1829,1830,0.12146,743,6.5740099,-119.667916,35.158268,256989.2,3893850,,
860,861,0.121369,759,6.4187899,-119.674941,35.164964,256369.2,3894610,,
668,669,0.121285,-9999,3.8510301,-119.680461,35.165923,255869.2,3894730,,
994,995,0.121237,755,3.5404799,-119.674461,35.163712,256409.2,3894470,,
614,615,0.121234,764,2.95035,-119.677621,35.166347,256129.2,3894770,,
1961,1962,0.121047,738,4.3187199,-119.666357,35.157581,257129.2,3893770,,
954,955,0.120996,772,5.7547402,-119.672065,35.164306,256629.2,3894530,,
823,824,0.120979,760,4.3187199,-119.677799,35.165081,256109.2,3894630,,
487,488,0.120942,765,4.3480902,-119.68049,35.166824,255869.2,3894830,,
334,335,0.120907,769,1.82533,-119.678759,35.167583,256029.2,3894910,,
2309,2310,0.120703,723,2.7251401,-119.669577,35.155347,256829.2,3893530,,
42,43,0.120688,784,5.0511498,-119.677733,35.169769,256129.2,3895150,,
9,10,0.120677,782,7.1445799,-119.678848,35.170285,256029.2,3895210,,
279,280,0.120672,767,-9999,-119.682933,35.167671,255649.2,3894930,,
1144,1145,0.120589,757,5.36764,-119.671787,35.162509,256649.2,3894330,,
177,178,0.120566,773,3.1996,-119.67835,35.168494,256069.2,3895010,,
1158,1159,0.120499,754,4.5202298,-119.673536,35.16229,256489.2,3894310,,
1534,1535,0.120456,743,6.6312499,-119.670382,35.159836,256769.2,3894030,,
2284,2285,0.120442,723,2.5304899,-119.668486,35.155551,256929.2,3893550,,
630,631,0.120395,773,5.5760102,-119.674111,35.166424,256449.2,3894770,,
1498,1499,0.120371,743,5.0006399,-119.671705,35.159987,256649.2,3894050,,
2647,2648,0.12036,717,1.4321001,-119.669726,35.15318,256809.2,3893290,,
1329,1330,0.120191,749,5.2723298,-119.672837,35.161044,256549.2,3894170,,
2149,2150,0.120138,747,4.5202298,-119.665006,35.156529,257249.2,3893650,,
23,24,0.120135,783,4.3187199,-119.679494,35.169911,255969.2,3895170,,
700,701,0.120105,774,4.5761399,-119.673441,35.166078,256509.2,3894730,,
2280,2281,0.119839,723,3.94906,-119.669364,35.155532,256849.2,3893550,,
995,996,0.1198,757,2.7251401,-119.674241,35.163717,256429.2,3894470,,
2086,2087,0.119786,740,10.4216003,-119.665676,35.156875,257189.2,3893690,,
1639,1640,0.119654,754,5.8851299,-119.667294,35.159363,257049.2,3893970,,
945,946,0.119524,757,4.3187199,-119.67404,35.164262,256449.2,3894530,,
111,112,0.119449,783,4.5761399,-119.677051,35.169063,256189.2,3895070,,
489,490,0.119369,765,1.4321001,-119.680052,35.166834,255909.2,3894830,,
1658,1659,0.119355,744,5.0511498,-119.66992,35.159125,256809.2,3893950,,
49,50,0.119352,777,3.0775199,-119.679043,35.16956,256009.2,3895130,,
629,630,0.11935,773,4.9751902,-119.67433,35.166419,256429.2,3894770,,
1567,1568,0.119346,748,5.7547402,-119.669718,35.159671,256829.2,3894010,,
242,243,0.119327,782,6.6312499,-119.676583,35.168172,256229.2,3894970,,
90,91,0.1193,783,2.7251401,-119.677276,35.169239,256169.2,3895090,,
1037,1038,0.119215,761,2.0871301,-119.673133,35.163381,256529.2,3894430,,
594,595,0.119099,777,8.4279604,-119.674116,35.166604,256449.2,3894790,,
1732,1733,0.118991,752,5.5760102,-119.667715,35.158813,257009.2,3893910,,
1833,1834,0.118944,745,2.5304899,-119.667039,35.158287,257069.2,3893850,,
1623,1624,0.118857,738,2.5805399,-119.670804,35.159286,256729.2,3893970,,
808,809,0.118854,759,5.7105899,-119.675391,35.165314,256329.2,3894650,,
1269,1270,0.118839,761,4.0760598,-119.669564,35.161657,256849.2,3894230,,
611,612,0.118763,764,3.1996,-119.678279,35.166332,256069.2,3894770,,
632,633,0.118737,757,6.5548201,-119.681125,35.166089,255809.2,3894750,,
1031,1032,0.118725,753,4.65874,-119.674449,35.163352,256409.2,3894430,,
2018,2019,0.1187,738,5.6437101,-119.667442,35.157197,257029.2,3893730,,
641,642,0.118699,765,2.1475899,-119.67915,35.166132,255989.2,3894750,,
679,680,0.118668,765,3.94906,-119.678048,35.165977,256089.2,3894730,,
2072,2073,0.118596,728,2.0871301,-119.668747,35.156808,256909.2,3893690,,
2069,2070,0.11858,728,1.13226,-119.669405,35.156793,256849.2,3893690,,
1150,1151,0.11855,762,1.4321001,-119.670471,35.162538,256769.2,3894330,,
1057,1058,0.118494,760,3.5763299,-119.673127,35.163201,256529.2,3894410,,
1558,1559,0.11847,739,3.8510301,-119.671693,35.159627,256649.2,3894010,,
2337,2338,0.118387,722,3.64697,-119.669791,35.155162,256809.2,3893510,,
1750,1751,0.118373,733,2.95035,-119.670999,35.158561,256709.2,3893890,,
2255,2256,0.11834,725,2.95035,-119.668273,35.155736,256949.2,3893570,,
1022,1023,0.118088,764,5.15065,-119.672261,35.163581,256609.2,3894450,,
2200,2201,0.118002,729,1.82533,-119.667188,35.156121,257049.2,3893610,,
984,985,0.117957,762,6.2393899,-119.672712,35.163931,256569.2,3894490,,
1640,1641,0.117953,757,1.60105,-119.667074,35.159368,257069.2,3893970,,
2501,2502,0.117839,747,1.13226,-119.665374,35.154358,257209.2,3893410,,
1310,1311,0.117662,749,2.5805399,-119.671526,35.161253,256669.2,3894190,,
934,935,0.117634,769,6.8552599,-119.67251,35.164476,256589.2,3894550,,
351,352,0.117482,763,-9999,-119.68336,35.167301,255609.2,3894890,,
110,111,0.117381,783,4.0446901,-119.677271,35.169058,256169.2,3895070,,
197,198,0.117362,767,7.2646298,-119.680099,35.168275,255909.2,3894990,,
928,929,0.117288,761,6.7255301,-119.673826,35.164447,256469.2,3894550,,
1784,1785,0.117216,734,4.3480902,-119.670774,35.158385,256729.2,3893870,,
1939,1940,0.11721,727,5.0511498,-119.671183,35.157475,256689.2,3893770,,
183,184,0.117169,773,9.2566795,-119.677033,35.168523,256189.2,3895010,,
951,952,0.117132,766,5.4380102,-119.672724,35.164291,256569.2,3894530,,
1488,1489,0.117094,761,6.0960798,-119.667543,35.160259,257029.2,3894070,,
1877,1878,0.117027,730,3.6817801,-119.671195,35.157835,256689.2,3893810,,
298,299,0.116894,769,2.0248699,-119.678765,35.167763,256029.2,3894930,,
303,304,0.116874,772,2.8624101,-119.677668,35.167788,256129.2,3894930,,
140,141,0.116867,775,4.7666001,-119.680769,35.16862,255849.2,3895030,,
2300,2301,0.116582,735,2.7251401,-119.664977,35.155629,257249.2,3893550,,
960,961,0.116573,757,2.8624101,-119.674253,35.164077,256429.2,3894510,,
2460,2461,0.116533,724,2.8624101,-119.668232,35.154475,256949.2,3893430,,
2452,2453,0.116485,718,3.0775199,-119.669986,35.154437,256789.2,3893430,,
905,906,0.116419,757,2.0248699,-119.67471,35.164608,256389.2,3894570,,
2201,2202,0.116312,729,2.0248699,-119.666968,35.156126,257069.2,3893610,,
377,378,0.116302,768,6.8552599,-119.677656,35.167427,256129.2,3894890,,
2151,2152,0.116175,723,-9999,-119.671361,35.156209,256669.2,3893630,,
922,923,0.116117,757,2.0871301,-119.675143,35.164418,256349.2,3894550,,
1319,1320,0.1161,759,4.5761399,-119.669552,35.161297,256849.2,3894190,,
259,260,0.116078,765,2.5805399,-119.679868,35.167919,255929.2,3894950,,
699,700,0.116013,774,3.5763299,-119.67366,35.166074,256489.2,3894730,,
1671,1672,0.115959,756,3.5404799,-119.667068,35.159188,257069.2,3893950,,
1632,1633,0.115948,749,3.6817801,-119.668829,35.15933,256909.2,3893970,,
2113,2114,0.115926,734,4.0760598,-119.666328,35.156681,257129.2,3893670,,
2486,2487,0.115911,723,1.60105,-119.668664,35.154285,256909.2,3893410,,
495,496,0.115838,764,2.2636399,-119.678735,35.166863,256029.2,3894830,,
752,753,0.11582,760,7.5689402,-119.675403,35.165674,256329.2,3894690,,
2056,2057,0.115714,739,9.9510298,-119.665682,35.157055,257189.2,3893710,,
1603,1604,0.115634,753,6.1579199,-119.668616,35.159515,256929.2,3893990,,
1172,1173,0.115633,762,2.5304899,-119.670465,35.162358,256769.2,3894310,,
1482,1483,0.115612,755,5.15065,-119.668859,35.16023,256909.2,3894070,,
2345,2346,0.115561,727,2.0248699,-119.668036,35.155201,256969.2,3893510,,
2372,2373,0.115539,725,3.39325,-119.668469,35.155011,256929.2,3893490,,
1419,1420,0.11553,748,5.6437101,-119.670406,35.160557,256769.2,3894110,,
977,978,0.1155,756,1.60105,-119.674247,35.163897,256429.2,3894490,,
2409,2410,0.115455,730,1.82533,-119.666708,35.154869,257089.2,3893470,,
2522,2523,0.115397,728,7.86096,-119.666904,35.154144,257069.2,3893390,,
1999,2000,0.115382,-9999,-9999,-119.67161,35.157105,256649.2,3893730,,
2090,2091,0.115367,724,1.82533,-119.671373,35.156569,256669.2,3893670,,
2567,2568,0.115302,717,3.5404799,-119.669305,35.15373,256849.2,3893350,,
2477,2478,0.115275,716,3.1996,-119.670639,35.154242,256729.2,3893410,,
1749,1750,0.115266,733,3.1996,-119.671219,35.158556,256689.2,3893890,,
1050,1051,0.11526,764,5.4380102,-119.670281,35.163444,256789.2,3894430,,
300,301,0.115257,771,4.0446901,-119.678326,35.167773,256069.2,3894930,,
1442,1443,0.115256,746,4.0760598,-119.671497,35.160352,256669.2,3894090,,
1180,1181,0.115201,754,5.2723298,-119.67353,35.16211,256489.2,3894290,,
1538,1539,0.115199,748,4.5761399,-119.669505,35.159856,256849.2,3894030,,
2163,2164,0.115094,725,2.95035,-119.668729,35.156267,256909.2,3893630,,
1690,1691,0.114994,744,4.5202298,-119.669914,35.158945,256809.2,3893930,,
166,167,0.114952,773,6.0960798,-119.680763,35.16844,255849.2,3895010,,
999,1000,0.114938,760,3.5763299,-119.673364,35.163736,256509.2,3894470,,
2360,2361,0.11491,739,10.9708004,-119.664746,35.155273,257269.2,3893510,,
1775,1776,0.114819,743,7.4857101,-119.665515,35.158681,257209.2,3893890,,
180,181,0.114815,773,4.2891502,-119.677692,35.168508,256129.2,3895010,,
1096,1097,0.114801,756,5.15065,-119.673334,35.162836,256509.2,3894370,,
929,930,0.11476,763,7.70016,-119.673607,35.164452,256489.2,3894550,,
2401,2402,0.11457,726,2.5304899,-119.668463,35.154831,256929.2,3893470,,
474,475,0.114522,762,3.1996,-119.683342,35.166761,255609.2,3894830,,
412,413,0.11442,766,3.94906,-119.678747,35.167223,256029.2,3894870,,
2091,2092,0.114368,723,1.4321001,-119.671154,35.156574,256689.2,3893670,,
1609,1610,0.114314,753,7.2646298,-119.6673,35.159544,257049.2,3893990,,
1479,1480,0.114126,750,7.12502,-119.669517,35.160216,256849.2,3894070,,
34,35,0.114031,780,4.79318,-119.679488,35.16973,255969.2,3895150,,
781,782,0.113949,759,5.8851299,-119.675397,35.165494,256329.2,3894670,,
1286,1287,0.113862,751,4.5761399,-119.671313,35.161438,256689.2,3894210,,
147,148,0.113824,774,5.0006399,-119.679233,35.168654,255989.2,3895030,,
207,208,0.113793,773,1.4321001,-119.677905,35.168323,256109.2,3894990,,
43,44,0.113736,777,-9999,-119.68036,35.169531,255889.2,3895130,,
2224,2225,0.113734,724,2.5304899,-119.668498,35.155912,256929.2,3893590,,
1088,1089,0.113729,763,2.0248699,-119.670708,35.163074,256749.2,3894390,,
2162,2163,0.113532,725,3.1996,-119.668949,35.156262,256889.2,3893630,,
1212,1213,0.113521,752,7.5523701,-119.67155,35.161974,256669.2,3894270,,
1908,1909,0.113442,730,4.9751902,-119.671189,35.157655,256689.2,3893790,,
818,819,0.113264,771,4.79318,-119.673198,35.165363,256529.2,3894650,,
933,934,0.113246,766,5.0511498,-119.672729,35.164472,256569.2,3894550,,
2131,2132,0.113132,727,3.39325,-119.668954,35.156442,256889.2,3893650,,
895,896,0.113125,774,5.90657,-119.672302,35.164842,256609.2,3894590,,
1508,1509,0.113033,750,6.6312499,-119.669511,35.160036,256849.2,3894050,,
24,25,0.112724,783,6.0545001,-119.679275,35.169915,255989.2,3895170,,
1159,1160,0.112701,754,1.01275,-119.673317,35.162295,256509.2,3894310,,
143,144,0.112649,775,5.7547402,-119.680111,35.168635,255909.2,3895030,,
1036,1037,0.112595,760,3.1996,-119.673352,35.163376,256509.2,3894430,,
937,938,0.112559,774,4.1687398,-119.671852,35.164491,256649.2,3894550,,
93,94,0.11253,777,2.0283799,-119.681,35.168976,255829.2,3895070,,
233,234,0.112514,771,2.7251401,-119.678557,35.168129,256049.2,3894970,,
1445,1446,0.112504,746,5.36764,-119.670839,35.160367,256729.2,3894090,,
980,981,0.112478,759,3.94906,-119.673589,35.163912,256489.2,3894490,,
2824,2825,0.112431,733,9.0946398,-119.665742,35.152186,257169.2,3893170,,
1116,1117,0.112415,755,3.6817801,-119.673329,35.162656,256509.2,3894350,,
2164,2165,0.112411,727,3.1996,-119.66851,35.156272,256929.2,3893630,,
409,410,0.112303,766,4.65874,-119.679405,35.167208,255969.2,3894870,,
121,122,0.112295,777,4.2891502,-119.679678,35.168825,255949.2,3895050,,
912,913,0.11218,767,2.95035,-119.673174,35.164642,256529.2,3894570,,
2373,2374,0.112166,727,2.8624101,-119.668249,35.155016,256949.2,3893490,,
807,808,0.112038,757,2.8624101,-119.675611,35.165309,256309.2,3894650,,
2388,2389,0.111959,747,11.2342997,-119.664959,35.155088,257249.2,3893490,,
1709,1710,0.111729,747,8.1112804,-119.665746,35.159037,257189.2,3893930,,
2476,2477,0.111655,751,4.3187199,-119.664722,35.154553,257269.2,3893430,,
891,892,0.111645,768,2.5304899,-119.67318,35.164822,256529.2,3894590,,
368,369,0.111511,764,2.5304899,-119.679631,35.167384,255949.2,3894890,,
15,16,0.11144,783,4.4334102,-119.67928,35.170096,255989.2,3895190,,
688,689,0.111417,762,4.5202298,-119.676073,35.16602,256269.2,3894730,,
1300,1301,0.111206,767,6.3793702,-119.668242,35.161506,256969.2,3894210,,
217,218,0.111188,772,-9999,-119.682067,35.168051,255729.2,3894970,,
2022,2023,0.111182,736,4.0760598,-119.666565,35.157216,257109.2,3893730,,
832,833,0.111042,757,2.8624101,-119.675824,35.165124,256289.2,3894630,,
1448,1449,0.110945,749,7.0541301,-119.670181,35.160381,256789.2,3894090,,
757,758,0.110913,770,5.1996698,-119.674306,35.165699,256429.2,3894690,,
61,62,0.110903,780,2.1475899,-119.679696,35.169365,255949.2,3895110,,
664,665,0.110885,771,4.65874,-119.674105,35.166244,256449.2,3894750,,
1716,1717,0.110833,735,3.8510301,-119.671225,35.158736,256689.2,3893910,,
485,486,0.110777,766,6.0960798,-119.680929,35.166814,255829.2,3894830,,
1016,1017,0.110776,760,3.23927,-119.673577,35.163551,256489.2,3894450,,
835,836,0.110722,763,4.79318,-119.675166,35.165139,256349.2,3894630,,
694,695,0.110718,767,4.5202298,-119.674757,35.166049,256389.2,3894730,,
1953,1954,0.110686,735,6.1579199,-119.668112,35.157543,256969.2,3893770,,
589,590,0.110618,777,6.5548201,-119.675213,35.16658,256349.2,3894790,,
2256,2257,0.11061,725,3.39325,-119.668053,35.155741,256969.2,3893570,,
800,801,0.110591,759,1.13226,-119.677146,35.165275,256169.2,3894650,,
2955,2956,0.110573,720,5.4380102,-119.666584,35.151086,257089.2,3893050,,
1753,1754,0.110539,737,5.90657,-119.670341,35.158575,256769.2,3893890,,
1575,1576,0.110429,750,7.12502,-119.667964,35.159709,256989.2,3894010,,
258,259,0.110405,767,3.6817801,-119.680087,35.167914,255909.2,3894950,,
811,812,0.11017,764,4.3187199,-119.674733,35.165329,256389.2,3894650,,
2101,2102,0.110076,727,1.13226,-119.66896,35.156623,256889.2,3893670,,
655,656,0.110068,764,6.2393899,-119.676079,35.1662,256269.2,3894750,,
886,887,0.109956,764,7.5523701,-119.674277,35.164798,256429.2,3894590,,
153,154,0.109941,776,5.6437101,-119.677917,35.168684,256109.2,3895030,,
1734,1735,0.109915,754,6.4187899,-119.667276,35.158823,257049.2,3893910,,
1624,1625,0.109841,740,3.0775199,-119.670584,35.159291,256749.2,3893970,,
1323,1324,0.109797,766,2.0248699,-119.668675,35.161316,256929.2,3894190,,
214,215,0.109618,782,2.5805399,-119.676369,35.168357,256249.2,3894990,,
2327,2328,0.109607,732,5.15065,-119.665629,35.155434,257189.2,3893530,,
1473,1474,0.109513,743,5.1996698,-119.670833,35.160187,256729.2,3894070,,
1926,1927,0.109267,743,4.5761399,-119.667241,35.157742,257049.2,3893790,,
1921,1922,0.109265,738,4.65874,-119.668338,35.157718,256949.2,3893790,,
556,557,0.109256,777,10.1470003,-119.674122,35.166784,256449.2,3894810,,
1115,1116,0.109233,755,4.65874,-119.673548,35.162651,256489.2,3894350,,
280,281,0.109199,768,4.9524598,-119.682714,35.167676,255669.2,3894930,,
449,450,0.109163,764,1.60105,-119.679838,35.167019,255929.2,3894850,,
989,990,0.109131,771,5.5760102,-119.671615,35.163955,256669.2,3894490,,
1478,1479,0.108831,750,7.12502,-119.669736,35.160211,256829.2,3894070,,
955,956,0.108685,772,5.2723298,-119.671846,35.164311,256649.2,3894530,,
2074,2075,0.108622,729,4.0760598,-119.668308,35.156817,256949.2,3893690,,
1284,1285,0.108539,751,1.60105,-119.671752,35.161428,256649.2,3894210,,
2088,2089,0.108452,746,5.36764,-119.665237,35.156885,257229.2,3893690,,
405,406,0.108432,765,2.7251401,-119.680283,35.167189,255889.2,3894870,,
990,991,0.108401,772,5.6437101,-119.671395,35.16396,256689.2,3894490,,
672,673,0.108355,763,3.8510301,-119.679583,35.165943,255949.2,3894730,,
1351,1352,0.108346,767,10.0249996,-119.668011,35.16115,256989.2,3894170,,
2800,2801,0.108214,745,11.0040998,-119.665309,35.152376,257209.2,3893190,,
2274,2275,0.108144,723,1.51893,-119.67068,35.155503,256729.2,3893550,,
1983,1984,0.108136,732,4.65874,-119.668326,35.157358,256949.2,3893750,,
2531,2532,0.108124,748,7.0719199,-119.66493,35.154187,257249.2,3893390,,
1340,1341,0.108016,752,6.8552599,-119.670424,35.161097,256769.2,3894170,,
992,993,0.107986,774,6.4187899,-119.670957,35.16397,256729.2,3894490,,
500,501,0.107906,766,3.0357201,-119.677638,35.166887,256129.2,3894830,,
2071,2072,0.107893,728,1.4321001,-119.668966,35.156803,256889.2,3893690,,
2099,2100,0.107844,729,1.13226,-119.669399,35.156613,256849.2,3893670,,
1423,1424,0.10783,756,7.5689402,-119.669529,35.160576,256849.2,3894110,,
189,190,0.107745,771,2.0283799,-119.681854,35.168236,255749.2,3894990,,
956,957,0.107722,773,5.15065,-119.671627,35.164316,256669.2,3894530,,
2109,2110,0.107699,732,1.4321001,-119.667205,35.156661,257049.2,3893670,,
116,117,0.107679,777,3.1996,-119.680775,35.168801,255849.2,3895050,,
2102,2103,0.107668,727,1.82533,-119.668741,35.156627,256909.2,3893670,,
944,945,0.107602,757,2.95035,-119.674259,35.164258,256429.2,3894530,,
408,409,0.107601,764,1.60105,-119.679625,35.167204,255949.2,3894870,,
1348,1349,0.10756,765,2.1475899,-119.668669,35.161136,256929.2,3894170,,
1396,1397,0.107524,756,7.4352999,-119.669534,35.160756,256849.2,3894130,,
