FID,Slope,Elevat,ShrubCov,x_utm,y_utm
148,3.3860700,773,0.0955156,256124.200000000011642,3894988.200000000186265
149,4.8644300,776,0.1103850,256174.200000000011642,3894988.200000000186265
150,5.2079101,780,0.1517880,256224.200000000011642,3894988.200000000186265
151,5.0103598,781,0.1265500,256274.200000000011642,3894988.200000000186265
152,5.1423898,781,0.1107810,256324.200000000011642,3894988.200000000186265
153,5.0455499,784,0.1700420,256374.200000000011642,3894988.200000000186265
154,4.1466999,788,0.1786460,256424.200000000011642,3894988.200000000186265
155,4.6886501,790,0.1619770,256474.200000000011642,3894988.200000000186265
156,7.2870202,794,0.1639570,256524.200000000011642,3894988.200000000186265
157,8.6129799,800,0.1927590,256574.200000000011642,3894988.200000000186265
158,9.0017500,808,0.2488520,256624.200000000011642,3894988.200000000186265
159,10.5928001,818,0.2896790,256674.200000000011642,3894988.200000000186265
160,11.4726000,828,0.3536920,256724.200000000011642,3894988.200000000186265
161,9.4173603,836,0.3916390,256774.200000000011642,3894988.200000000186265
162,6.7316999,841,0.3175090,256824.200000000011642,3894988.200000000186265
163,7.8014202,840,0.2331190,256874.200000000011642,3894988.200000000186265
164,-9999.0000000,836,0.1761260,256924.200000000011642,3894988.200000000186265
165,2.7886701,768,0.1531200,255674.200000000011642,3894938.200000000186265
166,2.1809800,768,0.1394030,255724.200000000011642,3894938.200000000186265
167,1.7624800,769,0.0792063,255774.200000000011642,3894938.200000000186265
168,2.3938200,769,0.0943275,255824.200000000011642,3894938.200000000186265
169,2.3496399,766,0.1484400,255874.200000000011642,3894938.200000000186265
170,2.0969300,766,0.1564680,255924.200000000011642,3894938.200000000186265
171,2.8705101,768,0.1493400,255974.200000000011642,3894938.200000000186265
172,3.2341199,770,0.1206820,256024.200000000011642,3894938.200000000186265
173,3.4589500,770,0.0963077,256074.200000000011642,3894938.200000000186265
174,4.1383801,771,0.1111410,256124.200000000011642,3894938.200000000186265
175,5.2866101,773,0.1240300,256174.200000000011642,3894938.200000000186265
176,5.7790098,775,0.1210060,256224.200000000011642,3894938.200000000186265
177,5.2226901,776,0.1205380,256274.200000000011642,3894938.200000000186265
178,5.0954700,777,0.1478280,256324.200000000011642,3894938.200000000186265
179,5.6057401,782,0.1506000,256374.200000000011642,3894938.200000000186265
180,4.8144898,786,0.1356230,256424.200000000011642,3894938.200000000186265
181,4.0093098,789,0.1978360,256474.200000000011642,3894938.200000000186265
182,5.6164699,793,0.2398150,256524.200000000011642,3894938.200000000186265
183,8.6314096,800,0.2019400,256574.200000000011642,3894938.200000000186265
184,10.7778997,808,0.1633090,256624.200000000011642,3894938.200000000186265
185,11.7135000,818,0.1583410,256674.200000000011642,3894938.200000000186265
186,10.8248997,828,0.1942000,256724.200000000011642,3894938.200000000186265
187,9.0524797,834,0.1986280,256774.200000000011642,3894938.200000000186265
188,9.6843796,834,0.1650730,256824.200000000011642,3894938.200000000186265
189,10.7094002,830,0.1440830,256874.200000000011642,3894938.200000000186265
190,9.6894398,828,0.1196740,256924.200000000011642,3894938.200000000186265
191,-9999.0000000,829,0.1002800,256974.200000000011642,3894938.200000000186265
192,2.1874700,764,0.1348310,255624.200000000011642,3894888.200000000186265
193,2.1730800,766,0.1266580,255674.200000000011642,3894888.200000000186265
194,2.2549901,767,0.0840307,255724.200000000011642,3894888.200000000186265
195,2.7558999,768,0.0595488,255774.200000000011642,3894888.200000000186265
196,3.0883999,767,0.0810785,255824.200000000011642,3894888.200000000186265
197,2.2113900,765,0.1369910,255874.200000000011642,3894888.200000000186265
198,1.6374300,765,0.1584490,255924.200000000011642,3894888.200000000186265
199,2.4003899,766,0.1297180,255974.200000000011642,3894888.200000000186265
200,2.9568701,766,0.0973518,256024.200000000011642,3894888.200000000186265
201,3.4176300,767,0.0915913,256074.200000000011642,3894888.200000000186265
202,4.3134899,767,0.1163970,256124.200000000011642,3894888.200000000186265
203,5.2518802,768,0.1233820,256174.200000000011642,3894888.200000000186265
204,5.2837400,770,0.1410230,256224.200000000011642,3894888.200000000186265
205,4.4842000,772,0.2063680,256274.200000000011642,3894888.200000000186265
206,4.1741300,776,0.2583930,256324.200000000011642,3894888.200000000186265
207,5.1597500,780,0.2314620,256374.200000000011642,3894888.200000000186265
208,6.0538902,784,0.2061520,256424.200000000011642,3894888.200000000186265
209,5.9991102,788,0.1969360,256474.200000000011642,3894888.200000000186265
210,6.8292799,792,0.1505280,256524.200000000011642,3894888.200000000186265
211,9.4953003,796,0.1060280,256574.200000000011642,3894888.200000000186265
212,12.0094995,803,0.1061000,256624.200000000011642,3894888.200000000186265
213,12.8060999,812,0.1352270,256674.200000000011642,3894888.200000000186265
214,10.9839001,822,0.1451280,256724.200000000011642,3894888.200000000186265
215,9.9162998,825,0.1233460,256774.200000000011642,3894888.200000000186265
216,10.5481005,823,0.1082250,256824.200000000011642,3894888.200000000186265
217,9.2228098,821,0.1279180,256874.200000000011642,3894888.200000000186265
218,7.8669200,820,0.1344710,256924.200000000011642,3894888.200000000186265
219,-9999.0000000,825,0.1377470,256974.200000000011642,3894888.200000000186265
220,-9999.0000000,-9999,0.1548600,257024.200000000011642,3894888.200000000186265
221,2.6334801,763,0.1841910,255574.200000000011642,3894838.200000000186265
222,1.4761000,764,0.1453440,255624.200000000011642,3894838.200000000186265
223,1.4633900,765,0.0950116,255674.200000000011642,3894838.200000000186265
224,2.9747200,765,0.0553724,255724.200000000011642,3894838.200000000186265
225,4.3556499,764,0.0690175,255774.200000000011642,3894838.200000000186265
226,4.2891402,764,0.1038320,255824.200000000011642,3894838.200000000186265
227,2.8831799,764,0.1434350,255874.200000000011642,3894838.200000000186265
228,1.5956500,764,0.1666210,255924.200000000011642,3894838.200000000186265
229,1.3470800,764,0.1560720,255974.200000000011642,3894838.200000000186265
230,1.3972100,764,0.1084770,256024.200000000011642,3894838.200000000186265
231,1.9018101,765,0.1110330,256074.200000000011642,3894838.200000000186265
232,2.9214699,764,0.1246060,256124.200000000011642,3894838.200000000186265
233,3.9264200,764,0.1488720,256174.200000000011642,3894838.200000000186265
234,4.9097300,767,0.1964680,256224.200000000011642,3894838.200000000186265
235,5.1525402,772,0.2045320,256274.200000000011642,3894838.200000000186265
236,4.8776598,775,0.2146850,256324.200000000011642,3894838.200000000186265
237,5.4973302,776,0.2066200,256374.200000000011642,3894838.200000000186265
238,6.9045601,779,0.1976200,256424.200000000011642,3894838.200000000186265
239,7.3498502,783,0.1615810,256474.200000000011642,3894838.200000000186265
240,7.4979801,785,0.1112490,256524.200000000011642,3894838.200000000186265
241,9.3109598,788,0.1133370,256574.200000000011642,3894838.200000000186265
242,12.0850000,795,0.1254700,256624.200000000011642,3894838.200000000186265
243,13.1597004,806,0.1380710,256674.200000000011642,3894838.200000000186265
244,10.6552000,816,0.1283140,256724.200000000011642,3894838.200000000186265
245,8.8875198,817,0.0987919,256774.200000000011642,3894838.200000000186265
246,8.8220196,814,0.0819065,256824.200000000011642,3894838.200000000186265
247,7.5152102,814,0.1279540,256874.200000000011642,3894838.200000000186265
248,7.5341101,816,0.1883310,256924.200000000011642,3894838.200000000186265
249,9.2287703,822,0.1964320,256974.200000000011642,3894838.200000000186265
250,-9999.0000000,829,0.1701860,257024.200000000011642,3894838.200000000186265
251,-9999.0000000,-9999,-9999.0000000,257074.200000000011642,3894838.200000000186265
252,3.9469700,767,0.2471960,255474.200000000011642,3894788.200000000186265
253,3.8105600,767,0.2462600,255524.200000000011642,3894788.200000000186265
254,3.0189300,766,0.2225700,255574.200000000011642,3894788.200000000186265
255,1.9742500,766,0.1524000,255624.200000000011642,3894788.200000000186265
256,2.3606701,764,0.0861189,255674.200000000011642,3894788.200000000186265
257,3.8605499,762,0.0717177,255724.200000000011642,3894788.200000000186265
258,4.2963400,760,0.0964877,255774.200000000011642,3894788.200000000186265
259,3.8516800,759,0.1368830,255824.200000000011642,3894788.200000000186265
260,3.1602900,761,0.1583410,255874.200000000011642,3894788.200000000186265
261,1.9941000,763,0.1654690,255924.200000000011642,3894788.200000000186265
262,1.0515500,764,0.1593490,255974.200000000011642,3894788.200000000186265
263,0.8948310,765,0.1188810,256024.200000000011642,3894788.200000000186265
264,1.7366700,764,0.1171890,256074.200000000011642,3894788.200000000186265
265,2.1458499,762,0.1463880,256124.200000000011642,3894788.200000000186265
266,2.6533101,762,0.1487280,256174.200000000011642,3894788.200000000186265
267,4.6544399,764,0.1326350,256224.200000000011642,3894788.200000000186265
268,6.1856198,768,0.1126890,256274.200000000011642,3894788.200000000186265
269,6.2182002,770,0.0963077,256324.200000000011642,3894788.200000000186265
270,5.7702298,772,0.1056320,256374.200000000011642,3894788.200000000186265
271,5.8428898,774,0.1182330,256424.200000000011642,3894788.200000000186265
272,5.7610998,777,0.1176930,256474.200000000011642,3894788.200000000186265
273,5.7708402,780,0.1350470,256524.200000000011642,3894788.200000000186265
274,7.4268298,783,0.1229140,256574.200000000011642,3894788.200000000186265
275,10.4823999,790,0.0853268,256624.200000000011642,3894788.200000000186265
276,12.3997002,800,0.0708897,256674.200000000011642,3894788.200000000186265
277,10.8997002,808,0.0658853,256724.200000000011642,3894788.200000000186265
278,8.3073997,810,0.0755700,256774.200000000011642,3894788.200000000186265
279,6.3998299,807,0.0946516,256824.200000000011642,3894788.200000000186265
280,5.8026700,808,0.1473240,256874.200000000011642,3894788.200000000186265
281,7.9532299,811,0.1725620,256924.200000000011642,3894788.200000000186265
282,11.3297997,816,0.1307260,256974.200000000011642,3894788.200000000186265
283,12.6768999,826,0.1009880,257024.200000000011642,3894788.200000000186265
284,-9999.0000000,833,0.0775742,257074.200000000011642,3894788.200000000186265
285,4.8705201,770,0.3120010,255424.200000000011642,3894738.200000000186265
286,4.3023200,770,0.2949360,255474.200000000011642,3894738.200000000186265
287,3.7007899,770,0.2920190,255524.200000000011642,3894738.200000000186265
288,3.3179901,768,0.2341630,255574.200000000011642,3894738.200000000186265
289,3.5028601,766,0.1578370,255624.200000000011642,3894738.200000000186265
290,4.1847501,762,0.1003040,255674.200000000011642,3894738.200000000186265
291,4.0114198,759,0.0952636,255724.200000000011642,3894738.200000000186265
292,2.6661899,757,0.1517160,255774.200000000011642,3894738.200000000186265
293,2.3371899,757,0.1596010,255824.200000000011642,3894738.200000000186265
294,2.8643899,760,0.1220500,255874.200000000011642,3894738.200000000186265
295,2.6632600,762,0.1147410,255924.200000000011642,3894738.200000000186265
296,1.8374600,764,0.0981438,255974.200000000011642,3894738.200000000186265
297,1.9540200,765,0.0851468,256024.200000000011642,3894738.200000000186265
298,2.8540900,763,0.1009880,256074.200000000011642,3894738.200000000186265
299,2.4386699,761,0.1472520,256124.200000000011642,3894738.200000000186265
300,2.3468399,761,0.1230940,256174.200000000011642,3894738.200000000186265
301,3.8342400,761,0.0754980,256224.200000000011642,3894738.200000000186265
302,5.3941898,762,0.1038680,256274.200000000011642,3894738.200000000186265
303,5.7914600,764,0.1084410,256324.200000000011642,3894738.200000000186265
304,5.2150102,768,0.1282420,256374.200000000011642,3894738.200000000186265
305,4.6115999,772,0.1233820,256424.200000000011642,3894738.200000000186265
306,4.3909402,774,0.0952996,256474.200000000011642,3894738.200000000186265
307,5.0518198,777,0.1373870,256524.200000000011642,3894738.200000000186265
308,6.6190901,781,0.1248940,256574.200000000011642,3894738.200000000186265
309,8.9596701,786,0.0782702,256624.200000000011642,3894738.200000000186265
310,10.9424000,793,0.0701696,256674.200000000011642,3894738.200000000186265
311,10.1925001,800,0.0671454,256724.200000000011642,3894738.200000000186265
312,7.2485600,802,0.1107090,256774.200000000011642,3894738.200000000186265
313,4.7470598,804,0.1630210,256824.200000000011642,3894738.200000000186265
314,5.1897898,805,0.1431110,256874.200000000011642,3894738.200000000186265
315,7.9842200,804,0.0897912,256924.200000000011642,3894738.200000000186265
316,11.9340000,807,0.0801424,256974.200000000011642,3894738.200000000186265
317,13.8543997,818,0.1046600,257024.200000000011642,3894738.200000000186265
318,11.8404999,828,0.0876310,257074.200000000011642,3894738.200000000186265
319,-9999.0000000,831,0.0579406,257124.200000000011642,3894738.200000000186265
320,6.4419999,773,0.2154410,255374.200000000011642,3894688.200000000186265
321,4.1210198,775,0.2940710,255424.200000000011642,3894688.200000000186265
322,3.8742900,775,0.2485640,255474.200000000011642,3894688.200000000186265
323,4.3113499,772,0.2200860,255524.200000000011642,3894688.200000000186265
324,4.4764199,768,0.2084570,255574.200000000011642,3894688.200000000186265
325,5.2353902,765,0.1932270,255624.200000000011642,3894688.200000000186265
326,5.4656801,760,0.1328150,255674.200000000011642,3894688.200000000186265
327,3.6123199,756,0.1279540,255724.200000000011642,3894688.200000000186265
328,1.7537400,756,0.1809140,255774.200000000011642,3894688.200000000186265
329,1.6980200,758,0.1523640,255824.200000000011642,3894688.200000000186265
330,2.5718701,759,0.0945075,255874.200000000011642,3894688.200000000186265
331,3.0815001,761,0.0895031,255924.200000000011642,3894688.200000000186265
332,2.6157701,763,0.0718977,255974.200000000011642,3894688.200000000186265
333,2.7615299,764,0.0606648,256024.200000000011642,3894688.200000000186265
334,3.2024500,761,0.0941475,256074.200000000011642,3894688.200000000186265
335,2.3740301,759,0.1445520,256124.200000000011642,3894688.200000000186265
336,2.0398600,759,0.1184130,256174.200000000011642,3894688.200000000186265
337,2.4487901,758,0.0702056,256224.200000000011642,3894688.200000000186265
338,3.3287399,758,0.0953356,256274.200000000011642,3894688.200000000186265
339,4.5209699,762,0.1081530,256324.200000000011642,3894688.200000000186265
340,5.2359400,766,0.1119690,256374.200000000011642,3894688.200000000186265
341,5.0217800,770,0.1099890,256424.200000000011642,3894688.200000000186265
342,4.6449599,771,0.1071810,256474.200000000011642,3894688.200000000186265
343,5.4354000,773,0.1187370,256524.200000000011642,3894688.200000000186265
344,6.5112901,777,0.1019960,256574.200000000011642,3894688.200000000186265
345,7.6552300,781,0.0848948,256624.200000000011642,3894688.200000000186265
346,9.2177095,786,0.0994039,256674.200000000011642,3894688.200000000186265
347,9.1193104,792,0.1513920,256724.200000000011642,3894688.200000000186265
348,7.2459302,798,0.1841910,256774.200000000011642,3894688.200000000186265
349,6.5356998,802,0.1511760,256824.200000000011642,3894688.200000000186265
350,7.4258900,800,0.0871630,256874.200000000011642,3894688.200000000186265
351,8.1368504,797,0.0837067,256924.200000000011642,3894688.200000000186265
352,10.4946003,800,0.1085850,256974.200000000011642,3894688.200000000186265
353,13.1630001,810,0.1211860,257024.200000000011642,3894688.200000000186265
354,11.2017002,820,0.1025000,257074.200000000011642,3894688.200000000186265
355,9.4784403,826,0.0701696,257124.200000000011642,3894688.200000000186265
356,-9999.0000000,822,0.0612529,257174.200000000011642,3894688.200000000186265
357,12.8153000,763,0.0724018,255324.200000000011642,3894638.200000000186265
358,9.5474005,772,0.1296460,255374.200000000011642,3894638.200000000186265
359,4.7526798,777,0.1728860,255424.200000000011642,3894638.200000000186265
360,3.7692800,776,0.1534800,255474.200000000011642,3894638.200000000186265
361,5.5204101,771,0.1425350,255524.200000000011642,3894638.200000000186265
362,5.5544400,766,0.1832550,255574.200000000011642,3894638.200000000186265
363,6.3006601,762,0.1722020,255624.200000000011642,3894638.200000000186265
364,5.8626699,756,0.1504560,255674.200000000011642,3894638.200000000186265
365,3.6073799,754,0.1917510,255724.200000000011642,3894638.200000000186265
366,2.4118400,756,0.1705100,255774.200000000011642,3894638.200000000186265
367,1.9702500,757,0.1153170,255824.200000000011642,3894638.200000000186265
368,2.4471200,757,0.1074690,255874.200000000011642,3894638.200000000186265
369,3.4388101,759,0.1129410,255924.200000000011642,3894638.200000000186265
370,3.1837499,761,0.0859389,255974.200000000011642,3894638.200000000186265
371,2.9375601,762,0.0721498,256024.200000000011642,3894638.200000000186265
372,2.9004300,759,0.1196380,256074.200000000011642,3894638.200000000186265
373,1.8372200,758,0.1493040,256124.200000000011642,3894638.200000000186265
374,1.3437901,758,0.1104930,256174.200000000011642,3894638.200000000186265
375,1.4521199,757,0.0756060,256224.200000000011642,3894638.200000000186265
376,2.2421300,758,0.0954076,256274.200000000011642,3894638.200000000186265
377,3.7255800,760,0.1189890,256324.200000000011642,3894638.200000000186265
378,5.1050501,762,0.0995119,256374.200000000011642,3894638.200000000186265
379,5.5096898,765,0.1081170,256424.200000000011642,3894638.200000000186265
380,4.9457998,768,0.1175850,256474.200000000011642,3894638.200000000186265
381,5.1932201,770,0.0847148,256524.200000000011642,3894638.200000000186265
382,5.7150602,773,0.0788823,256574.200000000011642,3894638.200000000186265
383,5.9358702,777,0.1107450,256624.200000000011642,3894638.200000000186265
384,7.4051499,781,0.1393310,256674.200000000011642,3894638.200000000186265
385,8.6520596,788,0.1902750,256724.200000000011642,3894638.200000000186265
386,8.5826797,794,0.1677730,256774.200000000011642,3894638.200000000186265
387,9.0557203,794,0.0683335,256824.200000000011642,3894638.200000000186265
388,8.7480097,792,0.0405752,256874.200000000011642,3894638.200000000186265
389,8.0575705,791,0.0891431,256924.200000000011642,3894638.200000000186265
390,9.7934999,796,0.1140930,256974.200000000011642,3894638.200000000186265
391,11.9015999,805,0.1344350,257024.200000000011642,3894638.200000000186265
392,9.8594999,815,0.1629130,257074.200000000011642,3894638.200000000186265
393,8.7203598,821,0.1175850,257124.200000000011642,3894638.200000000186265
